Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,mod_2,2220,16898,Social distancing,solid,Apr  3,"2,220","16,898",FALSE,"Apr  3: 2,220 projected cases<br>Projection upper CI: 16,898 cases<br>"
2020-04-03,mod_3,2299,17200,No intervention,solid,Apr  3,"2,299","17,200",FALSE,"Apr  3: 2,299 projected cases<br>Projection upper CI: 17,200 cases<br>"
2020-04-03,mod_4,2205,16770,Lockdown with moderate return,solid,Apr  3,"2,205","16,770",TRUE,"Apr  3: 2,205 projected cases<br>Projection upper CI: 16,770 cases<br>"
2020-04-04,mod_2,2410,17925,Social distancing,solid,Apr  4,"2,410","17,925",FALSE,"Apr  4: 2,410 projected cases<br>Projection upper CI: 17,925 cases<br>"
2020-04-04,mod_3,2554,18578,No intervention,solid,Apr  4,"2,554","18,578",FALSE,"Apr  4: 2,554 projected cases<br>Projection upper CI: 18,578 cases<br>"
2020-04-04,mod_4,2354,17811,Lockdown with moderate return,solid,Apr  4,"2,354","17,811",TRUE,"Apr  4: 2,354 projected cases<br>Projection upper CI: 17,811 cases<br>"
2020-04-05,mod_2,2611,19281,Social distancing,solid,Apr  5,"2,611","19,281",FALSE,"Apr  5: 2,611 projected cases<br>Projection upper CI: 19,281 cases<br>"
2020-04-05,mod_3,2838,20178,No intervention,solid,Apr  5,"2,838","20,178",FALSE,"Apr  5: 2,838 projected cases<br>Projection upper CI: 20,178 cases<br>"
2020-04-05,mod_4,2495,18697,Lockdown with moderate return,solid,Apr  5,"2,495","18,697",TRUE,"Apr  5: 2,495 projected cases<br>Projection upper CI: 18,697 cases<br>"
2020-04-06,mod_2,2827,20810,Social distancing,solid,Apr  6,"2,827","20,810",FALSE,"Apr  6: 2,827 projected cases<br>Projection upper CI: 20,810 cases<br>"
2020-04-06,mod_3,3159,22129,No intervention,solid,Apr  6,"3,159","22,129",FALSE,"Apr  6: 3,159 projected cases<br>Projection upper CI: 22,129 cases<br>"
2020-04-06,mod_4,2624,19693,Lockdown with moderate return,solid,Apr  6,"2,624","19,693",TRUE,"Apr  6: 2,624 projected cases<br>Projection upper CI: 19,693 cases<br>"
2020-04-07,mod_2,3060,22246,Social distancing,solid,Apr  7,"3,060","22,246",FALSE,"Apr  7: 3,060 projected cases<br>Projection upper CI: 22,246 cases<br>"
2020-04-07,mod_3,3525,24453,No intervention,solid,Apr  7,"3,525","24,453",FALSE,"Apr  7: 3,525 projected cases<br>Projection upper CI: 24,453 cases<br>"
2020-04-07,mod_4,2740,20652,Lockdown with moderate return,solid,Apr  7,"2,740","20,652",TRUE,"Apr  7: 2,740 projected cases<br>Projection upper CI: 20,652 cases<br>"
2020-04-08,mod_2,3313,23810,Social distancing,solid,Apr  8,"3,313","23,810",FALSE,"Apr  8: 3,313 projected cases<br>Projection upper CI: 23,810 cases<br>"
2020-04-08,mod_3,3950,26763,No intervention,solid,Apr  8,"3,950","26,763",FALSE,"Apr  8: 3,950 projected cases<br>Projection upper CI: 26,763 cases<br>"
2020-04-08,mod_4,2840,21299,Lockdown with moderate return,solid,Apr  8,"2,840","21,299",TRUE,"Apr  8: 2,840 projected cases<br>Projection upper CI: 21,299 cases<br>"
2020-04-09,mod_2,3587,25650,Social distancing,solid,Apr  9,"3,587","25,650",FALSE,"Apr  9: 3,587 projected cases<br>Projection upper CI: 25,650 cases<br>"
2020-04-09,mod_3,4446,30243,No intervention,solid,Apr  9,"4,446","30,243",FALSE,"Apr  9: 4,446 projected cases<br>Projection upper CI: 30,243 cases<br>"
2020-04-09,mod_4,2937,22029,Lockdown with moderate return,solid,Apr  9,"2,937","22,029",TRUE,"Apr  9: 2,937 projected cases<br>Projection upper CI: 22,029 cases<br>"
2020-04-10,mod_2,3885,27676,Social distancing,solid,Apr 10,"3,885","27,676",FALSE,"Apr 10: 3,885 projected cases<br>Projection upper CI: 27,676 cases<br>"
2020-04-10,mod_3,5027,33902,No intervention,solid,Apr 10,"5,027","33,902",FALSE,"Apr 10: 5,027 projected cases<br>Projection upper CI: 33,902 cases<br>"
