Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-04-30,mod_2,23663,157491,Soc. Dist. + Travel Ban,solid,Apr 30,"23,663","Apr 30: 23,663 projected cases per day"
2020-04-30,mod_4,177,1772,Moderate return,solid,Apr 30,177,Apr 30: 177 projected cases per day
2020-04-30,mod_5,245,2348,Normal (pre-intervention),solid,Apr 30,245,Apr 30: 245 projected cases per day
2020-04-30,mod_6,141,1398,Cautious return,solid,Apr 30,141,Apr 30: 141 projected cases per day
2020-05-01,mod_2,26709,198212,Soc. Dist. + Travel Ban,solid,May 01,"26,709","May 01: 26,709 projected cases per day"
2020-05-01,mod_4,195,1745,Moderate return,solid,May 01,195,May 01: 195 projected cases per day
2020-05-01,mod_5,295,2432,Normal (pre-intervention),solid,May 01,295,May 01: 295 projected cases per day
2020-05-01,mod_6,157,1173,Cautious return,solid,May 01,157,May 01: 157 projected cases per day
2020-05-02,mod_2,29883,229075,Soc. Dist. + Travel Ban,solid,May 02,"29,883","May 02: 29,883 projected cases per day"
2020-05-02,mod_4,221,1684,Moderate return,solid,May 02,221,May 02: 221 projected cases per day
2020-05-02,mod_5,359,2536,Normal (pre-intervention),solid,May 02,359,May 02: 359 projected cases per day
2020-05-02,mod_6,173,1452,Cautious return,solid,May 02,173,May 02: 173 projected cases per day
2020-05-03,mod_2,33153,281047,Soc. Dist. + Travel Ban,solid,May 03,"33,153","May 03: 33,153 projected cases per day"
2020-05-03,mod_4,251,2211,Moderate return,solid,May 03,251,May 03: 251 projected cases per day
2020-05-03,mod_5,448,3059,Normal (pre-intervention),solid,May 03,448,May 03: 448 projected cases per day
2020-05-03,mod_6,194,2027,Cautious return,solid,May 03,194,May 03: 194 projected cases per day
2020-05-04,mod_2,36424,328017,Soc. Dist. + Travel Ban,solid,May 04,"36,424","May 04: 36,424 projected cases per day"
2020-05-04,mod_4,298,2249,Moderate return,solid,May 04,298,May 04: 298 projected cases per day
2020-05-04,mod_5,572,3734,Normal (pre-intervention),solid,May 04,572,May 04: 572 projected cases per day
2020-05-04,mod_6,210,1429,Cautious return,solid,May 04,210,May 04: 210 projected cases per day
2020-05-05,mod_2,39713,399080,Soc. Dist. + Travel Ban,solid,May 05,"39,713","May 05: 39,713 projected cases per day"
2020-05-05,mod_4,349,2304,Moderate return,solid,May 05,349,May 05: 349 projected cases per day
2020-05-05,mod_5,743,4037,Normal (pre-intervention),solid,May 05,743,May 05: 743 projected cases per day
2020-05-05,mod_6,238,1783,Cautious return,solid,May 05,238,May 05: 238 projected cases per day
2020-05-06,mod_2,43013,459117,Soc. Dist. + Travel Ban,solid,May 06,"43,013","May 06: 43,013 projected cases per day"
2020-05-06,mod_4,417,2626,Moderate return,solid,May 06,417,May 06: 417 projected cases per day
2020-05-06,mod_5,989,5754,Normal (pre-intervention),solid,May 06,989,May 06: 989 projected cases per day
2020-05-06,mod_6,272,2071,Cautious return,solid,May 06,272,May 06: 272 projected cases per day
2020-05-07,mod_2,46275,556085,Soc. Dist. + Travel Ban,solid,May 07,"46,275","May 07: 46,275 projected cases per day"
2020-05-07,mod_4,507,3281,Moderate return,solid,May 07,507,May 07: 507 projected cases per day
2020-05-07,mod_5,1329,6803,Normal (pre-intervention),solid,May 07,"1,329","May 07: 1,329 projected cases per day"
2020-05-07,mod_6,300,2028,Cautious return,solid,May 07,300,May 07: 300 projected cases per day
2020-05-08,mod_2,49419,616922,Soc. Dist. + Travel Ban,solid,May 08,"49,419","May 08: 49,419 projected cases per day"
2020-05-08,mod_4,616,3512,Moderate return,solid,May 08,616,May 08: 616 projected cases per day
2020-05-08,mod_5,1809,6848,Normal (pre-intervention),solid,May 08,"1,809","May 08: 1,809 projected cases per day"
2020-05-08,mod_6,347,2222,Cautious return,solid,May 08,347,May 08: 347 projected cases per day
2020-05-09,mod_2,52534,720257,Soc. Dist. + Travel Ban,solid,May 09,"52,534","May 09: 52,534 projected cases per day"
2020-05-09,mod_4,768,4505,Moderate return,solid,May 09,768,May 09: 768 projected cases per day
2020-05-09,mod_5,2450,9427,Normal (pre-intervention),solid,May 09,"2,450","May 09: 2,450 projected cases per day"
2020-05-09,mod_6,397,2600,Cautious return,solid,May 09,397,May 09: 397 projected cases per day
2020-05-10,mod_2,55517,813213,Soc. Dist. + Travel Ban,solid,May 10,"55,517","May 10: 55,517 projected cases per day"
2020-05-10,mod_4,955,4180,Moderate return,solid,May 10,955,May 10: 955 projected cases per day
2020-05-10,mod_5,3342,12060,Normal (pre-intervention),solid,May 10,"3,342","May 10: 3,342 projected cases per day"
2020-05-10,mod_6,459,2599,Cautious return,solid,May 10,459,May 10: 459 projected cases per day
2020-05-11,mod_2,58384,877146,Soc. Dist. + Travel Ban,solid,May 11,"58,384","May 11: 58,384 projected cases per day"
2020-05-11,mod_4,1203,5293,Moderate return,solid,May 11,"1,203","May 11: 1,203 projected cases per day"
2020-05-11,mod_5,4518,13987,Normal (pre-intervention),solid,May 11,"4,518","May 11: 4,518 projected cases per day"
