Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,84996,475762,Soc. Dist. + Travel Ban,solid,Apr 30,"84,996","475,762","Apr 30: 84,996 projected total cases<br>Projection upper CI: 475,762 cases<br>"
2020-04-30,mod_4,6069,49358,Moderate return,solid,Apr 30,"6,069","49,358","Apr 30: 6,069 projected total cases<br>Projection upper CI: 49,358 cases<br>"
2020-04-30,mod_5,6310,50858,Normal (pre-intervention),solid,Apr 30,"6,310","50,858","Apr 30: 6,310 projected total cases<br>Projection upper CI: 50,858 cases<br>"
2020-04-30,mod_6,5847,47371,Cautious return,solid,Apr 30,"5,847","47,371","Apr 30: 5,847 projected total cases<br>Projection upper CI: 47,371 cases<br>"
2020-05-01,mod_2,100429,564618,Soc. Dist. + Travel Ban,solid,May 01,"100,429","564,618","May 01: 100,429 projected total cases<br>Projection upper CI: 564,618 cases<br>"
2020-05-01,mod_4,6305,51000,Moderate return,solid,May 01,"6,305","51,000","May 01: 6,305 projected total cases<br>Projection upper CI: 51,000 cases<br>"
2020-05-01,mod_5,6681,53186,Normal (pre-intervention),solid,May 01,"6,681","53,186","May 01: 6,681 projected total cases<br>Projection upper CI: 53,186 cases<br>"
2020-05-01,mod_6,6024,49205,Cautious return,solid,May 01,"6,024","49,205","May 01: 6,024 projected total cases<br>Projection upper CI: 49,205 cases<br>"
2020-05-02,mod_2,118003,668026,Soc. Dist. + Travel Ban,solid,May 02,"118,003","668,026","May 02: 118,003 projected total cases<br>Projection upper CI: 668,026 cases<br>"
2020-05-02,mod_4,6579,52919,Moderate return,solid,May 02,"6,579","52,919","May 02: 6,579 projected total cases<br>Projection upper CI: 52,919 cases<br>"
2020-05-02,mod_5,7151,56865,Normal (pre-intervention),solid,May 02,"7,151","56,865","May 02: 7,151 projected total cases<br>Projection upper CI: 56,865 cases<br>"
2020-05-02,mod_6,6212,50820,Cautious return,solid,May 02,"6,212","50,820","May 02: 6,212 projected total cases<br>Projection upper CI: 50,820 cases<br>"
2020-05-03,mod_2,137825,789227,Soc. Dist. + Travel Ban,solid,May 03,"137,825","789,227","May 03: 137,825 projected total cases<br>Projection upper CI: 789,227 cases<br>"
2020-05-03,mod_4,6902,55617,Moderate return,solid,May 03,"6,902","55,617","May 03: 6,902 projected total cases<br>Projection upper CI: 55,617 cases<br>"
2020-05-03,mod_5,7746,60365,Normal (pre-intervention),solid,May 03,"7,746","60,365","May 03: 7,746 projected total cases<br>Projection upper CI: 60,365 cases<br>"
2020-05-03,mod_6,6418,53024,Cautious return,solid,May 03,"6,418","53,024","May 03: 6,418 projected total cases<br>Projection upper CI: 53,024 cases<br>"
2020-05-04,mod_2,160003,927068,Soc. Dist. + Travel Ban,solid,May 04,"160,003","927,068","May 04: 160,003 projected total cases<br>Projection upper CI: 927,068 cases<br>"
2020-05-04,mod_4,7287,58345,Moderate return,solid,May 04,"7,287","58,345","May 04: 7,287 projected total cases<br>Projection upper CI: 58,345 cases<br>"
2020-05-04,mod_5,8521,64714,Normal (pre-intervention),solid,May 04,"8,521","64,714","May 04: 8,521 projected total cases<br>Projection upper CI: 64,714 cases<br>"
2020-05-04,mod_6,6654,54568,Cautious return,solid,May 04,"6,654","54,568","May 04: 6,654 projected total cases<br>Projection upper CI: 54,568 cases<br>"
2020-05-05,mod_2,184629,1100980,Soc. Dist. + Travel Ban,solid,May 05,"184,629","1,100,980","May 05: 184,629 projected total cases<br>Projection upper CI: 1,100,980 cases<br>"
2020-05-05,mod_4,7751,60686,Moderate return,solid,May 05,"7,751","60,686","May 05: 7,751 projected total cases<br>Projection upper CI: 60,686 cases<br>"
2020-05-05,mod_5,9540,69478,Normal (pre-intervention),solid,May 05,"9,540","69,478","May 05: 9,540 projected total cases<br>Projection upper CI: 69,478 cases<br>"
2020-05-05,mod_6,6921,56259,Cautious return,solid,May 05,"6,921","56,259","May 05: 6,921 projected total cases<br>Projection upper CI: 56,259 cases<br>"
2020-05-06,mod_2,211756,1308987,Soc. Dist. + Travel Ban,solid,May 06,"211,756","1,308,987","May 06: 211,756 projected total cases<br>Projection upper CI: 1,308,987 cases<br>"
2020-05-06,mod_4,8329,64948,Moderate return,solid,May 06,"8,329","64,948","May 06: 8,329 projected total cases<br>Projection upper CI: 64,948 cases<br>"
2020-05-06,mod_5,10893,75616,Normal (pre-intervention),solid,May 06,"10,893","75,616","May 06: 10,893 projected total cases<br>Projection upper CI: 75,616 cases<br>"
2020-05-06,mod_6,7211,58962,Cautious return,solid,May 06,"7,211","58,962","May 06: 7,211 projected total cases<br>Projection upper CI: 58,962 cases<br>"
2020-05-07,mod_2,241423,1541065,Soc. Dist. + Travel Ban,solid,May 07,"241,423","1,541,065","May 07: 241,423 projected total cases<br>Projection upper CI: 1,541,065 cases<br>"
2020-05-07,mod_4,9038,67484,Moderate return,solid,May 07,"9,038","67,484","May 07: 9,038 projected total cases<br>Projection upper CI: 67,484 cases<br>"
2020-05-07,mod_5,12689,82727,Normal (pre-intervention),solid,May 07,"12,689","82,727","May 07: 12,689 projected total cases<br>Projection upper CI: 82,727 cases<br>"
2020-05-07,mod_6,7551,61101,Cautious return,solid,May 07,"7,551","61,101","May 07: 7,551 projected total cases<br>Projection upper CI: 61,101 cases<br>"
2020-05-08,mod_2,273648,1814020,Soc. Dist. + Travel Ban,solid,May 08,"273,648","1,814,020","May 08: 273,648 projected total cases<br>Projection upper CI: 1,814,020 cases<br>"
2020-05-08,mod_4,9916,71620,Moderate return,solid,May 08,"9,916","71,620","May 08: 9,916 projected total cases<br>Projection upper CI: 71,620 cases<br>"
2020-05-08,mod_5,15101,91992,Normal (pre-intervention),solid,May 08,"15,101","91,992","May 08: 15,101 projected total cases<br>Projection upper CI: 91,992 cases<br>"
2020-05-08,mod_6,7932,62850,Cautious return,solid,May 08,"7,932","62,850","May 08: 7,932 projected total cases<br>Projection upper CI: 62,850 cases<br>"
2020-05-09,mod_2,308471,2147609,Soc. Dist. + Travel Ban,solid,May 09,"308,471","2,147,609","May 09: 308,471 projected total cases<br>Projection upper CI: 2,147,609 cases<br>"
2020-05-09,mod_4,11007,76814,Moderate return,solid,May 09,"11,007","76,814","May 09: 11,007 projected total cases<br>Projection upper CI: 76,814 cases<br>"
2020-05-09,mod_5,18340,102754,Normal (pre-intervention),solid,May 09,"18,340","102,754","May 09: 18,340 projected total cases<br>Projection upper CI: 102,754 cases<br>"
2020-05-09,mod_6,8392,66499,Cautious return,solid,May 09,"8,392","66,499","May 09: 8,392 projected total cases<br>Projection upper CI: 66,499 cases<br>"
2020-05-10,mod_2,345900,2514230,Soc. Dist. + Travel Ban,solid,May 10,"345,900","2,514,230","May 10: 345,900 projected total cases<br>Projection upper CI: 2,514,230 cases<br>"
2020-05-10,mod_4,12386,81383,Moderate return,solid,May 10,"12,386","81,383","May 10: 12,386 projected total cases<br>Projection upper CI: 81,383 cases<br>"
2020-05-10,mod_5,22743,115750,Normal (pre-intervention),solid,May 10,"22,743","115,750","May 10: 22,743 projected total cases<br>Projection upper CI: 115,750 cases<br>"
2020-05-10,mod_6,8924,68800,Cautious return,solid,May 10,"8,924","68,800","May 10: 8,924 projected total cases<br>Projection upper CI: 68,800 cases<br>"
2020-05-11,mod_2,385880,2945244,Soc. Dist. + Travel Ban,solid,May 11,"385,880","2,945,244","May 11: 385,880 projected total cases<br>Projection upper CI: 2,945,244 cases<br>"
2020-05-11,mod_4,14096,87450,Moderate return,solid,May 11,"14,096","87,450","May 11: 14,096 projected total cases<br>Projection upper CI: 87,450 cases<br>"
2020-05-11,mod_5,28678,133189,Normal (pre-intervention),solid,May 11,"28,678","133,189","May 11: 28,678 projected total cases<br>Projection upper CI: 133,189 cases<br>"
