Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,True,2567,NA,Observed,solid,Apr  3,"2,567","NA",FALSE,"Apr  3: 2,567 observed cases"
2020-04-04,mod_2,2698,19940,Social distancing,solid,Apr  4,"2,698","19,940",FALSE,"Apr  4: 2,698 projected cases<br>Projection upper CI: 19,940 cases<br>"
2020-04-04,mod_3,2787,20437,No intervention,solid,Apr  4,"2,787","20,437",FALSE,"Apr  4: 2,787 projected cases<br>Projection upper CI: 20,437 cases<br>"
2020-04-04,mod_4,2629,19632,Lockdown with moderate return,solid,Apr  4,"2,629","19,632",TRUE,"Apr  4: 2,629 projected cases<br>Projection upper CI: 19,632 cases<br>"
2020-04-05,mod_2,2954,21637,Social distancing,solid,Apr  5,"2,954","21,637",FALSE,"Apr  5: 2,954 projected cases<br>Projection upper CI: 21,637 cases<br>"
2020-04-05,mod_3,3123,22219,No intervention,solid,Apr  5,"3,123","22,219",FALSE,"Apr  5: 3,123 projected cases<br>Projection upper CI: 22,219 cases<br>"
2020-04-05,mod_4,2809,20979,Lockdown with moderate return,solid,Apr  5,"2,809","20,979",TRUE,"Apr  5: 2,809 projected cases<br>Projection upper CI: 20,979 cases<br>"
2020-04-06,mod_2,3239,23441,Social distancing,solid,Apr  6,"3,239","23,441",FALSE,"Apr  6: 3,239 projected cases<br>Projection upper CI: 23,441 cases<br>"
2020-04-06,mod_3,3509,24437,No intervention,solid,Apr  6,"3,509","24,437",FALSE,"Apr  6: 3,509 projected cases<br>Projection upper CI: 24,437 cases<br>"
2020-04-06,mod_4,2975,22002,Lockdown with moderate return,solid,Apr  6,"2,975","22,002",TRUE,"Apr  6: 2,975 projected cases<br>Projection upper CI: 22,002 cases<br>"
2020-04-07,mod_2,3549,25150,Social distancing,solid,Apr  7,"3,549","25,150",FALSE,"Apr  7: 3,549 projected cases<br>Projection upper CI: 25,150 cases<br>"
2020-04-07,mod_3,3955,26910,No intervention,solid,Apr  7,"3,955","26,910",FALSE,"Apr  7: 3,955 projected cases<br>Projection upper CI: 26,910 cases<br>"
2020-04-07,mod_4,3117,23014,Lockdown with moderate return,solid,Apr  7,"3,117","23,014",TRUE,"Apr  7: 3,117 projected cases<br>Projection upper CI: 23,014 cases<br>"
2020-04-08,mod_2,3891,27262,Social distancing,solid,Apr  8,"3,891","27,262",FALSE,"Apr  8: 3,891 projected cases<br>Projection upper CI: 27,262 cases<br>"
2020-04-08,mod_3,4472,29983,No intervention,solid,Apr  8,"4,472","29,983",FALSE,"Apr  8: 4,472 projected cases<br>Projection upper CI: 29,983 cases<br>"
2020-04-08,mod_4,3247,23987,Lockdown with moderate return,solid,Apr  8,"3,247","23,987",TRUE,"Apr  8: 3,247 projected cases<br>Projection upper CI: 23,987 cases<br>"
2020-04-09,mod_2,4266,30103,Social distancing,solid,Apr  9,"4,266","30,103",FALSE,"Apr  9: 4,266 projected cases<br>Projection upper CI: 30,103 cases<br>"
2020-04-09,mod_3,5078,34120,No intervention,solid,Apr  9,"5,078","34,120",FALSE,"Apr  9: 5,078 projected cases<br>Projection upper CI: 34,120 cases<br>"
2020-04-09,mod_4,3369,24926,Lockdown with moderate return,solid,Apr  9,"3,369","24,926",TRUE,"Apr  9: 3,369 projected cases<br>Projection upper CI: 24,926 cases<br>"
2020-04-10,mod_2,4682,32478,Social distancing,solid,Apr 10,"4,682","32,478",FALSE,"Apr 10: 4,682 projected cases<br>Projection upper CI: 32,478 cases<br>"
2020-04-10,mod_3,5797,38555,No intervention,solid,Apr 10,"5,797","38,555",FALSE,"Apr 10: 5,797 projected cases<br>Projection upper CI: 38,555 cases<br>"
2020-04-10,mod_4,3487,26076,Lockdown with moderate return,solid,Apr 10,"3,487","26,076",TRUE,"Apr 10: 3,487 projected cases<br>Projection upper CI: 26,076 cases<br>"
2020-04-11,mod_2,5151,35632,Social distancing,solid,Apr 11,"5,151","35,632",FALSE,"Apr 11: 5,151 projected cases<br>Projection upper CI: 35,632 cases<br>"
2020-04-11,mod_3,6666,44020,No intervention,solid,Apr 11,"6,666","44,020",FALSE,"Apr 11: 6,666 projected cases<br>Projection upper CI: 44,020 cases<br>"
