Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,True,2567,NA,Observed,solid,Apr  3,"2,567","NA",FALSE,"Apr  3: 2,567 observed cases"
2020-04-04,mod_2,2691,20033,Social distancing,solid,Apr  4,"2,691","20,033",FALSE,"Apr  4: 2,691 projected cases<br>Projection upper CI: 20,033 cases<br>"
2020-04-04,mod_3,2831,20179,No intervention,solid,Apr  4,"2,831","20,179",FALSE,"Apr  4: 2,831 projected cases<br>Projection upper CI: 20,179 cases<br>"
2020-04-04,mod_4,2693,20181,Lockdown with moderate return,solid,Apr  4,"2,693","20,181",TRUE,"Apr  4: 2,693 projected cases<br>Projection upper CI: 20,181 cases<br>"
2020-04-05,mod_2,2939,21584,Social distancing,solid,Apr  5,"2,939","21,584",FALSE,"Apr  5: 2,939 projected cases<br>Projection upper CI: 21,584 cases<br>"
2020-04-05,mod_3,3215,22714,No intervention,solid,Apr  5,"3,215","22,714",FALSE,"Apr  5: 3,215 projected cases<br>Projection upper CI: 22,714 cases<br>"
2020-04-05,mod_4,2945,21564,Lockdown with moderate return,solid,Apr  5,"2,945","21,564",TRUE,"Apr  5: 2,945 projected cases<br>Projection upper CI: 21,564 cases<br>"
2020-04-06,mod_2,3199,23076,Social distancing,solid,Apr  6,"3,199","23,076",FALSE,"Apr  6: 3,199 projected cases<br>Projection upper CI: 23,076 cases<br>"
2020-04-06,mod_3,3661,25247,No intervention,solid,Apr  6,"3,661","25,247",FALSE,"Apr  6: 3,661 projected cases<br>Projection upper CI: 25,247 cases<br>"
2020-04-06,mod_4,3206,22973,Lockdown with moderate return,solid,Apr  6,"3,206","22,973",TRUE,"Apr  6: 3,206 projected cases<br>Projection upper CI: 22,973 cases<br>"
2020-04-07,mod_2,3473,24745,Social distancing,solid,Apr  7,"3,473","24,745",FALSE,"Apr  7: 3,473 projected cases<br>Projection upper CI: 24,745 cases<br>"
2020-04-07,mod_3,4183,28065,No intervention,solid,Apr  7,"4,183","28,065",FALSE,"Apr  7: 4,183 projected cases<br>Projection upper CI: 28,065 cases<br>"
2020-04-07,mod_4,3478,24862,Lockdown with moderate return,solid,Apr  7,"3,478","24,862",TRUE,"Apr  7: 3,478 projected cases<br>Projection upper CI: 24,862 cases<br>"
2020-04-08,mod_2,3762,26883,Social distancing,solid,Apr  8,"3,762","26,883",FALSE,"Apr  8: 3,762 projected cases<br>Projection upper CI: 26,883 cases<br>"
2020-04-08,mod_3,4802,31954,No intervention,solid,Apr  8,"4,802","31,954",FALSE,"Apr  8: 4,802 projected cases<br>Projection upper CI: 31,954 cases<br>"
2020-04-08,mod_4,3766,26849,Lockdown with moderate return,solid,Apr  8,"3,766","26,849",TRUE,"Apr  8: 3,766 projected cases<br>Projection upper CI: 26,849 cases<br>"
2020-04-09,mod_2,4074,28607,Social distancing,solid,Apr  9,"4,074","28,607",FALSE,"Apr  9: 4,074 projected cases<br>Projection upper CI: 28,607 cases<br>"
2020-04-09,mod_3,5545,36290,No intervention,solid,Apr  9,"5,545","36,290",FALSE,"Apr  9: 5,545 projected cases<br>Projection upper CI: 36,290 cases<br>"
2020-04-09,mod_4,4050,28564,Lockdown with moderate return,solid,Apr  9,"4,050","28,564",TRUE,"Apr  9: 4,050 projected cases<br>Projection upper CI: 28,564 cases<br>"
2020-04-10,mod_2,4409,30916,Social distancing,solid,Apr 10,"4,409","30,916",FALSE,"Apr 10: 4,409 projected cases<br>Projection upper CI: 30,916 cases<br>"
2020-04-10,mod_3,6452,42249,No intervention,solid,Apr 10,"6,452","42,249",FALSE,"Apr 10: 6,452 projected cases<br>Projection upper CI: 42,249 cases<br>"
2020-04-10,mod_4,4335,30835,Lockdown with moderate return,solid,Apr 10,"4,335","30,835",TRUE,"Apr 10: 4,335 projected cases<br>Projection upper CI: 30,835 cases<br>"
2020-04-11,mod_2,4770,33513,Social distancing,solid,Apr 11,"4,770","33,513",FALSE,"Apr 11: 4,770 projected cases<br>Projection upper CI: 33,513 cases<br>"
2020-04-11,mod_3,7568,48999,No intervention,solid,Apr 11,"7,568","48,999",FALSE,"Apr 11: 7,568 projected cases<br>Projection upper CI: 48,999 cases<br>"
