stat	value
thetaS_last_obs_p_mean	0.9898318
thetaI_last_obs_p_mean	0.0007570313
thetaR_last_obs_p_mean	0.009411122
thetaS_last_obs_p_ci_low	0.9894537
thetaS_last_obs_p_ci_med	0.9898394
thetaS_last_obs_p_ci_up	0.9902068
thetaI_last_obs_p_ci_low	0.0006399067
thetaI_last_obs_p_ci_med	0.0007557316
thetaI_last_obs_p_ci_up	0.0008657498
thetaR_last_obs_p_ci_low	0.009060214
thetaR_last_obs_p_ci_med	0.009406007
thetaR_last_obs_p_ci_up	0.009790362
R0_p_mean	2.489799
R0_p_ci_low	1.390701
R0_p_ci_med	2.292519
R0_p_ci_up	4.722347
gamma_p_mean	0.07234969
gamma_p_ci_low	0.01844291
gamma_p_ci_med	0.06202058
gamma_p_ci_up	0.1845154
beta_p_mean	0.1558762
beta_p_ci_low	0.05849575
beta_p_ci_med	0.1506308
beta_p_ci_up	0.2882397
incidence_mean	0.1553076
incidence_ci_low	0.00335352
incidence_ci_median	0.06613001
incidence_ci_up	0.7057389
thetaI_tp1_mean	0.02471131
thetaI_tp1_ci_low	0
thetaI_tp1_ci_med	0.007138894
thetaI_tp1_ci_up	0.1621837
thetaR_tp1_mean	0.05229201
thetaR_tp1_ci_low	0.00944448
thetaR_tp1_ci_med	0.03022635
thetaR_tp1_ci_up	0.2400842
Y_tp1_mean	0.02470451
Y_tp1_ci_low	0
Y_tp1_ci_med	0.007117141
Y_tp1_ci_up	0.1623818
R_tp1_mean	0.05229429
R_tp1_ci_low	0.009393386
R_tp1_ci_med	0.03023651
R_tp1_ci_up	0.2399532
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.1208467
thetaR_max_ci_low	0.009977956
thetaR_max_ci_med	0.05595677
thetaR_max_ci_up	0.5476069
cumInf_mean	0.1629135
cumInf_ci_low	0.01012784
cumInf_ci_med	0.07426238
cumInf_ci_up	0.7116772
dthetaI_tp1_date	08/30/21
first_tp_mean	07/27/21
first_tp_ci_low	05/01/21
first_tp_ci_med	08/27/21
first_tp_ci_up	10/11/21
dthetaI_tp2_date	08/30/21
second_tp_mean	08/03/21
second_tp_ci_low	05/03/21
second_tp_ci_med	09/13/21
second_tp_ci_up	10/11/21
end_p_mean	10/06/21
end_p_ci_low	07/28/21
end_p_ci_med	10/11/21
end_p_ci_up	10/11/21
begin_str	03/26/2021
