Date,State,Name,Type,Count,date.fmt,count.fmt,text
2020-05-01,tr,Tripura,New Cases,0,May  1,0,May  1: 0 New Cases
2020-05-02,tr,Tripura,New Cases,2,May  2,2,May  2: 2 New Cases
2020-05-03,tr,Tripura,New Cases,12,May  3,12,May  3: 12 New Cases
2020-05-04,tr,Tripura,New Cases,13,May  4,13,May  4: 13 New Cases
2020-05-05,tr,Tripura,New Cases,13,May  5,13,May  5: 13 New Cases
2020-05-06,tr,Tripura,New Cases,22,May  6,22,May  6: 22 New Cases
2020-05-07,tr,Tripura,New Cases,24,May  7,24,May  7: 24 New Cases
2020-05-08,tr,Tripura,New Cases,30,May  8,30,May  8: 30 New Cases
2020-05-09,tr,Tripura,New Cases,17,May  9,17,May  9: 17 New Cases
2020-05-10,tr,Tripura,New Cases,16,May 10,16,May 10: 16 New Cases
2020-05-11,tr,Tripura,New Cases,0,May 11,0,May 11: 0 New Cases
2020-05-12,tr,Tripura,New Cases,2,May 12,2,May 12: 2 New Cases
2020-05-13,tr,Tripura,New Cases,1,May 13,1,May 13: 1 New Cases
2020-05-14,tr,Tripura,New Cases,1,May 14,1,May 14: 1 New Cases
2020-05-15,tr,Tripura,New Cases,0,May 15,0,May 15: 0 New Cases
2020-05-16,tr,Tripura,New Cases,11,May 16,11,May 16: 11 New Cases
2020-05-17,tr,Tripura,New Cases,0,May 17,0,May 17: 0 New Cases
2020-05-18,tr,Tripura,New Cases,0,May 18,0,May 18: 0 New Cases
2020-05-19,tr,Tripura,New Cases,8,May 19,8,May 19: 8 New Cases
2020-05-20,tr,Tripura,New Cases,0,May 20,0,May 20: 0 New Cases
2020-05-21,tr,Tripura,New Cases,2,May 21,2,May 21: 2 New Cases
2020-05-22,tr,Tripura,New Cases,0,May 22,0,May 22: 0 New Cases
2020-05-23,tr,Tripura,New Cases,16,May 23,16,May 23: 16 New Cases
2020-05-24,tr,Tripura,New Cases,3,May 24,3,May 24: 3 New Cases
2020-05-25,tr,Tripura,New Cases,4,May 25,4,May 25: 4 New Cases
2020-05-26,tr,Tripura,New Cases,34,May 26,34,May 26: 34 New Cases
2020-05-27,tr,Tripura,New Cases,10,May 27,10,May 27: 10 New Cases
2020-05-28,tr,Tripura,New Cases,2,May 28,2,May 28: 2 New Cases
2020-05-29,tr,Tripura,New Cases,10,May 29,10,May 29: 10 New Cases
2020-05-30,tr,Tripura,New Cases,17,May 30,17,May 30: 17 New Cases
2020-05-31,tr,Tripura,New Cases,45,May 31,45,May 31: 45 New Cases
2020-06-01,tr,Tripura,New Cases,107,Jun  1,107,Jun  1: 107 New Cases
2020-06-02,tr,Tripura,New Cases,48,Jun  2,48,Jun  2: 48 New Cases
2020-06-03,tr,Tripura,New Cases,151,Jun  3,151,Jun  3: 151 New Cases
2020-06-04,tr,Tripura,New Cases,24,Jun  4,24,Jun  4: 24 New Cases
2020-06-05,tr,Tripura,New Cases,48,Jun  5,48,Jun  5: 48 New Cases
2020-06-06,tr,Tripura,New Cases,55,Jun  6,55,Jun  6: 55 New Cases
2020-06-07,tr,Tripura,New Cases,53,Jun  7,53,Jun  7: 53 New Cases
2020-06-08,tr,Tripura,New Cases,38,Jun  8,38,Jun  8: 38 New Cases
2020-06-09,tr,Tripura,New Cases,26,Jun  9,26,Jun  9: 26 New Cases
2020-06-10,tr,Tripura,New Cases,31,Jun 10,31,Jun 10: 31 New Cases
2020-06-11,tr,Tripura,New Cases,25,Jun 11,25,Jun 11: 25 New Cases
2020-06-12,tr,Tripura,New Cases,41,Jun 12,41,Jun 12: 41 New Cases
2020-06-13,tr,Tripura,New Cases,83,Jun 13,83,Jun 13: 83 New Cases
2020-06-14,tr,Tripura,New Cases,33,Jun 14,33,Jun 14: 33 New Cases
2020-06-15,tr,Tripura,New Cases,10,Jun 15,10,Jun 15: 10 New Cases
2020-06-16,tr,Tripura,New Cases,1,Jun 16,1,Jun 16: 1 New Cases
2020-06-17,tr,Tripura,New Cases,43,Jun 17,43,Jun 17: 43 New Cases
2020-06-18,tr,Tripura,New Cases,21,Jun 18,21,Jun 18: 21 New Cases
2020-06-19,tr,Tripura,New Cases,27,Jun 19,27,Jun 19: 27 New Cases
2020-06-20,tr,Tripura,New Cases,8,Jun 20,8,Jun 20: 8 New Cases
2020-06-21,tr,Tripura,New Cases,35,Jun 21,35,Jun 21: 35 New Cases
2020-06-22,tr,Tripura,New Cases,16,Jun 22,16,Jun 22: 16 New Cases
2020-06-23,tr,Tripura,New Cases,23,Jun 23,23,Jun 23: 23 New Cases
2020-06-24,tr,Tripura,New Cases,0,Jun 24,0,Jun 24: 0 New Cases
2020-06-25,tr,Tripura,New Cases,32,Jun 25,32,Jun 25: 32 New Cases
2020-06-26,tr,Tripura,New Cases,35,Jun 26,35,Jun 26: 35 New Cases
2020-06-27,tr,Tripura,New Cases,9,Jun 27,9,Jun 27: 9 New Cases
2020-06-28,tr,Tripura,New Cases,12,Jun 28,12,Jun 28: 12 New Cases
2020-06-29,tr,Tripura,New Cases,34,Jun 29,34,Jun 29: 34 New Cases
2020-06-30,tr,Tripura,New Cases,8,Jun 30,8,Jun 30: 8 New Cases
2020-07-01,tr,Tripura,New Cases,8,Jul  1,8,Jul  1: 8 New Cases
2020-07-02,tr,Tripura,New Cases,39,Jul  2,39,Jul  2: 39 New Cases
2020-07-03,tr,Tripura,New Cases,93,Jul  3,93,Jul  3: 93 New Cases
2020-07-04,tr,Tripura,New Cases,25,Jul  4,25,Jul  4: 25 New Cases
2020-07-05,tr,Tripura,New Cases,23,Jul  5,23,Jul  5: 23 New Cases
2020-07-06,tr,Tripura,New Cases,111,Jul  6,111,Jul  6: 111 New Cases
2020-07-07,tr,Tripura,New Cases,24,Jul  7,24,Jul  7: 24 New Cases
2020-07-08,tr,Tripura,New Cases,57,Jul  8,57,Jul  8: 57 New Cases
2020-07-09,tr,Tripura,New Cases,16,Jul  9,16,Jul  9: 16 New Cases
2020-07-10,tr,Tripura,New Cases,142,Jul 10,142,Jul 10: 142 New Cases
2020-07-11,tr,Tripura,New Cases,31,Jul 11,31,Jul 11: 31 New Cases
2020-07-12,tr,Tripura,New Cases,105,Jul 12,105,Jul 12: 105 New Cases
2020-07-13,tr,Tripura,New Cases,26,Jul 13,26,Jul 13: 26 New Cases
2020-07-14,tr,Tripura,New Cases,90,Jul 14,90,Jul 14: 90 New Cases
2020-07-15,tr,Tripura,New Cases,98,Jul 15,98,Jul 15: 98 New Cases
2020-07-16,tr,Tripura,New Cases,98,Jul 16,98,Jul 16: 98 New Cases
2020-07-17,tr,Tripura,New Cases,118,Jul 17,118,Jul 17: 118 New Cases
2020-07-18,tr,Tripura,New Cases,171,Jul 18,171,Jul 18: 171 New Cases
2020-07-19,tr,Tripura,New Cases,223,Jul 19,223,Jul 19: 223 New Cases
2020-07-20,tr,Tripura,New Cases,202,Jul 20,202,Jul 20: 202 New Cases
2020-07-21,tr,Tripura,New Cases,252,Jul 21,252,Jul 21: 252 New Cases
2020-07-22,tr,Tripura,New Cases,126,Jul 22,126,Jul 22: 126 New Cases
2020-07-23,tr,Tripura,New Cases,206,Jul 23,206,Jul 23: 206 New Cases
2020-07-24,tr,Tripura,New Cases,100,Jul 24,100,Jul 24: 100 New Cases
2020-07-25,tr,Tripura,New Cases,105,Jul 25,105,Jul 25: 105 New Cases
2020-07-26,tr,Tripura,New Cases,37,Jul 26,37,Jul 26: 37 New Cases
2020-07-27,tr,Tripura,New Cases,147,Jul 27,147,Jul 27: 147 New Cases
2020-07-28,tr,Tripura,New Cases,221,Jul 28,221,Jul 28: 221 New Cases
2020-07-29,tr,Tripura,New Cases,216,Jul 29,216,Jul 29: 216 New Cases
2020-07-30,tr,Tripura,New Cases,219,Jul 30,219,Jul 30: 219 New Cases
2020-07-31,tr,Tripura,New Cases,274,Jul 31,274,Jul 31: 274 New Cases
2020-08-01,tr,Tripura,New Cases,252,Aug  1,252,Aug  1: 252 New Cases
2020-08-02,tr,Tripura,New Cases,141,Aug  2,141,Aug  2: 141 New Cases
2020-08-03,tr,Tripura,New Cases,0,Aug  3,0,Aug  3: 0 New Cases
2020-08-04,tr,Tripura,New Cases,131,Aug  4,131,Aug  4: 131 New Cases
2020-08-05,tr,Tripura,New Cases,122,Aug  5,122,Aug  5: 122 New Cases
2020-08-06,tr,Tripura,New Cases,98,Aug  6,98,Aug  6: 98 New Cases
2020-08-07,tr,Tripura,New Cases,128,Aug  7,128,Aug  7: 128 New Cases
2020-08-08,tr,Tripura,New Cases,146,Aug  8,146,Aug  8: 146 New Cases
2020-08-09,tr,Tripura,New Cases,147,Aug  9,147,Aug  9: 147 New Cases
2020-08-10,tr,Tripura,New Cases,62,Aug 10,62,Aug 10: 62 New Cases
