Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,True,2567,NA,Observed,solid,Apr  3,"2,567","NA",FALSE,"Apr  3: 2,567 observed cases"
2020-04-04,True,3082,NA,Observed,solid,Apr  4,"3,082","NA",FALSE,"Apr  4: 3,082 observed cases"
2020-04-05,True,3588,NA,Observed,solid,Apr  5,"3,588","NA",FALSE,"Apr  5: 3,588 observed cases"
2020-04-06,True,4778,NA,Observed,solid,Apr  6,"4,778","NA",FALSE,"Apr  6: 4,778 observed cases"
2020-04-07,True,5311,NA,Observed,solid,Apr  7,"5,311","NA",FALSE,"Apr  7: 5,311 observed cases"
2020-04-08,True,5916,NA,Observed,solid,Apr  8,"5,916","NA",FALSE,"Apr  8: 5,916 observed cases"
2020-04-09,mod_2,5228,35777,Social distancing,solid,Apr  9,"5,228","35,777",FALSE,"Apr  9: 5,228 projected cases<br>Projection upper CI: 35,777 cases<br>"
2020-04-09,mod_3,5459,36576,No intervention,solid,Apr  9,"5,459","36,576",FALSE,"Apr  9: 5,459 projected cases<br>Projection upper CI: 36,576 cases<br>"
2020-04-09,mod_4,4921,34080,Lockdown with moderate return,solid,Apr  9,"4,921","34,080",TRUE,"Apr  9: 4,921 projected cases<br>Projection upper CI: 34,080 cases<br>"
2020-04-10,mod_2,5737,38850,Social distancing,solid,Apr 10,"5,737","38,850",FALSE,"Apr 10: 5,737 projected cases<br>Projection upper CI: 38,850 cases<br>"
2020-04-10,mod_3,6178,40314,No intervention,solid,Apr 10,"6,178","40,314",FALSE,"Apr 10: 6,178 projected cases<br>Projection upper CI: 40,314 cases<br>"
2020-04-10,mod_4,5156,36083,Lockdown with moderate return,solid,Apr 10,"5,156","36,083",TRUE,"Apr 10: 5,156 projected cases<br>Projection upper CI: 36,083 cases<br>"
2020-04-11,mod_2,6283,41862,Social distancing,solid,Apr 11,"6,283","41,862",FALSE,"Apr 11: 6,283 projected cases<br>Projection upper CI: 41,862 cases<br>"
2020-04-11,mod_3,6994,44427,No intervention,solid,Apr 11,"6,994","44,427",FALSE,"Apr 11: 6,994 projected cases<br>Projection upper CI: 44,427 cases<br>"
2020-04-11,mod_4,5385,38113,Lockdown with moderate return,solid,Apr 11,"5,385","38,113",TRUE,"Apr 11: 5,385 projected cases<br>Projection upper CI: 38,113 cases<br>"
2020-04-12,mod_2,6884,45768,Social distancing,solid,Apr 12,"6,884","45,768",FALSE,"Apr 12: 6,884 projected cases<br>Projection upper CI: 45,768 cases<br>"
2020-04-12,mod_3,7941,49500,No intervention,solid,Apr 12,"7,941","49,500",FALSE,"Apr 12: 7,941 projected cases<br>Projection upper CI: 49,500 cases<br>"
2020-04-12,mod_4,5606,39490,Lockdown with moderate return,solid,Apr 12,"5,606","39,490",TRUE,"Apr 12: 5,606 projected cases<br>Projection upper CI: 39,490 cases<br>"
2020-04-13,mod_2,7533,49602,Social distancing,solid,Apr 13,"7,533","49,602",FALSE,"Apr 13: 7,533 projected cases<br>Projection upper CI: 49,602 cases<br>"
2020-04-13,mod_3,9062,56050,No intervention,solid,Apr 13,"9,062","56,050",FALSE,"Apr 13: 9,062 projected cases<br>Projection upper CI: 56,050 cases<br>"
2020-04-13,mod_4,5818,41486,Lockdown with moderate return,solid,Apr 13,"5,818","41,486",TRUE,"Apr 13: 5,818 projected cases<br>Projection upper CI: 41,486 cases<br>"
2020-04-14,mod_2,8251,53889,Social distancing,solid,Apr 14,"8,251","53,889",FALSE,"Apr 14: 8,251 projected cases<br>Projection upper CI: 53,889 cases<br>"
2020-04-14,mod_3,10401,63929,No intervention,solid,Apr 14,"10,401","63,929",FALSE,"Apr 14: 10,401 projected cases<br>Projection upper CI: 63,929 cases<br>"
2020-04-14,mod_4,6032,43095,Lockdown with moderate return,solid,Apr 14,"6,032","43,095",TRUE,"Apr 14: 6,032 projected cases<br>Projection upper CI: 43,095 cases<br>"
2020-04-15,mod_2,9040,59158,Social distancing,solid,Apr 15,"9,040","59,158",FALSE,"Apr 15: 9,040 projected cases<br>Projection upper CI: 59,158 cases<br>"
