Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,56261,357358,Soc. Dist. + Travel Ban,solid,Apr 30,"56,261","357,358","Apr 30: 56,261 projected total cases<br>Projection upper CI: 357,358 cases<br>"
2020-04-30,mod_4,9326,73226,Moderate return,solid,Apr 30,"9,326","73,226","Apr 30: 9,326 projected total cases<br>Projection upper CI: 73,226 cases<br>"
2020-04-30,mod_5,9694,76462,Normal (pre-intervention),solid,Apr 30,"9,694","76,462","Apr 30: 9,694 projected total cases<br>Projection upper CI: 76,462 cases<br>"
2020-04-30,mod_6,9193,71773,Cautious return,solid,Apr 30,"9,193","71,773","Apr 30: 9,193 projected total cases<br>Projection upper CI: 71,773 cases<br>"
2020-05-01,mod_2,66251,413630,Soc. Dist. + Travel Ban,solid,May 01,"66,251","413,630","May 01: 66,251 projected total cases<br>Projection upper CI: 413,630 cases<br>"
2020-05-01,mod_4,9618,76046,Moderate return,solid,May 01,"9,618","76,046","May 01: 9,618 projected total cases<br>Projection upper CI: 76,046 cases<br>"
2020-05-01,mod_5,10102,80531,Normal (pre-intervention),solid,May 01,"10,102","80,531","May 01: 10,102 projected total cases<br>Projection upper CI: 80,531 cases<br>"
2020-05-01,mod_6,9437,74330,Cautious return,solid,May 01,"9,437","74,330","May 01: 9,437 projected total cases<br>Projection upper CI: 74,330 cases<br>"
2020-05-02,mod_2,78202,479978,Soc. Dist. + Travel Ban,solid,May 02,"78,202","479,978","May 02: 78,202 projected total cases<br>Projection upper CI: 479,978 cases<br>"
2020-05-02,mod_4,9940,79038,Moderate return,solid,May 02,"9,940","79,038","May 02: 9,940 projected total cases<br>Projection upper CI: 79,038 cases<br>"
2020-05-02,mod_5,10579,85117,Normal (pre-intervention),solid,May 02,"10,579","85,117","May 02: 10,579 projected total cases<br>Projection upper CI: 85,117 cases<br>"
2020-05-02,mod_6,9692,76997,Cautious return,solid,May 02,"9,692","76,997","May 02: 9,692 projected total cases<br>Projection upper CI: 76,997 cases<br>"
2020-05-03,mod_2,92388,558264,Soc. Dist. + Travel Ban,solid,May 03,"92,388","558,264","May 03: 92,388 projected total cases<br>Projection upper CI: 558,264 cases<br>"
2020-05-03,mod_4,10299,82241,Moderate return,solid,May 03,"10,299","82,241","May 03: 10,299 projected total cases<br>Projection upper CI: 82,241 cases<br>"
2020-05-03,mod_5,11131,90442,Normal (pre-intervention),solid,May 03,"11,131","90,442","May 03: 11,131 projected total cases<br>Projection upper CI: 90,442 cases<br>"
