Dates	variable	value	upper_ci	color	type	State
2020-03-15	True	1	NA	Observed	solid	ap
2020-03-16	True	1	NA	Observed	solid	ap
2020-03-17	True	1	NA	Observed	solid	ap
2020-03-18	True	1	NA	Observed	solid	ap
2020-03-19	True	3	NA	Observed	solid	ap
2020-03-20	True	3	NA	Observed	solid	ap
2020-03-21	True	5	NA	Observed	solid	ap
2020-03-22	True	6	NA	Observed	solid	ap
2020-03-23	True	7	NA	Observed	solid	ap
2020-03-23	mod_2	499	NA	Soc. Dist. + Travel Ban	solid	ap
2020-03-23	mod_3	499	NA	No Intervention	solid	ap
2020-03-23	mod_4	499	NA	Moderate return	solid	ap
2020-03-23	mod_5	499	NA	Normal (pre-intervention)	solid	ap
2020-03-23	mod_6	499	NA	Cautious return	solid	ap
2020-03-24	True	8	NA	Observed	solid	ap
2020-03-25	True	10	NA	Observed	solid	ap
2020-03-26	True	11	NA	Observed	solid	ap
2020-03-27	True	13	NA	Observed	solid	ap
2020-03-28	True	19	NA	Observed	solid	ap
2020-03-29	True	21	NA	Observed	solid	ap
2020-03-30	True	23	NA	Observed	solid	ap
2020-03-31	True	44	NA	Observed	solid	ap
2020-04-01	True	111	NA	Observed	solid	ap
2020-04-02	True	149	NA	Observed	solid	ap
2020-04-03	True	164	NA	Observed	solid	ap
2020-04-04	True	192	NA	Observed	solid	ap
2020-04-05	True	256	NA	Observed	solid	ap
2020-04-06	True	303	NA	Observed	solid	ap
2020-04-07	True	314	NA	Observed	solid	ap
2020-04-08	True	348	NA	Observed	solid	ap
2020-04-09	True	363	NA	Observed	solid	ap
2020-04-10	True	381	NA	Observed	solid	ap
2020-04-11	True	405	NA	Observed	solid	ap
2020-04-12	True	420	NA	Observed	solid	ap
2020-04-13	True	439	NA	Observed	solid	ap
2020-04-14	True	484	NA	Observed	solid	ap
2020-04-15	True	525	NA	Observed	solid	ap
2020-04-16	True	534	NA	Observed	solid	ap
2020-04-17	True	572	NA	Observed	solid	ap
2020-04-18	True	603	NA	Observed	solid	ap
2020-04-19	True	647	NA	Observed	solid	ap
2020-04-20	True	722	NA	Observed	solid	ap
2020-04-21	True	757	NA	Observed	solid	ap
2020-04-22	True	813	NA	Observed	solid	ap
2020-04-23	True	893	NA	Observed	solid	ap
2020-04-24	True	955	NA	Observed	solid	ap
2020-04-25	True	1016	NA	Observed	solid	ap
2020-04-26	True	1097	NA	Observed	solid	ap
2020-04-27	True	1177	NA	Observed	solid	ap
2020-04-28	True	1259	NA	Observed	solid	ap
2020-04-29	True	1332	NA	Observed	solid	ap
2020-04-30	True	1403	NA	Observed	solid	ap
2020-05-01	True	1463	NA	Observed	solid	ap
2020-05-02	True	1525	NA	Observed	solid	ap
2020-05-03	True	1583	NA	Observed	solid	ap
2020-05-04	True	1650	NA	Observed	solid	ap
2020-05-05	True	1717	NA	Observed	solid	ap
2020-05-06	True	1777	NA	Observed	solid	ap
2020-05-07	True	1833	NA	Observed	solid	ap
2020-05-08	True	1887	NA	Observed	solid	ap
2020-05-09	True	1930	NA	Observed	solid	ap
2020-05-10	True	1980	NA	Observed	solid	ap
2020-05-11	True	2018	NA	Observed	solid	ap
2020-05-12	mod_2	2280	6802	Soc. Dist. + Travel Ban	solid	ap
2020-05-12	mod_3	2297	6804	No Intervention	solid	ap
2020-05-12	mod_4	2298	6753	Moderate return	solid	ap
2020-05-12	mod_5	2299	6813	Normal (pre-intervention)	solid	ap
2020-05-12	mod_6	2295	6776	Cautious return	solid	ap
2020-05-13	mod_2	2454	7607	Soc. Dist. + Travel Ban	solid	ap
2020-05-13	mod_3	2550	7774	No Intervention	solid	ap
2020-05-13	mod_4	2401	7396	Moderate return	solid	ap
2020-05-13	mod_5	2406	7443	Normal (pre-intervention)	solid	ap
2020-05-13	mod_6	2394	7417	Cautious return	solid	ap
2020-05-14	mod_2	2632	8453	Soc. Dist. + Travel Ban	solid	ap
2020-05-14	mod_3	2831	8894	No Intervention	solid	ap
2020-05-14	mod_4	2502	8008	Moderate return	solid	ap
2020-05-14	mod_5	2519	8064	Normal (pre-intervention)	solid	ap
2020-05-14	mod_6	2489	8004	Cautious return	solid	ap
2020-05-15	mod_2	2823	9360	Soc. Dist. + Travel Ban	solid	ap
2020-05-15	mod_3	3149	10202	No Intervention	solid	ap
2020-05-15	mod_4	2606	8601	Moderate return	solid	ap
2020-05-15	mod_5	2635	8661	Normal (pre-intervention)	solid	ap
2020-05-15	mod_6	2584	8570	Cautious return	solid	ap
2020-05-16	mod_2	3023	10252	Soc. Dist. + Travel Ban	solid	ap
2020-05-16	mod_3	3507	11653	No Intervention	solid	ap
2020-05-16	mod_4	2712	9225	Moderate return	solid	ap
2020-05-16	mod_5	2756	9379	Normal (pre-intervention)	solid	ap
2020-05-16	mod_6	2682	9113	Cautious return	solid	ap
2020-05-17	mod_2	3233	11225	Soc. Dist. + Travel Ban	solid	ap
2020-05-17	mod_3	3912	13387	No Intervention	solid	ap
2020-05-17	mod_4	2818	9845	Moderate return	solid	ap
2020-05-17	mod_5	2882	10032	Normal (pre-intervention)	solid	ap
2020-05-17	mod_6	2776	9675	Cautious return	solid	ap
2020-05-18	mod_2	3455	12339	Soc. Dist. + Travel Ban	solid	ap
2020-05-18	mod_3	4369	15389	No Intervention	solid	ap
2020-05-18	mod_4	2930	10442	Moderate return	solid	ap
2020-05-18	mod_5	3020	10737	Normal (pre-intervention)	solid	ap
2020-05-18	mod_6	2871	10282	Cautious return	solid	ap
2020-05-19	mod_2	3690	13430	Soc. Dist. + Travel Ban	solid	ap
2020-05-19	mod_3	4891	17825	No Intervention	solid	ap
2020-05-19	mod_4	3043	11102	Moderate return	solid	ap
2020-05-19	mod_5	3165	11573	Normal (pre-intervention)	solid	ap
2020-05-19	mod_6	2969	10868	Cautious return	solid	ap
2020-05-20	mod_2	3936	14743	Soc. Dist. + Travel Ban	solid	ap
2020-05-20	mod_3	5488	20672	No Intervention	solid	ap
2020-05-20	mod_4	3159	11841	Moderate return	solid	ap
2020-05-20	mod_5	3322	12379	Normal (pre-intervention)	solid	ap
2020-05-20	mod_6	3064	11446	Cautious return	solid	ap
