Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-04-30,mod_2,4399,20088,Soc. Dist. + Travel Ban,solid,Apr 30,"4,399","Apr 30: 4,399 projected cases per day"
2020-04-30,mod_4,260,2508,Moderate return,solid,Apr 30,260,Apr 30: 260 projected cases per day
2020-04-30,mod_5,391,3721,Normal (pre-intervention),solid,Apr 30,391,Apr 30: 391 projected cases per day
2020-04-30,mod_6,213,2004,Cautious return,solid,Apr 30,213,Apr 30: 213 projected cases per day
2020-05-01,mod_2,5068,22278,Soc. Dist. + Travel Ban,solid,May 01,"5,068","May 01: 5,068 projected cases per day"
2020-05-01,mod_4,290,2863,Moderate return,solid,May 01,290,May 01: 290 projected cases per day
2020-05-01,mod_5,466,3541,Normal (pre-intervention),solid,May 01,466,May 01: 466 projected cases per day
2020-05-01,mod_6,236,1586,Cautious return,solid,May 01,236,May 01: 236 projected cases per day
2020-05-02,mod_2,5798,25322,Soc. Dist. + Travel Ban,solid,May 02,"5,798","May 02: 5,798 projected cases per day"
2020-05-02,mod_4,339,2602,Moderate return,solid,May 02,339,May 02: 339 projected cases per day
2020-05-02,mod_5,592,5511,Normal (pre-intervention),solid,May 02,592,May 02: 592 projected cases per day
2020-05-02,mod_6,256,2847,Cautious return,solid,May 02,256,May 02: 256 projected cases per day
2020-05-03,mod_2,6621,29761,Soc. Dist. + Travel Ban,solid,May 03,"6,621","May 03: 6,621 projected cases per day"
2020-05-03,mod_4,397,3584,Moderate return,solid,May 03,397,May 03: 397 projected cases per day
2020-05-03,mod_5,732,5357,Normal (pre-intervention),solid,May 03,732,May 03: 732 projected cases per day
2020-05-03,mod_6,288,2687,Cautious return,solid,May 03,288,May 03: 288 projected cases per day
2020-05-04,mod_2,7536,31747,Soc. Dist. + Travel Ban,solid,May 04,"7,536","May 04: 7,536 projected cases per day"
2020-05-04,mod_4,461,3092,Moderate return,solid,May 04,461,May 04: 461 projected cases per day
2020-05-04,mod_5,962,6033,Normal (pre-intervention),solid,May 04,962,May 04: 962 projected cases per day
2020-05-04,mod_6,314,2420,Cautious return,solid,May 04,314,May 04: 314 projected cases per day
2020-05-05,mod_2,8520,37866,Soc. Dist. + Travel Ban,solid,May 05,"8,520","May 05: 8,520 projected cases per day"
2020-05-05,mod_4,557,4553,Moderate return,solid,May 05,557,May 05: 557 projected cases per day
2020-05-05,mod_5,1297,7400,Normal (pre-intervention),solid,May 05,"1,297","May 05: 1,297 projected cases per day"
2020-05-05,mod_6,350,2911,Cautious return,solid,May 05,350,May 05: 350 projected cases per day
2020-05-06,mod_2,9562,42515,Soc. Dist. + Travel Ban,solid,May 06,"9,562","May 06: 9,562 projected cases per day"
2020-05-06,mod_4,679,4476,Moderate return,solid,May 06,679,May 06: 679 projected cases per day
2020-05-06,mod_5,1781,9637,Normal (pre-intervention),solid,May 06,"1,781","May 06: 1,781 projected cases per day"
2020-05-06,mod_6,406,3002,Cautious return,solid,May 06,406,May 06: 406 projected cases per day
2020-05-07,mod_2,10718,46791,Soc. Dist. + Travel Ban,solid,May 07,"10,718","May 07: 10,718 projected cases per day"
2020-05-07,mod_4,819,5967,Moderate return,solid,May 07,819,May 07: 819 projected cases per day
2020-05-07,mod_5,2491,11718,Normal (pre-intervention),solid,May 07,"2,491","May 07: 2,491 projected cases per day"
2020-05-07,mod_6,461,4094,Cautious return,solid,May 07,461,May 07: 461 projected cases per day
2020-05-08,mod_2,11915,56147,Soc. Dist. + Travel Ban,solid,May 08,"11,915","May 08: 11,915 projected cases per day"
2020-05-08,mod_4,1034,4641,Moderate return,solid,May 08,"1,034","May 08: 1,034 projected cases per day"
2020-05-08,mod_5,3548,14450,Normal (pre-intervention),solid,May 08,"3,548","May 08: 3,548 projected cases per day"
2020-05-08,mod_6,539,2599,Cautious return,solid,May 08,539,May 08: 539 projected cases per day
2020-05-09,mod_2,13163,62175,Soc. Dist. + Travel Ban,solid,May 09,"13,163","May 09: 13,163 projected cases per day"
2020-05-09,mod_4,1311,7712,Moderate return,solid,May 09,"1,311","May 09: 1,311 projected cases per day"
2020-05-09,mod_5,5051,17637,Normal (pre-intervention),solid,May 09,"5,051","May 09: 5,051 projected cases per day"
2020-05-09,mod_6,612,4032,Cautious return,solid,May 09,612,May 09: 612 projected cases per day
2020-05-10,mod_2,14427,68216,Soc. Dist. + Travel Ban,solid,May 10,"14,427","May 10: 14,427 projected cases per day"
2020-05-10,mod_4,1682,6897,Moderate return,solid,May 10,"1,682","May 10: 1,682 projected cases per day"
2020-05-10,mod_5,7138,23170,Normal (pre-intervention),solid,May 10,"7,138","May 10: 7,138 projected cases per day"
2020-05-10,mod_6,737,4317,Cautious return,solid,May 10,737,May 10: 737 projected cases per day
2020-05-11,mod_2,15771,83325,Soc. Dist. + Travel Ban,solid,May 11,"15,771","May 11: 15,771 projected cases per day"
2020-05-11,mod_4,2182,9959,Moderate return,solid,May 11,"2,182","May 11: 2,182 projected cases per day"
2020-05-11,mod_5,10009,28682,Normal (pre-intervention),solid,May 11,"10,009","May 11: 10,009 projected cases per day"
2020-05-11,mod_6,860,4621,Cautious return,solid,May 11,860,May 11: 860 projected cases per day
2020-05-12,mod_2,17068,100289,Soc. Dist. + Travel Ban,solid,May 12,"17,068","May 12: 17,068 projected cases per day"
2020-05-12,mod_4,2835,10301,Moderate return,solid,May 12,"2,835","May 12: 2,835 projected cases per day"
2020-05-12,mod_5,13825,40951,Normal (pre-intervention),solid,May 12,"13,825","May 12: 13,825 projected cases per day"
2020-05-12,mod_6,1034,5791,Cautious return,solid,May 12,"1,034","May 12: 1,034 projected cases per day"
2020-05-13,mod_2,18456,94016,Soc. Dist. + Travel Ban,solid,May 13,"18,456","May 13: 18,456 projected cases per day"
2020-05-13,mod_4,3695,12738,Moderate return,solid,May 13,"3,695","May 13: 3,695 projected cases per day"
2020-05-13,mod_5,18697,50444,Normal (pre-intervention),solid,May 13,"18,697","May 13: 18,697 projected cases per day"
2020-05-13,mod_6,1238,4387,Cautious return,solid,May 13,"1,238","May 13: 1,238 projected cases per day"
2020-05-14,mod_2,19809,122443,Soc. Dist. + Travel Ban,solid,May 14,"19,809","May 14: 19,809 projected cases per day"
2020-05-14,mod_4,4677,13776,Moderate return,solid,May 14,"4,677","May 14: 4,677 projected cases per day"
2020-05-14,mod_5,23988,70032,Normal (pre-intervention),solid,May 14,"23,988","May 14: 23,988 projected cases per day"
2020-05-14,mod_6,1476,6729,Cautious return,solid,May 14,"1,476","May 14: 1,476 projected cases per day"
2020-05-15,mod_2,21135,129329,Soc. Dist. + Travel Ban,solid,May 15,"21,135","May 15: 21,135 projected cases per day"
2020-05-15,mod_4,5834,17717,Moderate return,solid,May 15,"5,834","May 15: 5,834 projected cases per day"
2020-05-15,mod_5,29934,87700,Normal (pre-intervention),solid,May 15,"29,934","May 15: 29,934 projected cases per day"
2020-05-15,mod_6,1750,6298,Cautious return,solid,May 15,"1,750","May 15: 1,750 projected cases per day"
2020-05-16,mod_2,22498,156545,Soc. Dist. + Travel Ban,solid,May 16,"22,498","May 16: 22,498 projected cases per day"
2020-05-16,mod_4,7140,18579,Moderate return,solid,May 16,"7,140","May 16: 7,140 projected cases per day"
2020-05-16,mod_5,36384,116073,Normal (pre-intervention),solid,May 16,"36,384","May 16: 36,384 projected cases per day"
2020-05-16,mod_6,2054,7207,Cautious return,solid,May 16,"2,054","May 16: 2,054 projected cases per day"
2020-05-17,mod_2,23880,167494,Soc. Dist. + Travel Ban,solid,May 17,"23,880","May 17: 23,880 projected cases per day"
2020-05-17,mod_4,8656,23299,Moderate return,solid,May 17,"8,656","May 17: 8,656 projected cases per day"
2020-05-17,mod_5,43226,155854,Normal (pre-intervention),solid,May 17,"43,226","May 17: 43,226 projected cases per day"
2020-05-17,mod_6,2409,6930,Cautious return,solid,May 17,"2,409","May 17: 2,409 projected cases per day"
2020-05-18,mod_2,25231,195568,Soc. Dist. + Travel Ban,solid,May 18,"25,231","May 18: 25,231 projected cases per day"
2020-05-18,mod_4,10270,27632,Moderate return,solid,May 18,"10,270","May 18: 10,270 projected cases per day"
2020-05-18,mod_5,50184,196594,Normal (pre-intervention),solid,May 18,"50,184","May 18: 50,184 projected cases per day"
2020-05-18,mod_6,2794,8555,Cautious return,solid,May 18,"2,794","May 18: 2,794 projected cases per day"
2020-05-19,mod_2,26559,218912,Soc. Dist. + Travel Ban,solid,May 19,"26,559","May 19: 26,559 projected cases per day"
2020-05-19,mod_4,12034,30097,Moderate return,solid,May 19,"12,034","May 19: 12,034 projected cases per day"
2020-05-19,mod_5,57125,260706,Normal (pre-intervention),solid,May 19,"57,125","May 19: 57,125 projected cases per day"
2020-05-19,mod_6,3254,9161,Cautious return,solid,May 19,"3,254","May 19: 3,254 projected cases per day"
2020-05-20,mod_2,27893,229373,Soc. Dist. + Travel Ban,solid,May 20,"27,893","May 20: 27,893 projected cases per day"
2020-05-20,mod_4,13957,34774,Moderate return,solid,May 20,"13,957","May 20: 13,957 projected cases per day"
2020-05-20,mod_5,63821,339204,Normal (pre-intervention),solid,May 20,"63,821","May 20: 63,821 projected cases per day"
2020-05-20,mod_6,3734,11355,Cautious return,solid,May 20,"3,734","May 20: 3,734 projected cases per day"
2020-05-21,mod_2,29224,275019,Soc. Dist. + Travel Ban,solid,May 21,"29,224","May 21: 29,224 projected cases per day"
2020-05-21,mod_4,15976,44651,Moderate return,solid,May 21,"15,976","May 21: 15,976 projected cases per day"
2020-05-21,mod_5,70153,422518,Normal (pre-intervention),solid,May 21,"70,153","May 21: 70,153 projected cases per day"
2020-05-21,mod_6,4278,9933,Cautious return,solid,May 21,"4,278","May 21: 4,278 projected cases per day"
2020-05-22,mod_2,30496,311855,Soc. Dist. + Travel Ban,solid,May 22,"30,496","May 22: 30,496 projected cases per day"
2020-05-22,mod_4,18060,47643,Moderate return,solid,May 22,"18,060","May 22: 18,060 projected cases per day"
2020-05-22,mod_5,76179,568623,Normal (pre-intervention),solid,May 22,"76,179","May 22: 76,179 projected cases per day"
2020-05-22,mod_6,4864,10200,Cautious return,solid,May 22,"4,864","May 22: 4,864 projected cases per day"
2020-05-23,mod_2,31785,333942,Soc. Dist. + Travel Ban,solid,May 23,"31,785","May 23: 31,785 projected cases per day"
2020-05-23,mod_4,20274,54695,Moderate return,solid,May 23,"20,274","May 23: 20,274 projected cases per day"
2020-05-23,mod_5,81721,697134,Normal (pre-intervention),solid,May 23,"81,721","May 23: 81,721 projected cases per day"
2020-05-23,mod_6,5489,16253,Cautious return,solid,May 23,"5,489","May 23: 5,489 projected cases per day"
2020-05-24,mod_2,33102,388523,Soc. Dist. + Travel Ban,solid,May 24,"33,102","May 24: 33,102 projected cases per day"
2020-05-24,mod_4,22466,68723,Moderate return,solid,May 24,"22,466","May 24: 22,466 projected cases per day"
2020-05-24,mod_5,86776,863374,Normal (pre-intervention),solid,May 24,"86,776","May 24: 86,776 projected cases per day"
2020-05-24,mod_6,6129,12427,Cautious return,solid,May 24,"6,129","May 24: 6,129 projected cases per day"
2020-05-25,mod_2,34340,366899,Soc. Dist. + Travel Ban,solid,May 25,"34,340","May 25: 34,340 projected cases per day"
2020-05-25,mod_4,24717,76825,Moderate return,solid,May 25,"24,717","May 25: 24,717 projected cases per day"
2020-05-25,mod_5,91348,1058447,Normal (pre-intervention),solid,May 25,"91,348","May 25: 91,348 projected cases per day"
2020-05-25,mod_6,6824,16208,Cautious return,solid,May 25,"6,824","May 25: 6,824 projected cases per day"
2020-05-26,mod_2,35536,448042,Soc. Dist. + Travel Ban,solid,May 26,"35,536","May 26: 35,536 projected cases per day"
