Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,True,2567,NA,Observed,solid,Apr  3,"2,567","NA",FALSE,"Apr  3: 2,567 observed cases"
2020-04-04,True,3082,NA,Observed,solid,Apr  4,"3,082","NA",FALSE,"Apr  4: 3,082 observed cases"
2020-04-05,mod_2,3086,22718,Social distancing,solid,Apr  5,"3,086","22,718",FALSE,"Apr  5: 3,086 projected cases<br>Projection upper CI: 22,718 cases<br>"
2020-04-05,mod_3,3258,23240,No intervention,solid,Apr  5,"3,258","23,240",FALSE,"Apr  5: 3,258 projected cases<br>Projection upper CI: 23,240 cases<br>"
2020-04-05,mod_4,3089,22742,Lockdown with moderate return,solid,Apr  5,"3,089","22,742",TRUE,"Apr  5: 3,089 projected cases<br>Projection upper CI: 22,742 cases<br>"
2020-04-06,mod_2,3354,24486,Social distancing,solid,Apr  6,"3,354","24,486",FALSE,"Apr  6: 3,354 projected cases<br>Projection upper CI: 24,486 cases<br>"
2020-04-06,mod_3,3689,25654,No intervention,solid,Apr  6,"3,689","25,654",FALSE,"Apr  6: 3,689 projected cases<br>Projection upper CI: 25,654 cases<br>"
2020-04-06,mod_4,3362,24447,Lockdown with moderate return,solid,Apr  6,"3,362","24,447",TRUE,"Apr  6: 3,362 projected cases<br>Projection upper CI: 24,447 cases<br>"
2020-04-07,mod_2,3634,26178,Social distancing,solid,Apr  7,"3,634","26,178",FALSE,"Apr  7: 3,634 projected cases<br>Projection upper CI: 26,178 cases<br>"
2020-04-07,mod_3,4186,28427,No intervention,solid,Apr  7,"4,186","28,427",FALSE,"Apr  7: 4,186 projected cases<br>Projection upper CI: 28,427 cases<br>"
2020-04-07,mod_4,3648,26251,Lockdown with moderate return,solid,Apr  7,"3,648","26,251",TRUE,"Apr  7: 3,648 projected cases<br>Projection upper CI: 26,251 cases<br>"
2020-04-08,mod_2,3927,27648,Social distancing,solid,Apr  8,"3,927","27,648",FALSE,"Apr  8: 3,927 projected cases<br>Projection upper CI: 27,648 cases<br>"
2020-04-08,mod_3,4765,31537,No intervention,solid,Apr  8,"4,765","31,537",FALSE,"Apr  8: 4,765 projected cases<br>Projection upper CI: 31,537 cases<br>"
2020-04-08,mod_4,3940,27947,Lockdown with moderate return,solid,Apr  8,"3,940","27,947",TRUE,"Apr  8: 3,940 projected cases<br>Projection upper CI: 27,947 cases<br>"
2020-04-09,mod_2,4243,29996,Social distancing,solid,Apr  9,"4,243","29,996",FALSE,"Apr  9: 4,243 projected cases<br>Projection upper CI: 29,996 cases<br>"
2020-04-09,mod_3,5444,35698,No intervention,solid,Apr  9,"5,444","35,698",FALSE,"Apr  9: 5,444 projected cases<br>Projection upper CI: 35,698 cases<br>"
2020-04-09,mod_4,4236,30015,Lockdown with moderate return,solid,Apr  9,"4,236","30,015",TRUE,"Apr  9: 4,236 projected cases<br>Projection upper CI: 30,015 cases<br>"
2020-04-10,mod_2,4585,32420,Social distancing,solid,Apr 10,"4,585","32,420",FALSE,"Apr 10: 4,585 projected cases<br>Projection upper CI: 32,420 cases<br>"
2020-04-10,mod_3,6249,40551,No intervention,solid,Apr 10,"6,249","40,551",FALSE,"Apr 10: 6,249 projected cases<br>Projection upper CI: 40,551 cases<br>"
2020-04-10,mod_4,4516,31982,Lockdown with moderate return,solid,Apr 10,"4,516","31,982",TRUE,"Apr 10: 4,516 projected cases<br>Projection upper CI: 31,982 cases<br>"
2020-04-11,mod_2,4951,34821,Social distancing,solid,Apr 11,"4,951","34,821",FALSE,"Apr 11: 4,951 projected cases<br>Projection upper CI: 34,821 cases<br>"
2020-04-11,mod_3,7213,46967,No intervention,solid,Apr 11,"7,213","46,967",FALSE,"Apr 11: 7,213 projected cases<br>Projection upper CI: 46,967 cases<br>"
2020-04-11,mod_4,4791,33470,Lockdown with moderate return,solid,Apr 11,"4,791","33,470",TRUE,"Apr 11: 4,791 projected cases<br>Projection upper CI: 33,470 cases<br>"
2020-04-12,mod_2,5347,37486,Social distancing,solid,Apr 12,"5,347","37,486",FALSE,"Apr 12: 5,347 projected cases<br>Projection upper CI: 37,486 cases<br>"
