Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,50967,288111,Soc. Dist. + Travel Ban,solid,Apr 30,"50,967","288,111","Apr 30: 50,967 projected total cases<br>Projection upper CI: 288,111 cases<br>"
2020-04-30,mod_4,6343,51913,Moderate return,solid,Apr 30,"6,343","51,913","Apr 30: 6,343 projected total cases<br>Projection upper CI: 51,913 cases<br>"
2020-04-30,mod_5,6555,54230,Normal (pre-intervention),solid,Apr 30,"6,555","54,230","Apr 30: 6,555 projected total cases<br>Projection upper CI: 54,230 cases<br>"
2020-04-30,mod_6,6212,50344,Cautious return,solid,Apr 30,"6,212","50,344","Apr 30: 6,212 projected total cases<br>Projection upper CI: 50,344 cases<br>"
2020-05-01,mod_2,59439,329770,Soc. Dist. + Travel Ban,solid,May 01,"59,439","329,770","May 01: 59,439 projected total cases<br>Projection upper CI: 329,770 cases<br>"
2020-05-01,mod_4,6549,53966,Moderate return,solid,May 01,"6,549","53,966","May 01: 6,549 projected total cases<br>Projection upper CI: 53,966 cases<br>"
2020-05-01,mod_5,6867,56405,Normal (pre-intervention),solid,May 01,"6,867","56,405","May 01: 6,867 projected total cases<br>Projection upper CI: 56,405 cases<br>"
2020-05-01,mod_6,6376,52152,Cautious return,solid,May 01,"6,376","52,152","May 01: 6,376 projected total cases<br>Projection upper CI: 52,152 cases<br>"
2020-05-02,mod_2,69174,378775,Soc. Dist. + Travel Ban,solid,May 02,"69,174","378,775","May 02: 69,174 projected total cases<br>Projection upper CI: 378,775 cases<br>"
2020-05-02,mod_4,6785,56268,Moderate return,solid,May 02,"6,785","56,268","May 02: 6,785 projected total cases<br>Projection upper CI: 56,268 cases<br>"
2020-05-02,mod_5,7231,59884,Normal (pre-intervention),solid,May 02,"7,231","59,884","May 02: 7,231 projected total cases<br>Projection upper CI: 59,884 cases<br>"
2020-05-02,mod_6,6553,53710,Cautious return,solid,May 02,"6,553","53,710","May 02: 6,553 projected total cases<br>Projection upper CI: 53,710 cases<br>"
2020-05-03,mod_2,80281,435926,Soc. Dist. + Travel Ban,solid,May 03,"80,281","435,926","May 03: 80,281 projected total cases<br>Projection upper CI: 435,926 cases<br>"
2020-05-03,mod_4,7049,58155,Moderate return,solid,May 03,"7,049","58,155","May 03: 7,049 projected total cases<br>Projection upper CI: 58,155 cases<br>"
2020-05-03,mod_5,7668,63179,Normal (pre-intervention),solid,May 03,"7,668","63,179","May 03: 7,668 projected total cases<br>Projection upper CI: 63,179 cases<br>"
2020-05-03,mod_6,6745,55373,Cautious return,solid,May 03,"6,745","55,373","May 03: 6,745 projected total cases<br>Projection upper CI: 55,373 cases<br>"
2020-05-04,mod_2,92881,503816,Soc. Dist. + Travel Ban,solid,May 04,"92,881","503,816","May 04: 92,881 projected total cases<br>Projection upper CI: 503,816 cases<br>"
2020-05-04,mod_4,7361,61302,Moderate return,solid,May 04,"7,361","61,302","May 04: 7,361 projected total cases<br>Projection upper CI: 61,302 cases<br>"
2020-05-04,mod_5,8219,67301,Normal (pre-intervention),solid,May 04,"8,219","67,301","May 04: 8,219 projected total cases<br>Projection upper CI: 67,301 cases<br>"
2020-05-04,mod_6,6951,57421,Cautious return,solid,May 04,"6,951","57,421","May 04: 6,951 projected total cases<br>Projection upper CI: 57,421 cases<br>"
2020-05-05,mod_2,107088,580524,Soc. Dist. + Travel Ban,solid,May 05,"107,088","580,524","May 05: 107,088 projected total cases<br>Projection upper CI: 580,524 cases<br>"
2020-05-05,mod_4,7721,63717,Moderate return,solid,May 05,"7,721","63,717","May 05: 7,721 projected total cases<br>Projection upper CI: 63,717 cases<br>"
2020-05-05,mod_5,8917,71971,Normal (pre-intervention),solid,May 05,"8,917","71,971","May 05: 8,917 projected total cases<br>Projection upper CI: 71,971 cases<br>"
2020-05-05,mod_6,7184,59351,Cautious return,solid,May 05,"7,184","59,351","May 05: 7,184 projected total cases<br>Projection upper CI: 59,351 cases<br>"
2020-05-06,mod_2,122978,672400,Soc. Dist. + Travel Ban,solid,May 06,"122,978","672,400","May 06: 122,978 projected total cases<br>Projection upper CI: 672,400 cases<br>"
2020-05-06,mod_4,8135,66965,Moderate return,solid,May 06,"8,135","66,965","May 06: 8,135 projected total cases<br>Projection upper CI: 66,965 cases<br>"
2020-05-06,mod_5,9814,78651,Normal (pre-intervention),solid,May 06,"9,814","78,651","May 06: 9,814 projected total cases<br>Projection upper CI: 78,651 cases<br>"
2020-05-06,mod_6,7442,61179,Cautious return,solid,May 06,"7,442","61,179","May 06: 7,442 projected total cases<br>Projection upper CI: 61,179 cases<br>"
2020-05-07,mod_2,140654,776221,Soc. Dist. + Travel Ban,solid,May 07,"140,654","776,221","May 07: 140,654 projected total cases<br>Projection upper CI: 776,221 cases<br>"
2020-05-07,mod_4,8633,70253,Moderate return,solid,May 07,"8,633","70,253","May 07: 8,633 projected total cases<br>Projection upper CI: 70,253 cases<br>"
2020-05-07,mod_5,11001,84664,Normal (pre-intervention),solid,May 07,"11,001","84,664","May 07: 11,001 projected total cases<br>Projection upper CI: 84,664 cases<br>"
2020-05-07,mod_6,7722,63706,Cautious return,solid,May 07,"7,722","63,706","May 07: 7,722 projected total cases<br>Projection upper CI: 63,706 cases<br>"
2020-05-08,mod_2,160226,896052,Soc. Dist. + Travel Ban,solid,May 08,"160,226","896,052","May 08: 160,226 projected total cases<br>Projection upper CI: 896,052 cases<br>"
2020-05-08,mod_4,9235,74272,Moderate return,solid,May 08,"9,235","74,272","May 08: 9,235 projected total cases<br>Projection upper CI: 74,272 cases<br>"
2020-05-08,mod_5,12598,93041,Normal (pre-intervention),solid,May 08,"12,598","93,041","May 08: 12,598 projected total cases<br>Projection upper CI: 93,041 cases<br>"
2020-05-08,mod_6,8047,66157,Cautious return,solid,May 08,"8,047","66,157","May 08: 8,047 projected total cases<br>Projection upper CI: 66,157 cases<br>"
2020-05-09,mod_2,181731,1038597,Soc. Dist. + Travel Ban,solid,May 09,"181,731","1,038,597","May 09: 181,731 projected total cases<br>Projection upper CI: 1,038,597 cases<br>"
2020-05-09,mod_4,9978,78232,Moderate return,solid,May 09,"9,978","78,232","May 09: 9,978 projected total cases<br>Projection upper CI: 78,232 cases<br>"
2020-05-09,mod_5,14779,102776,Normal (pre-intervention),solid,May 09,"14,779","102,776","May 09: 14,779 projected total cases<br>Projection upper CI: 102,776 cases<br>"
2020-05-09,mod_6,8417,68100,Cautious return,solid,May 09,"8,417","68,100","May 09: 8,417 projected total cases<br>Projection upper CI: 68,100 cases<br>"
2020-05-10,mod_2,205217,1197978,Soc. Dist. + Travel Ban,solid,May 10,"205,217","1,197,978","May 10: 205,217 projected total cases<br>Projection upper CI: 1,197,978 cases<br>"
2020-05-10,mod_4,10906,82617,Moderate return,solid,May 10,"10,906","82,617","May 10: 10,906 projected total cases<br>Projection upper CI: 82,617 cases<br>"
2020-05-10,mod_5,17790,114052,Normal (pre-intervention),solid,May 10,"17,790","114,052","May 10: 17,790 projected total cases<br>Projection upper CI: 114,052 cases<br>"
2020-05-10,mod_6,8836,71599,Cautious return,solid,May 10,"8,836","71,599","May 10: 8,836 projected total cases<br>Projection upper CI: 71,599 cases<br>"
2020-05-11,mod_2,230690,1381734,Soc. Dist. + Travel Ban,solid,May 11,"230,690","1,381,734","May 11: 230,690 projected total cases<br>Projection upper CI: 1,381,734 cases<br>"
2020-05-11,mod_4,12066,89150,Moderate return,solid,May 11,"12,066","89,150","May 11: 12,066 projected total cases<br>Projection upper CI: 89,150 cases<br>"
2020-05-11,mod_5,21975,130124,Normal (pre-intervention),solid,May 11,"21,975","130,124","May 11: 21,975 projected total cases<br>Projection upper CI: 130,124 cases<br>"
2020-05-11,mod_6,9324,74017,Cautious return,solid,May 11,"9,324","74,017","May 11: 9,324 projected total cases<br>Projection upper CI: 74,017 cases<br>"
2020-05-12,mod_2,258221,1600206,Soc. Dist. + Travel Ban,solid,May 12,"258,221","1,600,206","May 12: 258,221 projected total cases<br>Projection upper CI: 1,600,206 cases<br>"
2020-05-12,mod_4,13535,95252,Moderate return,solid,May 12,"13,535","95,252","May 12: 13,535 projected total cases<br>Projection upper CI: 95,252 cases<br>"
2020-05-12,mod_5,27773,147950,Normal (pre-intervention),solid,May 12,"27,773","147,950","May 12: 27,773 projected total cases<br>Projection upper CI: 147,950 cases<br>"
2020-05-12,mod_6,9903,77181,Cautious return,solid,May 12,"9,903","77,181","May 12: 9,903 projected total cases<br>Projection upper CI: 77,181 cases<br>"
2020-05-13,mod_2,287759,1837617,Soc. Dist. + Travel Ban,solid,May 13,"287,759","1,837,617","May 13: 287,759 projected total cases<br>Projection upper CI: 1,837,617 cases<br>"
2020-05-13,mod_4,15405,102181,Moderate return,solid,May 13,"15,405","102,181","May 13: 15,405 projected total cases<br>Projection upper CI: 102,181 cases<br>"
2020-05-13,mod_5,35716,174698,Normal (pre-intervention),solid,May 13,"35,716","174,698","May 13: 35,716 projected total cases<br>Projection upper CI: 174,698 cases<br>"
2020-05-13,mod_6,10569,80619,Cautious return,solid,May 13,"10,569","80,619","May 13: 10,569 projected total cases<br>Projection upper CI: 80,619 cases<br>"
2020-05-14,mod_2,319358,2129057,Soc. Dist. + Travel Ban,solid,May 14,"319,358","2,129,057","May 14: 319,358 projected total cases<br>Projection upper CI: 2,129,057 cases<br>"
2020-05-14,mod_4,17714,109756,Moderate return,solid,May 14,"17,714","109,756","May 14: 17,714 projected total cases<br>Projection upper CI: 109,756 cases<br>"
2020-05-14,mod_5,46042,202872,Normal (pre-intervention),solid,May 14,"46,042","202,872","May 14: 46,042 projected total cases<br>Projection upper CI: 202,872 cases<br>"
2020-05-14,mod_6,11343,84204,Cautious return,solid,May 14,"11,343","84,204","May 14: 11,343 projected total cases<br>Projection upper CI: 84,204 cases<br>"
