Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,True,2543,NA,Observed,solid,Apr  2,"2,543","NA",FALSE,"Apr  2: 2,543 observed cases"
2020-04-03,True,2567,NA,Observed,solid,Apr  3,"2,567","NA",FALSE,"Apr  3: 2,567 observed cases"
2020-04-04,True,3082,NA,Observed,solid,Apr  4,"3,082","NA",FALSE,"Apr  4: 3,082 observed cases"
2020-04-05,True,3588,NA,Observed,solid,Apr  5,"3,588","NA",FALSE,"Apr  5: 3,588 observed cases"
2020-04-06,True,4778,NA,Observed,solid,Apr  6,"4,778","NA",FALSE,"Apr  6: 4,778 observed cases"
2020-04-07,mod_2,4357,30836,Social distancing,solid,Apr  7,"4,357","30,836",FALSE,"Apr  7: 4,357 projected cases<br>Projection upper CI: 30,836 cases<br>"
2020-04-07,mod_3,4537,31498,No intervention,solid,Apr  7,"4,537","31,498",FALSE,"Apr  7: 4,537 projected cases<br>Projection upper CI: 31,498 cases<br>"
2020-04-07,mod_4,4086,30360,Lockdown with moderate return,solid,Apr  7,"4,086","30,360",TRUE,"Apr  7: 4,086 projected cases<br>Projection upper CI: 30,360 cases<br>"
2020-04-08,mod_2,4773,33248,Social distancing,solid,Apr  8,"4,773","33,248",FALSE,"Apr  8: 4,773 projected cases<br>Projection upper CI: 33,248 cases<br>"
2020-04-08,mod_3,5107,34676,No intervention,solid,Apr  8,"5,107","34,676",FALSE,"Apr  8: 5,107 projected cases<br>Projection upper CI: 34,676 cases<br>"
2020-04-08,mod_4,4254,31834,Lockdown with moderate return,solid,Apr  8,"4,254","31,834",TRUE,"Apr  8: 4,254 projected cases<br>Projection upper CI: 31,834 cases<br>"
2020-04-09,mod_2,5210,35723,Social distancing,solid,Apr  9,"5,210","35,723",FALSE,"Apr  9: 5,210 projected cases<br>Projection upper CI: 35,723 cases<br>"
2020-04-09,mod_3,5760,38088,No intervention,solid,Apr  9,"5,760","38,088",FALSE,"Apr  9: 5,760 projected cases<br>Projection upper CI: 38,088 cases<br>"
2020-04-09,mod_4,4408,32950,Lockdown with moderate return,solid,Apr  9,"4,408","32,950",TRUE,"Apr  9: 4,408 projected cases<br>Projection upper CI: 32,950 cases<br>"
2020-04-10,mod_2,5696,38674,Social distancing,solid,Apr 10,"5,696","38,674",FALSE,"Apr 10: 5,696 projected cases<br>Projection upper CI: 38,674 cases<br>"
2020-04-10,mod_3,6513,42490,No intervention,solid,Apr 10,"6,513","42,490",FALSE,"Apr 10: 6,513 projected cases<br>Projection upper CI: 42,490 cases<br>"
2020-04-10,mod_4,4567,34241,Lockdown with moderate return,solid,Apr 10,"4,567","34,241",TRUE,"Apr 10: 4,567 projected cases<br>Projection upper CI: 34,241 cases<br>"
2020-04-11,mod_2,6219,41781,Social distancing,solid,Apr 11,"6,219","41,781",FALSE,"Apr 11: 6,219 projected cases<br>Projection upper CI: 41,781 cases<br>"
2020-04-11,mod_3,7391,47204,No intervention,solid,Apr 11,"7,391","47,204",FALSE,"Apr 11: 7,391 projected cases<br>Projection upper CI: 47,204 cases<br>"
2020-04-11,mod_4,4718,35378,Lockdown with moderate return,solid,Apr 11,"4,718","35,378",TRUE,"Apr 11: 4,718 projected cases<br>Projection upper CI: 35,378 cases<br>"
2020-04-12,mod_2,6794,45751,Social distancing,solid,Apr 12,"6,794","45,751",FALSE,"Apr 12: 6,794 projected cases<br>Projection upper CI: 45,751 cases<br>"
2020-04-12,mod_3,8430,53436,No intervention,solid,Apr 12,"8,430","53,436",FALSE,"Apr 12: 8,430 projected cases<br>Projection upper CI: 53,436 cases<br>"
2020-04-12,mod_4,4869,36405,Lockdown with moderate return,solid,Apr 12,"4,869","36,405",TRUE,"Apr 12: 4,869 projected cases<br>Projection upper CI: 36,405 cases<br>"
2020-04-13,mod_2,7428,49701,Social distancing,solid,Apr 13,"7,428","49,701",FALSE,"Apr 13: 7,428 projected cases<br>Projection upper CI: 49,701 cases<br>"
2020-04-13,mod_3,9669,60799,No intervention,solid,Apr 13,"9,669","60,799",FALSE,"Apr 13: 9,669 projected cases<br>Projection upper CI: 60,799 cases<br>"
2020-04-13,mod_4,5008,37541,Lockdown with moderate return,solid,Apr 13,"5,008","37,541",TRUE,"Apr 13: 5,008 projected cases<br>Projection upper CI: 37,541 cases<br>"
