Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,175197,1057242,Soc. Dist. + Travel Ban,solid,Apr 30,"175,197","1,057,242","Apr 30: 175,197 projected total cases<br>Projection upper CI: 1,057,242 cases<br>"
2020-04-30,mod_4,7644,60960,Moderate return,solid,Apr 30,"7,644","60,960","Apr 30: 7,644 projected total cases<br>Projection upper CI: 60,960 cases<br>"
2020-04-30,mod_5,7764,61973,Normal (pre-intervention),solid,Apr 30,"7,764","61,973","Apr 30: 7,764 projected total cases<br>Projection upper CI: 61,973 cases<br>"
2020-04-30,mod_6,7515,60112,Cautious return,solid,Apr 30,"7,515","60,112","Apr 30: 7,515 projected total cases<br>Projection upper CI: 60,112 cases<br>"
2020-05-01,mod_2,215516,1312009,Soc. Dist. + Travel Ban,solid,May 01,"215,516","1,312,009","May 01: 215,516 projected total cases<br>Projection upper CI: 1,312,009 cases<br>"
2020-05-01,mod_4,7860,63303,Moderate return,solid,May 01,"7,860","63,303","May 01: 7,860 projected total cases<br>Projection upper CI: 63,303 cases<br>"
2020-05-01,mod_5,8052,65042,Normal (pre-intervention),solid,May 01,"8,052","65,042","May 01: 8,052 projected total cases<br>Projection upper CI: 65,042 cases<br>"
2020-05-01,mod_6,7692,61952,Cautious return,solid,May 01,"7,692","61,952","May 01: 7,692 projected total cases<br>Projection upper CI: 61,952 cases<br>"
2020-05-02,mod_2,263028,1625671,Soc. Dist. + Travel Ban,solid,May 02,"263,028","1,625,671","May 02: 263,028 projected total cases<br>Projection upper CI: 1,625,671 cases<br>"
2020-05-02,mod_4,8086,65492,Moderate return,solid,May 02,"8,086","65,492","May 02: 8,086 projected total cases<br>Projection upper CI: 65,492 cases<br>"
2020-05-02,mod_5,8385,67996,Normal (pre-intervention),solid,May 02,"8,385","67,996","May 02: 8,385 projected total cases<br>Projection upper CI: 67,996 cases<br>"
2020-05-02,mod_6,7877,63298,Cautious return,solid,May 02,"7,877","63,298","May 02: 7,877 projected total cases<br>Projection upper CI: 63,298 cases<br>"
