Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,58449,340044,Soc. Dist. + Travel Ban,solid,Apr 30,"58,449","340,044","Apr 30: 58,449 projected total cases<br>Projection upper CI: 340,044 cases<br>"
2020-04-30,mod_4,11536,84308,Moderate return,solid,Apr 30,"11,536","84,308","Apr 30: 11,536 projected total cases<br>Projection upper CI: 84,308 cases<br>"
2020-04-30,mod_5,11523,84053,Normal (pre-intervention),solid,Apr 30,"11,523","84,053","Apr 30: 11,523 projected total cases<br>Projection upper CI: 84,053 cases<br>"
2020-04-30,mod_6,11570,84166,Cautious return,solid,Apr 30,"11,570","84,166","Apr 30: 11,570 projected total cases<br>Projection upper CI: 84,166 cases<br>"
2020-05-01,mod_2,68617,389968,Soc. Dist. + Travel Ban,solid,May 01,"68,617","389,968","May 01: 68,617 projected total cases<br>Projection upper CI: 389,968 cases<br>"
2020-05-01,mod_4,11821,86397,Moderate return,solid,May 01,"11,821","86,397","May 01: 11,821 projected total cases<br>Projection upper CI: 86,397 cases<br>"
2020-05-01,mod_5,11835,86722,Normal (pre-intervention),solid,May 01,"11,835","86,722","May 01: 11,835 projected total cases<br>Projection upper CI: 86,722 cases<br>"
2020-05-01,mod_6,11849,87361,Cautious return,solid,May 01,"11,849","87,361","May 01: 11,849 projected total cases<br>Projection upper CI: 87,361 cases<br>"
2020-05-02,mod_2,80573,452271,Soc. Dist. + Travel Ban,solid,May 02,"80,573","452,271","May 02: 80,573 projected total cases<br>Projection upper CI: 452,271 cases<br>"
2020-05-02,mod_4,12132,89281,Moderate return,solid,May 02,"12,132","89,281","May 02: 12,132 projected total cases<br>Projection upper CI: 89,281 cases<br>"
2020-05-02,mod_5,12176,89133,Normal (pre-intervention),solid,May 02,"12,176","89,133","May 02: 12,176 projected total cases<br>Projection upper CI: 89,133 cases<br>"
2020-05-02,mod_6,12150,89049,Cautious return,solid,May 02,"12,150","89,049","May 02: 12,150 projected total cases<br>Projection upper CI: 89,049 cases<br>"
2020-05-03,mod_2,94485,523020,Soc. Dist. + Travel Ban,solid,May 03,"94,485","523,020","May 03: 94,485 projected total cases<br>Projection upper CI: 523,020 cases<br>"
2020-05-03,mod_4,12472,91882,Moderate return,solid,May 03,"12,472","91,882","May 03: 12,472 projected total cases<br>Projection upper CI: 91,882 cases<br>"
2020-05-03,mod_5,12561,93140,Normal (pre-intervention),solid,May 03,"12,561","93,140","May 03: 12,561 projected total cases<br>Projection upper CI: 93,140 cases<br>"
2020-05-03,mod_6,12467,91714,Cautious return,solid,May 03,"12,467","91,714","May 03: 12,467 projected total cases<br>Projection upper CI: 91,714 cases<br>"
2020-05-04,mod_2,110590,607090,Soc. Dist. + Travel Ban,solid,May 04,"110,590","607,090","May 04: 110,590 projected total cases<br>Projection upper CI: 607,090 cases<br>"
2020-05-04,mod_4,12838,94999,Moderate return,solid,May 04,"12,838","94,999","May 04: 12,838 projected total cases<br>Projection upper CI: 94,999 cases<br>"
2020-05-04,mod_5,13005,96129,Normal (pre-intervention),solid,May 04,"13,005","96,129","May 04: 13,005 projected total cases<br>Projection upper CI: 96,129 cases<br>"
2020-05-04,mod_6,12792,94693,Cautious return,solid,May 04,"12,792","94,693","May 04: 12,792 projected total cases<br>Projection upper CI: 94,693 cases<br>"
2020-05-05,mod_2,129049,705957,Soc. Dist. + Travel Ban,solid,May 05,"129,049","705,957","May 05: 129,049 projected total cases<br>Projection upper CI: 705,957 cases<br>"
2020-05-05,mod_4,13250,98812,Moderate return,solid,May 05,"13,250","98,812","May 05: 13,250 projected total cases<br>Projection upper CI: 98,812 cases<br>"
2020-05-05,mod_5,13510,99967,Normal (pre-intervention),solid,May 05,"13,510","99,967","May 05: 13,510 projected total cases<br>Projection upper CI: 99,967 cases<br>"
2020-05-05,mod_6,13141,97234,Cautious return,solid,May 05,"13,141","97,234","May 05: 13,141 projected total cases<br>Projection upper CI: 97,234 cases<br>"
2020-05-06,mod_2,150124,818361,Soc. Dist. + Travel Ban,solid,May 06,"150,124","818,361","May 06: 150,124 projected total cases<br>Projection upper CI: 818,361 cases<br>"
2020-05-06,mod_4,13703,101888,Moderate return,solid,May 06,"13,703","101,888","May 06: 13,703 projected total cases<br>Projection upper CI: 101,888 cases<br>"
2020-05-06,mod_5,14102,104752,Normal (pre-intervention),solid,May 06,"14,102","104,752","May 06: 14,102 projected total cases<br>Projection upper CI: 104,752 cases<br>"
