Dates	variable	value	upper_ci	color	type	State
2020-03-15	True	1	NA	Observed	solid	ap
2020-03-16	True	1	NA	Observed	solid	ap
2020-03-17	True	1	NA	Observed	solid	ap
2020-03-18	True	1	NA	Observed	solid	ap
2020-03-19	True	3	NA	Observed	solid	ap
2020-03-20	True	3	NA	Observed	solid	ap
2020-03-21	True	5	NA	Observed	solid	ap
2020-03-22	True	6	NA	Observed	solid	ap
2020-03-23	True	7	NA	Observed	solid	ap
2020-03-23	mod_2	499	NA	Soc. Dist. + Travel Ban	solid	ap
2020-03-23	mod_3	499	NA	No Intervention	solid	ap
2020-03-23	mod_4	499	NA	Moderate return	solid	ap
2020-03-23	mod_5	499	NA	Normal (pre-intervention)	solid	ap
2020-03-23	mod_6	499	NA	Cautious return	solid	ap
2020-03-24	True	8	NA	Observed	solid	ap
2020-03-25	True	10	NA	Observed	solid	ap
2020-03-26	True	11	NA	Observed	solid	ap
2020-03-27	True	13	NA	Observed	solid	ap
2020-03-28	True	19	NA	Observed	solid	ap
2020-03-29	True	21	NA	Observed	solid	ap
2020-03-30	True	23	NA	Observed	solid	ap
2020-03-31	True	44	NA	Observed	solid	ap
2020-04-01	True	111	NA	Observed	solid	ap
2020-04-02	True	149	NA	Observed	solid	ap
2020-04-03	True	164	NA	Observed	solid	ap
2020-04-04	True	192	NA	Observed	solid	ap
2020-04-05	True	256	NA	Observed	solid	ap
2020-04-06	True	303	NA	Observed	solid	ap
2020-04-07	True	314	NA	Observed	solid	ap
2020-04-08	True	348	NA	Observed	solid	ap
2020-04-09	True	363	NA	Observed	solid	ap
2020-04-10	True	381	NA	Observed	solid	ap
2020-04-11	True	405	NA	Observed	solid	ap
2020-04-12	True	420	NA	Observed	solid	ap
2020-04-13	True	439	NA	Observed	solid	ap
2020-04-14	True	484	NA	Observed	solid	ap
2020-04-15	True	525	NA	Observed	solid	ap
2020-04-16	True	534	NA	Observed	solid	ap
2020-04-17	True	572	NA	Observed	solid	ap
2020-04-18	True	603	NA	Observed	solid	ap
2020-04-19	True	647	NA	Observed	solid	ap
2020-04-20	True	722	NA	Observed	solid	ap
2020-04-21	True	757	NA	Observed	solid	ap
2020-04-22	True	813	NA	Observed	solid	ap
2020-04-23	True	893	NA	Observed	solid	ap
2020-04-24	True	955	NA	Observed	solid	ap
2020-04-25	True	1016	NA	Observed	solid	ap
2020-04-26	True	1097	NA	Observed	solid	ap
2020-04-27	True	1177	NA	Observed	solid	ap
2020-04-28	True	1259	NA	Observed	solid	ap
2020-04-29	True	1332	NA	Observed	solid	ap
2020-04-30	True	1403	NA	Observed	solid	ap
2020-05-01	True	1463	NA	Observed	solid	ap
2020-05-02	True	1525	NA	Observed	solid	ap
2020-05-03	True	1583	NA	Observed	solid	ap
2020-05-04	True	1650	NA	Observed	solid	ap
2020-05-05	True	1717	NA	Observed	solid	ap
2020-05-06	True	1777	NA	Observed	solid	ap
2020-05-07	True	1833	NA	Observed	solid	ap
2020-05-08	True	1887	NA	Observed	solid	ap
2020-05-09	True	1930	NA	Observed	solid	ap
2020-05-10	True	1980	NA	Observed	solid	ap
2020-05-11	True	2018	NA	Observed	solid	ap
2020-05-12	True	2089	NA	Observed	solid	ap
2020-05-13	True	2137	NA	Observed	solid	ap
2020-05-14	mod_2	2394	7001	Soc. Dist. + Travel Ban	solid	ap
2020-05-14	mod_3	2354	6878	No Intervention	solid	ap
2020-05-14	mod_4	2368	6889	Moderate return	solid	ap
2020-05-14	mod_5	2378	6880	Normal (pre-intervention)	solid	ap
2020-05-14	mod_6	2364	7036	Cautious return	solid	ap
2020-05-15	mod_2	2576	7870	Soc. Dist. + Travel Ban	solid	ap
2020-05-15	mod_3	2580	7727	No Intervention	solid	ap
2020-05-15	mod_4	2478	7362	Moderate return	solid	ap
2020-05-15	mod_5	2499	7596	Normal (pre-intervention)	solid	ap
2020-05-15	mod_6	2453	7309	Cautious return	solid	ap
2020-05-16	mod_2	2768	8591	Soc. Dist. + Travel Ban	solid	ap
2020-05-16	mod_3	2834	8971	No Intervention	solid	ap
2020-05-16	mod_4	2590	8107	Moderate return	solid	ap
2020-05-16	mod_5	2620	8251	Normal (pre-intervention)	solid	ap
2020-05-16	mod_6	2549	8019	Cautious return	solid	ap
2020-05-17	mod_2	2965	9325	Soc. Dist. + Travel Ban	solid	ap
2020-05-17	mod_3	3092	9773	No Intervention	solid	ap
2020-05-17	mod_4	2687	8788	Moderate return	solid	ap
2020-05-17	mod_5	2721	8824	Normal (pre-intervention)	solid	ap
2020-05-17	mod_6	2634	8760	Cautious return	solid	ap
2020-05-18	mod_2	3165	10290	Soc. Dist. + Travel Ban	solid	ap
2020-05-18	mod_3	3389	11041	No Intervention	solid	ap
2020-05-18	mod_4	2797	9315	Moderate return	solid	ap
2020-05-18	mod_5	2868	9745	Normal (pre-intervention)	solid	ap
2020-05-18	mod_6	2734	9001	Cautious return	solid	ap
2020-05-19	mod_2	3349	11430	Soc. Dist. + Travel Ban	solid	ap
2020-05-19	mod_3	3733	12381	No Intervention	solid	ap
2020-05-19	mod_4	2891	10002	Moderate return	solid	ap
2020-05-19	mod_5	2994	10562	Normal (pre-intervention)	solid	ap
2020-05-19	mod_6	2809	9886	Cautious return	solid	ap
2020-05-20	mod_2	3543	12208	Soc. Dist. + Travel Ban	solid	ap
2020-05-20	mod_3	4127	14143	No Intervention	solid	ap
2020-05-20	mod_4	2975	10252	Moderate return	solid	ap
2020-05-20	mod_5	3155	11790	Normal (pre-intervention)	solid	ap
2020-05-20	mod_6	2898	10082	Cautious return	solid	ap
2020-05-21	mod_2	3788	13674	Soc. Dist. + Travel Ban	solid	ap
2020-05-21	mod_3	4549	16686	No Intervention	solid	ap
2020-05-21	mod_4	3092	11166	Moderate return	solid	ap
2020-05-21	mod_5	3285	11708	Normal (pre-intervention)	solid	ap
2020-05-21	mod_6	2989	11308	Cautious return	solid	ap
2020-05-22	mod_2	3994	14376	Soc. Dist. + Travel Ban	solid	ap
2020-05-22	mod_3	5031	19390	No Intervention	solid	ap
2020-05-22	mod_4	3234	12150	Moderate return	solid	ap
2020-05-22	mod_5	3449	12900	Normal (pre-intervention)	solid	ap
