stat	value
thetaS_last_obs_p_mean	0.9905966
thetaI_last_obs_p_mean	0.002527199
thetaR_last_obs_p_mean	0.006876159
thetaS_last_obs_p_ci_low	0.9902015
thetaS_last_obs_p_ci_med	0.9905996
thetaS_last_obs_p_ci_up	0.9909911
thetaI_last_obs_p_ci_low	0.00231955
thetaI_last_obs_p_ci_med	0.002525374
thetaI_last_obs_p_ci_up	0.002744611
thetaR_last_obs_p_ci_low	0.006539216
thetaR_last_obs_p_ci_med	0.006875105
thetaR_last_obs_p_ci_up	0.007209065
R0_p_mean	2.761191
R0_p_ci_low	1.714438
R0_p_ci_med	2.57192
R0_p_ci_up	4.844241
gamma_p_mean	0.04100113
gamma_p_ci_low	0.01617617
gamma_p_ci_med	0.03906888
gamma_p_ci_up	0.07849068
beta_p_mean	0.1031928
beta_p_ci_low	0.06063804
beta_p_ci_med	0.1021493
beta_p_ci_up	0.1487087
incidence_mean	0.7985717
incidence_ci_low	0.3785769
incidence_ci_median	0.8320602
incidence_ci_up	0.9597989
thetaI_tp1_mean	0.1231309
thetaI_tp1_ci_low	0.0214377
thetaI_tp1_ci_med	0.1109837
thetaI_tp1_ci_up	0.2937596
thetaR_tp1_mean	0.107369
thetaR_tp1_ci_low	0.02285427
thetaR_tp1_ci_med	0.09260439
thetaR_tp1_ci_up	0.2728684
Y_tp1_mean	0.1231456
Y_tp1_ci_low	0.02108675
Y_tp1_ci_med	0.1109243
Y_tp1_ci_up	0.2941192
R_tp1_mean	0.1073382
R_tp1_ci_low	0.02260805
R_tp1_ci_med	0.09231249
R_tp1_ci_up	0.2728811
thetaI_tp2_mean	0.214152
thetaI_tp2_ci_low	0.05230842
thetaI_tp2_ci_med	0.2012086
thetaI_tp2_ci_up	0.4252134
thetaR_tp2_mean	0.3651995
thetaR_tp2_ci_low	0.06472167
thetaR_tp2_ci_med	0.3672461
thetaR_tp2_ci_up	0.6817652
Y_tp2_mean	0.2141395
Y_tp2_ci_low	0.05239066
Y_tp2_ci_med	0.2012695
Y_tp2_ci_up	0.4241545
R_tp2_mean	0.3651571
R_tp2_ci_low	0.06502363
R_tp2_ci_med	0.3676973
R_tp2_ci_up	0.6796998
thetaR_max_mean	0.6707077
thetaR_max_ci_low	0.2268076
thetaR_max_ci_med	0.7122504
thetaR_max_ci_up	0.8811966
cumInf_mean	0.8027416
cumInf_ci_low	0.3886764
cumInf_ci_med	0.8353869
cumInf_ci_up	0.9654857
dthetaI_tp1_date	07/25/21
first_tp_mean	08/04/21
first_tp_ci_low	07/11/21
first_tp_ci_med	08/01/21
first_tp_ci_up	09/21/21
dthetaI_tp2_date	08/31/21
second_tp_mean	09/01/21
second_tp_ci_low	08/01/21
second_tp_ci_med	08/31/21
second_tp_ci_up	10/15/21
end_p_mean	10/20/21
end_p_ci_low	10/20/21
end_p_ci_med	10/20/21
end_p_ci_up	10/20/21
begin_str	04/04/2021
