Date	State	Cases	Deaths	Recovered	Name
2020-03-25	ap	10	0	1	Andhra Pradesh
2020-03-26	ap	11	0	1	Andhra Pradesh
2020-03-27	ap	13	0	1	Andhra Pradesh
2020-03-28	ap	19	0	1	Andhra Pradesh
2020-03-29	ap	21	0	1	Andhra Pradesh
2020-03-30	ap	23	0	1	Andhra Pradesh
2020-03-31	ap	44	0	1	Andhra Pradesh
2020-04-01	ap	111	0	2	Andhra Pradesh
2020-04-02	ap	149	0	2	Andhra Pradesh
2020-04-03	ap	164	1	2	Andhra Pradesh
2020-04-04	ap	192	1	2	Andhra Pradesh
2020-04-05	ap	256	1	5	Andhra Pradesh
2020-04-06	ap	303	3	5	Andhra Pradesh
2020-04-07	ap	314	4	5	Andhra Pradesh
2020-04-08	ap	348	4	6	Andhra Pradesh
2020-04-09	ap	363	6	10	Andhra Pradesh
2020-04-10	ap	381	6	10	Andhra Pradesh
2020-04-11	ap	405	6	10	Andhra Pradesh
2020-04-12	ap	420	7	12	Andhra Pradesh
2020-04-13	ap	439	7	12	Andhra Pradesh
2020-04-14	ap	484	11	16	Andhra Pradesh
2020-04-15	ap	525	14	20	Andhra Pradesh
2020-04-16	ap	534	14	20	Andhra Pradesh
2020-04-17	ap	572	14	35	Andhra Pradesh
2020-04-18	ap	603	16	42	Andhra Pradesh
2020-03-15	ar	0	0	0	Arunachal Pradesh
2020-03-16	ar	0	0	0	Arunachal Pradesh
2020-03-17	ar	0	0	0	Arunachal Pradesh
2020-03-18	ar	0	0	0	Arunachal Pradesh
2020-03-19	ar	0	0	0	Arunachal Pradesh
2020-03-20	ar	0	0	0	Arunachal Pradesh
2020-03-21	ar	0	0	0	Arunachal Pradesh
2020-03-22	ar	0	0	0	Arunachal Pradesh
2020-03-23	ar	0	0	0	Arunachal Pradesh
2020-03-24	ar	0	0	0	Arunachal Pradesh
2020-03-25	ar	0	0	0	Arunachal Pradesh
2020-03-26	ar	0	0	0	Arunachal Pradesh
2020-03-27	ar	0	0	0	Arunachal Pradesh
2020-03-28	ar	0	0	0	Arunachal Pradesh
2020-03-29	ar	0	0	0	Arunachal Pradesh
2020-03-30	ar	0	0	0	Arunachal Pradesh
2020-03-31	ar	0	0	0	Arunachal Pradesh
2020-04-01	ar	0	0	0	Arunachal Pradesh
2020-04-02	ar	1	0	0	Arunachal Pradesh
2020-04-03	ar	1	0	0	Arunachal Pradesh
2020-04-04	ar	1	0	0	Arunachal Pradesh
2020-04-05	ar	1	0	0	Arunachal Pradesh
2020-04-06	ar	1	0	0	Arunachal Pradesh
2020-04-07	ar	1	0	0	Arunachal Pradesh
2020-04-08	ar	1	0	0	Arunachal Pradesh
2020-04-09	ar	1	0	0	Arunachal Pradesh
2020-04-10	ar	1	0	0	Arunachal Pradesh
2020-04-11	ar	1	0	0	Arunachal Pradesh
2020-04-12	ar	1	0	0	Arunachal Pradesh
2020-04-13	ar	1	0	0	Arunachal Pradesh
2020-04-14	ar	1	0	0	Arunachal Pradesh
2020-04-15	ar	1	0	1	Arunachal Pradesh
2020-04-16	ar	1	0	1	Arunachal Pradesh
2020-04-17	ar	1	0	1	Arunachal Pradesh
2020-04-18	ar	1	0	1	Arunachal Pradesh
2020-03-15	as	0	0	0	Assam
2020-03-16	as	0	0	0	Assam
2020-03-17	as	0	0	0	Assam
2020-03-18	as	0	0	0	Assam
2020-03-19	as	0	0	0	Assam
2020-03-20	as	0	0	0	Assam
2020-03-21	as	0	0	0	Assam
2020-03-22	as	0	0	0	Assam
2020-03-23	as	0	0	0	Assam
2020-03-24	as	0	0	0	Assam
2020-03-25	as	0	0	0	Assam
2020-03-26	as	0	0	0	Assam
2020-03-27	as	0	0	0	Assam
2020-03-28	as	0	0	0	Assam
2020-03-29	as	0	0	0	Assam
2020-03-30	as	0	0	0	Assam
2020-03-31	as	1	0	0	Assam
2020-04-01	as	16	0	0	Assam
2020-04-02	as	16	0	0	Assam
2020-04-03	as	23	0	0	Assam
2020-04-04	as	26	0	0	Assam
2020-04-05	as	26	0	0	Assam
2020-04-06	as	26	0	0	Assam
2020-04-07	as	28	0	0	Assam
2020-04-08	as	28	0	0	Assam
2020-04-09	as	29	0	0	Assam
2020-04-10	as	29	1	0	Assam
2020-04-11	as	29	1	0	Assam
2020-04-12	as	29	1	0	Assam
2020-04-13	as	31	1	0	Assam
2020-04-14	as	32	1	0	Assam
2020-04-15	as	32	1	2	Assam
2020-04-16	as	34	1	5	Assam
2020-04-17	as	34	1	9	Assam
2020-04-18	as	34	1	12	Assam
2020-03-15	br	0	0	0	Bihar
2020-03-16	br	0	0	0	Bihar
2020-03-17	br	0	0	0	Bihar
2020-03-18	br	0	0	0	Bihar
2020-03-19	br	0	0	0	Bihar
2020-03-20	br	0	0	0	Bihar
2020-03-21	br	0	0	0	Bihar
2020-03-22	br	2	1	0	Bihar
2020-03-23	br	3	1	0	Bihar
2020-03-24	br	3	1	0	Bihar
2020-03-25	br	4	1	0	Bihar
2020-03-26	br	7	1	0	Bihar
2020-03-27	br	9	1	0	Bihar
2020-03-28	br	11	1	0	Bihar
2020-03-29	br	15	1	0	Bihar
2020-03-30	br	15	1	0	Bihar
2020-03-31	br	21	1	0	Bihar
2020-04-01	br	24	1	0	Bihar
2020-04-02	br	29	1	3	Bihar
2020-04-03	br	31	1	3	Bihar
2020-04-04	br	32	1	3	Bihar
2020-04-05	br	32	1	3	Bihar
2020-04-06	br	32	1	9	Bihar
2020-04-07	br	38	1	15	Bihar
2020-04-08	br	39	1	15	Bihar
2020-04-09	br	58	1	15	Bihar
2020-04-10	br	60	1	15	Bihar
2020-04-11	br	64	1	15	Bihar
2020-04-12	br	64	1	26	Bihar
2020-04-13	br	66	1	28	Bihar
2020-04-14	br	66	1	29	Bihar
2020-04-15	br	72	1	29	Bihar
2020-04-16	br	83	1	37	Bihar
2020-04-17	br	85	1	37	Bihar
2020-04-18	br	86	2	42	Bihar
2020-03-15	ch	0	0	0	Chandigarh
2020-03-16	ch	0	0	0	Chandigarh
2020-03-17	ch	0	0	0	Chandigarh
2020-03-18	ch	0	0	0	Chandigarh
2020-03-19	ch	1	0	0	Chandigarh
2020-03-20	ch	5	0	0	Chandigarh
2020-03-21	ch	5	0	0	Chandigarh
2020-03-22	ch	6	0	0	Chandigarh
2020-03-23	ch	7	0	0	Chandigarh
2020-03-24	ch	7	0	0	Chandigarh
2020-03-25	ch	7	0	0	Chandigarh
2020-03-26	ch	7	0	0	Chandigarh
2020-03-27	ch	8	0	0	Chandigarh
2020-03-28	ch	8	0	0	Chandigarh
2020-03-29	ch	8	0	0	Chandigarh
2020-03-30	ch	13	0	0	Chandigarh
2020-03-31	ch	15	0	0	Chandigarh
2020-04-01	ch	17	0	0	Chandigarh
2020-04-02	ch	18	0	0	Chandigarh
2020-04-03	ch	18	0	0	Chandigarh
2020-04-04	ch	18	0	3	Chandigarh
2020-04-05	ch	18	0	5	Chandigarh
2020-04-06	ch	18	0	5	Chandigarh
2020-04-07	ch	18	0	7	Chandigarh
2020-04-08	ch	18	0	7	Chandigarh
2020-04-09	ch	18	0	7	Chandigarh
2020-04-10	ch	19	0	7	Chandigarh
2020-04-11	ch	19	0	7	Chandigarh
2020-04-12	ch	21	0	7	Chandigarh
2020-04-13	ch	21	0	7	Chandigarh
2020-04-14	ch	21	0	7	Chandigarh
2020-04-15	ch	21	0	9	Chandigarh
2020-04-16	ch	21	0	9	Chandigarh
2020-04-17	ch	21	0	9	Chandigarh
2020-04-18	ch	23	0	9	Chandigarh
2020-03-15	ct	0	0	0	Chhattisgarh
2020-03-16	ct	0	0	0	Chhattisgarh
2020-03-17	ct	0	0	0	Chhattisgarh
2020-03-18	ct	0	0	0	Chhattisgarh
2020-03-19	ct	1	0	0	Chhattisgarh
2020-03-20	ct	1	0	0	Chhattisgarh
2020-03-21	ct	1	0	0	Chhattisgarh
2020-03-22	ct	1	0	0	Chhattisgarh
2020-03-23	ct	1	0	0	Chhattisgarh
2020-03-24	ct	1	0	0	Chhattisgarh
2020-03-25	ct	3	0	0	Chhattisgarh
2020-03-26	ct	6	0	0	Chhattisgarh
2020-03-27	ct	6	0	0	Chhattisgarh
2020-03-28	ct	7	0	0	Chhattisgarh
2020-03-29	ct	7	0	0	Chhattisgarh
2020-03-30	ct	8	0	0	Chhattisgarh
2020-03-31	ct	9	0	2	Chhattisgarh
2020-04-01	ct	9	0	2	Chhattisgarh
2020-04-02	ct	9	0	3	Chhattisgarh
2020-04-03	ct	9	0	3	Chhattisgarh
2020-04-04	ct	10	0	3	Chhattisgarh
2020-04-05	ct	10	0	8	Chhattisgarh
2020-04-06	ct	10	0	8	Chhattisgarh
2020-04-07	ct	10	0	9	Chhattisgarh
2020-04-08	ct	10	0	9	Chhattisgarh
2020-04-09	ct	18	0	9	Chhattisgarh
2020-04-10	ct	18	0	9	Chhattisgarh
2020-04-11	ct	25	0	9	Chhattisgarh
2020-04-12	ct	31	0	10	Chhattisgarh
2020-04-13	ct	31	0	10	Chhattisgarh
2020-04-14	ct	33	0	13	Chhattisgarh
2020-04-15	ct	33	0	17	Chhattisgarh
2020-04-16	ct	36	0	23	Chhattisgarh
2020-04-17	ct	36	0	24	Chhattisgarh
2020-04-18	ct	36	0	25	Chhattisgarh
2020-03-15	dd	0	0	0	Daman and Diu
2020-03-16	dd	0	0	0	Daman and Diu
2020-03-17	dd	0	0	0	Daman and Diu
2020-03-18	dd	0	0	0	Daman and Diu
2020-03-19	dd	0	0	0	Daman and Diu
2020-03-20	dd	0	0	0	Daman and Diu
2020-03-21	dd	0	0	0	Daman and Diu
2020-03-22	dd	0	0	0	Daman and Diu
2020-03-23	dd	0	0	0	Daman and Diu
2020-03-24	dd	0	0	0	Daman and Diu
2020-03-25	dd	0	0	0	Daman and Diu
2020-03-26	dd	0	0	0	Daman and Diu
2020-03-27	dd	0	0	0	Daman and Diu
2020-03-28	dd	0	0	0	Daman and Diu
2020-03-29	dd	0	0	0	Daman and Diu
2020-03-30	dd	0	0	0	Daman and Diu
2020-03-31	dd	0	0	0	Daman and Diu
2020-04-01	dd	0	0	0	Daman and Diu
2020-04-02	dd	0	0	0	Daman and Diu
2020-04-03	dd	0	0	0	Daman and Diu
2020-04-04	dd	0	0	0	Daman and Diu
2020-04-05	dd	0	0	0	Daman and Diu
2020-04-06	dd	0	0	0	Daman and Diu
2020-04-07	dd	0	0	0	Daman and Diu
2020-04-08	dd	0	0	0	Daman and Diu
2020-04-09	dd	0	0	0	Daman and Diu
2020-04-10	dd	0	0	0	Daman and Diu
2020-04-11	dd	0	0	0	Daman and Diu
2020-04-12	dd	0	0	0	Daman and Diu
2020-04-13	dd	0	0	0	Daman and Diu
2020-04-14	dd	0	0	0	Daman and Diu
2020-04-15	dd	0	0	0	Daman and Diu
2020-04-16	dd	0	0	0	Daman and Diu
2020-04-17	dd	0	0	0	Daman and Diu
2020-04-18	dd	0	0	0	Daman and Diu
2020-03-15	dl	7	1	2	Delhi
2020-03-16	dl	7	1	2	Delhi
2020-03-17	dl	8	1	2	Delhi
2020-03-18	dl	10	1	2	Delhi
2020-03-19	dl	14	1	3	Delhi
2020-03-20	dl	20	1	5	Delhi
2020-03-21	dl	27	1	5	Delhi
2020-03-22	dl	27	1	5	Delhi
2020-03-23	dl	30	1	5	Delhi
2020-03-24	dl	30	1	6	Delhi
2020-03-25	dl	35	1	6	Delhi
2020-03-26	dl	36	1	6	Delhi
2020-03-27	dl	40	1	6	Delhi
2020-03-28	dl	49	1	6	Delhi
2020-03-29	dl	72	2	6	Delhi
2020-03-30	dl	97	2	6	Delhi
2020-03-31	dl	120	2	6	Delhi
2020-04-01	dl	152	2	6	Delhi
2020-04-02	dl	293	4	8	Delhi
2020-04-03	dl	386	6	8	Delhi
2020-04-04	dl	445	6	16	Delhi
2020-04-05	dl	503	7	16	Delhi
2020-04-06	dl	525	7	16	Delhi
2020-04-07	dl	576	9	20	Delhi
2020-04-08	dl	669	9	21	Delhi
2020-04-09	dl	720	12	25	Delhi
2020-04-10	dl	903	14	27	Delhi
2020-04-11	dl	1069	19	27	Delhi
2020-04-12	dl	1154	24	28	Delhi
2020-04-13	dl	1510	28	31	Delhi
2020-04-14	dl	1561	30	31	Delhi
2020-04-15	dl	1578	32	41	Delhi
2020-04-16	dl	1640	38	52	Delhi
2020-04-17	dl	1707	42	72	Delhi
2020-04-18	dl	1893	43	207	Delhi
2020-03-15	dn	0	0	0	Dadra and Nagar Haveli
2020-03-16	dn	0	0	0	Dadra and Nagar Haveli
2020-03-17	dn	0	0	0	Dadra and Nagar Haveli
2020-03-18	dn	0	0	0	Dadra and Nagar Haveli
2020-03-19	dn	0	0	0	Dadra and Nagar Haveli
2020-03-20	dn	0	0	0	Dadra and Nagar Haveli
2020-03-21	dn	0	0	0	Dadra and Nagar Haveli
2020-03-22	dn	0	0	0	Dadra and Nagar Haveli
2020-03-23	dn	0	0	0	Dadra and Nagar Haveli
2020-03-24	dn	0	0	0	Dadra and Nagar Haveli
2020-03-25	dn	0	0	0	Dadra and Nagar Haveli
2020-03-26	dn	0	0	0	Dadra and Nagar Haveli
2020-03-27	dn	0	0	0	Dadra and Nagar Haveli
2020-03-28	dn	0	0	0	Dadra and Nagar Haveli
2020-03-29	dn	0	0	0	Dadra and Nagar Haveli
2020-03-30	dn	0	0	0	Dadra and Nagar Haveli
2020-03-31	dn	0	0	0	Dadra and Nagar Haveli
2020-04-01	dn	0	0	0	Dadra and Nagar Haveli
2020-04-02	dn	0	0	0	Dadra and Nagar Haveli
2020-04-03	dn	0	0	0	Dadra and Nagar Haveli
2020-04-04	dn	0	0	0	Dadra and Nagar Haveli
2020-04-05	dn	0	0	0	Dadra and Nagar Haveli
2020-04-06	dn	0	0	0	Dadra and Nagar Haveli
2020-04-07	dn	0	0	0	Dadra and Nagar Haveli
2020-04-08	dn	0	0	0	Dadra and Nagar Haveli
2020-04-09	dn	0	0	0	Dadra and Nagar Haveli
2020-04-10	dn	0	0	0	Dadra and Nagar Haveli
2020-04-11	dn	0	0	0	Dadra and Nagar Haveli
2020-04-12	dn	0	0	0	Dadra and Nagar Haveli
2020-04-13	dn	0	0	0	Dadra and Nagar Haveli
2020-04-14	dn	0	0	0	Dadra and Nagar Haveli
2020-04-15	dn	0	0	0	Dadra and Nagar Haveli
2020-04-16	dn	0	0	0	Dadra and Nagar Haveli
2020-04-17	dn	0	0	0	Dadra and Nagar Haveli
2020-04-18	dn	0	0	0	Dadra and Nagar Haveli
2020-03-15	ga	0	0	0	Goa
2020-03-16	ga	0	0	0	Goa
2020-03-17	ga	0	0	0	Goa
2020-03-18	ga	0	0	0	Goa
2020-03-19	ga	0	0	0	Goa
2020-03-20	ga	0	0	0	Goa
2020-03-21	ga	0	0	0	Goa
2020-03-22	ga	0	0	0	Goa
2020-03-23	ga	0	0	0	Goa
2020-03-24	ga	0	0	0	Goa
2020-03-25	ga	3	0	0	Goa
2020-03-26	ga	3	0	0	Goa
2020-03-27	ga	3	0	0	Goa
2020-03-28	ga	3	0	0	Goa
2020-03-29	ga	5	0	0	Goa
2020-03-30	ga	5	0	0	Goa
2020-03-31	ga	5	0	0	Goa
2020-04-01	ga	5	0	0	Goa
2020-04-02	ga	5	0	0	Goa
2020-04-03	ga	6	0	0	Goa
2020-04-04	ga	7	0	0	Goa
2020-04-05	ga	7	0	0	Goa
2020-04-06	ga	7	0	0	Goa
2020-04-07	ga	7	0	0	Goa
2020-04-08	ga	7	0	0	Goa
2020-04-09	ga	7	0	0	Goa
2020-04-10	ga	7	0	1	Goa
2020-04-11	ga	7	0	5	Goa
2020-04-12	ga	7	0	5	Goa
2020-04-13	ga	7	0	5	Goa
2020-04-14	ga	7	0	5	Goa
2020-04-15	ga	7	0	6	Goa
2020-04-16	ga	7	0	6	Goa
2020-04-17	ga	7	0	6	Goa
2020-04-18	ga	7	0	6	Goa
2020-03-15	gj	0	0	0	Gujarat
2020-03-16	gj	0	0	0	Gujarat
2020-03-17	gj	0	0	0	Gujarat
2020-03-18	gj	0	0	0	Gujarat
2020-03-19	gj	2	0	0	Gujarat
2020-03-20	gj	7	0	0	Gujarat
2020-03-21	gj	14	0	0	Gujarat
2020-03-22	gj	18	1	0	Gujarat
2020-03-23	gj	30	1	0	Gujarat
2020-03-24	gj	34	1	0	Gujarat
2020-03-25	gj	38	1	0	Gujarat
2020-03-26	gj	43	3	0	Gujarat
2020-03-27	gj	47	3	0	Gujarat
2020-03-28	gj	55	4	0	Gujarat
2020-03-29	gj	63	5	1	Gujarat
2020-03-30	gj	70	6	3	Gujarat
2020-03-31	gj	74	6	5	Gujarat
2020-04-01	gj	87	6	5	Gujarat
2020-04-02	gj	88	7	10	Gujarat
2020-04-03	gj	95	9	10	Gujarat
2020-04-04	gj	108	10	13	Gujarat
2020-04-05	gj	128	11	21	Gujarat
2020-04-06	gj	146	12	22	Gujarat
2020-04-07	gj	175	14	25	Gujarat
2020-04-08	gj	186	16	25	Gujarat
2020-04-09	gj	262	18	26	Gujarat
2020-04-10	gj	378	19	33	Gujarat
2020-04-11	gj	468	22	44	Gujarat
2020-04-12	gj	516	24	44	Gujarat
2020-04-13	gj	572	26	54	Gujarat
2020-04-14	gj	650	28	59	Gujarat
2020-04-15	gj	766	33	64	Gujarat
2020-04-16	gj	929	36	73	Gujarat
2020-04-17	gj	1099	41	86	Gujarat
2020-04-18	gj	1376	53	93	Gujarat
2020-03-15	hp	0	0	0	Himachal Pradesh
2020-03-16	hp	0	0	0	Himachal Pradesh
2020-03-17	hp	0	0	0	Himachal Pradesh
2020-03-18	hp	0	0	0	Himachal Pradesh
2020-03-19	hp	0	0	0	Himachal Pradesh
2020-03-20	hp	2	0	0	Himachal Pradesh
2020-03-21	hp	2	0	0	Himachal Pradesh
2020-03-22	hp	2	0	0	Himachal Pradesh
2020-03-23	hp	3	1	0	Himachal Pradesh
2020-03-24	hp	3	1	0	Himachal Pradesh
2020-03-25	hp	3	1	0	Himachal Pradesh
2020-03-26	hp	3	1	0	Himachal Pradesh
2020-03-27	hp	3	1	1	Himachal Pradesh
2020-03-28	hp	3	1	2	Himachal Pradesh
2020-03-29	hp	3	1	2	Himachal Pradesh
2020-03-30	hp	3	1	2	Himachal Pradesh
2020-03-31	hp	3	1	2	Himachal Pradesh
2020-04-01	hp	3	1	2	Himachal Pradesh
2020-04-02	hp	6	1	2	Himachal Pradesh
2020-04-03	hp	6	2	2	Himachal Pradesh
2020-04-04	hp	13	2	2	Himachal Pradesh
2020-04-05	hp	14	2	2	Himachal Pradesh
2020-04-06	hp	18	2	2	Himachal Pradesh
2020-04-07	hp	27	2	3	Himachal Pradesh
2020-04-08	hp	27	2	3	Himachal Pradesh
2020-04-09	hp	28	2	3	Himachal Pradesh
2020-04-10	hp	28	2	3	Himachal Pradesh
2020-04-11	hp	32	2	9	Himachal Pradesh
2020-04-12	hp	32	2	13	Himachal Pradesh
2020-04-13	hp	32	2	13	Himachal Pradesh
2020-04-14	hp	33	2	14	Himachal Pradesh
2020-04-15	hp	35	2	14	Himachal Pradesh
2020-04-16	hp	35	2	17	Himachal Pradesh
2020-04-17	hp	38	2	17	Himachal Pradesh
2020-04-18	hp	39	2	17	Himachal Pradesh
2020-03-15	hr	14	0	0	Haryana
2020-03-16	hr	14	0	0	Haryana
2020-03-17	hr	15	0	0	Haryana
2020-03-18	hr	16	0	0	Haryana
2020-03-19	hr	17	0	0	Haryana
2020-03-20	hr	19	0	0	Haryana
2020-03-21	hr	21	0	0	Haryana
2020-03-22	hr	21	0	0	Haryana
2020-03-23	hr	28	0	11	Haryana
2020-03-24	hr	30	0	11	Haryana
2020-03-25	hr	31	0	11	Haryana
2020-03-26	hr	32	0	11	Haryana
2020-03-27	hr	33	0	11	Haryana
2020-03-28	hr	35	0	11	Haryana
2020-03-29	hr	35	0	11	Haryana
2020-03-30	hr	36	0	17	Haryana
2020-03-31	hr	43	0	17	Haryana
2020-04-01	hr	43	0	27	Haryana
2020-04-02	hr	49	0	27	Haryana
2020-04-03	hr	58	0	27	Haryana
2020-04-04	hr	84	0	28	Haryana
2020-04-05	hr	90	0	28	Haryana
2020-04-06	hr	110	2	28	Haryana
2020-04-07	hr	143	2	30	Haryana
2020-04-08	hr	167	2	31	Haryana
2020-04-09	hr	170	2	31	Haryana
2020-04-10	hr	176	2	35	Haryana
2020-04-11	hr	179	2	35	Haryana
2020-04-12	hr	195	3	43	Haryana
2020-04-13	hr	196	3	50	Haryana
2020-04-14	hr	198	3	54	Haryana
2020-04-15	hr	204	3	56	Haryana
2020-04-16	hr	215	3	64	Haryana
2020-04-17	hr	223	3	85	Haryana
2020-04-18	hr	232	3	99	Haryana
2020-03-15	jh	0	0	0	Jharkhand
2020-03-16	jh	0	0	0	Jharkhand
2020-03-17	jh	0	0	0	Jharkhand
2020-03-18	jh	0	0	0	Jharkhand
2020-03-19	jh	0	0	0	Jharkhand
2020-03-20	jh	0	0	0	Jharkhand
2020-03-21	jh	0	0	0	Jharkhand
2020-03-22	jh	0	0	0	Jharkhand
2020-03-23	jh	0	0	0	Jharkhand
2020-03-24	jh	0	0	0	Jharkhand
2020-03-25	jh	0	0	0	Jharkhand
2020-03-26	jh	0	0	0	Jharkhand
2020-03-27	jh	0	0	0	Jharkhand
2020-03-28	jh	0	0	0	Jharkhand
2020-03-29	jh	0	0	0	Jharkhand
2020-03-30	jh	0	0	0	Jharkhand
2020-03-31	jh	1	0	0	Jharkhand
2020-04-01	jh	1	0	0	Jharkhand
2020-04-02	jh	2	0	0	Jharkhand
2020-04-03	jh	2	0	0	Jharkhand
2020-04-04	jh	2	0	0	Jharkhand
2020-04-05	jh	3	0	0	Jharkhand
2020-04-06	jh	4	0	0	Jharkhand
2020-04-07	jh	4	0	0	Jharkhand
2020-04-08	jh	4	0	0	Jharkhand
2020-04-09	jh	13	1	0	Jharkhand
2020-04-10	jh	14	1	0	Jharkhand
2020-04-11	jh	17	1	0	Jharkhand
2020-04-12	jh	19	2	0	Jharkhand
2020-04-13	jh	24	2	0	Jharkhand
2020-04-14	jh	27	2	0	Jharkhand
2020-04-15	jh	28	2	0	Jharkhand
2020-04-16	jh	29	2	0	Jharkhand
2020-04-17	jh	32	2	0	Jharkhand
2020-04-18	jh	33	2	0	Jharkhand
2020-03-15	jk	2	0	0	Jammu and Kashmir
2020-03-16	jk	3	0	0	Jammu and Kashmir
2020-03-17	jk	3	0	0	Jammu and Kashmir
2020-03-18	jk	4	0	0	Jammu and Kashmir
2020-03-19	jk	4	0	0	Jammu and Kashmir
2020-03-20	jk	4	0	0	Jammu and Kashmir
2020-03-21	jk	4	0	0	Jammu and Kashmir
2020-03-22	jk	4	0	0	Jammu and Kashmir
2020-03-23	jk	4	0	0	Jammu and Kashmir
2020-03-24	jk	6	0	0	Jammu and Kashmir
2020-03-25	jk	11	0	1	Jammu and Kashmir
2020-03-26	jk	14	1	1	Jammu and Kashmir
2020-03-27	jk	20	1	1	Jammu and Kashmir
2020-03-28	jk	33	1	1	Jammu and Kashmir
2020-03-29	jk	38	1	1	Jammu and Kashmir
2020-03-30	jk	49	1	1	Jammu and Kashmir
2020-03-31	jk	55	2	1	Jammu and Kashmir
2020-04-01	jk	62	2	2	Jammu and Kashmir
2020-04-02	jk	70	2	3	Jammu and Kashmir
2020-04-03	jk	75	2	3	Jammu and Kashmir
2020-04-04	jk	92	2	3	Jammu and Kashmir
2020-04-05	jk	106	2	4	Jammu and Kashmir
2020-04-06	jk	109	2	4	Jammu and Kashmir
2020-04-07	jk	125	3	4	Jammu and Kashmir
2020-04-08	jk	158	3	6	Jammu and Kashmir
2020-04-09	jk	184	4	6	Jammu and Kashmir
2020-04-10	jk	207	4	6	Jammu and Kashmir
2020-04-11	jk	224	4	6	Jammu and Kashmir
2020-04-12	jk	245	4	6	Jammu and Kashmir
2020-04-13	jk	270	4	16	Jammu and Kashmir
2020-04-14	jk	278	4	30	Jammu and Kashmir
2020-04-15	jk	300	4	36	Jammu and Kashmir
2020-04-16	jk	314	4	38	Jammu and Kashmir
2020-04-17	jk	328	5	42	Jammu and Kashmir
2020-04-18	jk	341	5	51	Jammu and Kashmir
2020-03-15	ka	6	1	0	Karnataka
2020-03-16	ka	7	1	0	Karnataka
2020-03-17	ka	9	1	0	Karnataka
2020-03-18	ka	14	1	0	Karnataka
2020-03-19	ka	15	1	0	Karnataka
2020-03-20	ka	15	1	1	Karnataka
2020-03-21	ka	20	1	1	Karnataka
2020-03-22	ka	26	1	1	Karnataka
2020-03-23	ka	33	1	2	Karnataka
2020-03-24	ka	41	1	3	Karnataka
2020-03-25	ka	51	1	3	Karnataka
2020-03-26	ka	55	2	3	Karnataka
2020-03-27	ka	64	3	5	Karnataka
2020-03-28	ka	81	3	5	Karnataka
2020-03-29	ka	83	3	5	Karnataka
2020-03-30	ka	88	3	6	Karnataka
2020-03-31	ka	101	3	8	Karnataka
2020-04-01	ka	110	3	9	Karnataka
2020-04-02	ka	124	3	11	Karnataka
2020-04-03	ka	128	4	11	Karnataka
2020-04-04	ka	144	4	11	Karnataka
2020-04-05	ka	151	4	12	Karnataka
2020-04-06	ka	163	4	20	Karnataka
2020-04-07	ka	175	4	25	Karnataka
