Dates	variable	value	upper_ci	color	type
2020-03-15	True	NA	NA	Observed	solid
2020-03-16	True	0	NA	Observed	solid
2020-03-17	True	0	NA	Observed	solid
2020-03-18	True	0	NA	Observed	solid
2020-03-19	True	0	NA	Observed	solid
2020-03-20	True	2	NA	Observed	solid
2020-03-21	True	0	NA	Observed	solid
2020-03-22	True	0	NA	Observed	solid
2020-03-23	True	1	NA	Observed	solid
2020-03-23	mod_2	499	NA	Soc. Dist. + Travel Ban	solid
2020-03-23	mod_2_up	499	NA	NA	solid
2020-03-23	mod_3	499	NA	No Intervention	solid
2020-03-23	mod_3_up	499	NA	NA	solid
2020-03-23	mod_4	499	NA	Moderate return	solid
2020-03-23	mod_4_up	499	NA	NA	solid
2020-03-23	mod_5	499	NA	Normal (pre-intervention)	solid
2020-03-23	mod_5_up	499	NA	NA	solid
2020-03-23	mod_6	499	NA	Cautious return	solid
2020-03-23	mod_6_up	499	NA	NA	solid
2020-03-24	True	0	NA	Observed	solid
2020-03-25	True	0	NA	Observed	solid
2020-03-26	True	0	NA	Observed	solid
2020-03-27	True	0	NA	Observed	solid
2020-03-28	True	0	NA	Observed	solid
2020-03-29	True	0	NA	Observed	solid
2020-03-30	True	0	NA	Observed	solid
2020-03-31	True	0	NA	Observed	solid
2020-04-01	True	0	NA	Observed	solid
2020-04-02	True	3	NA	Observed	solid
2020-04-03	True	0	NA	Observed	solid
2020-04-04	True	7	NA	Observed	solid
2020-04-05	True	1	NA	Observed	solid
2020-04-06	True	4	NA	Observed	solid
2020-04-07	True	9	NA	Observed	solid
2020-04-08	True	0	NA	Observed	solid
2020-04-09	True	1	NA	Observed	solid
2020-04-10	True	0	NA	Observed	solid
2020-04-11	True	4	NA	Observed	solid
2020-04-12	True	0	NA	Observed	solid
2020-04-13	True	0	NA	Observed	solid
2020-04-14	True	1	NA	Observed	solid
2020-04-15	True	2	NA	Observed	solid
2020-04-16	True	0	NA	Observed	solid
2020-04-17	True	3	NA	Observed	solid
2020-04-18	True	1	NA	Observed	solid
2020-04-19	True	0	NA	Observed	solid
2020-04-20	True	0	NA	Observed	solid
2020-04-21	True	0	NA	Observed	solid
2020-04-22	True	0	NA	Observed	solid
2020-04-23	True	1	NA	Observed	solid
2020-04-24	True	0	NA	Observed	solid
2020-04-25	True	0	NA	Observed	solid
2020-04-26	True	0	NA	Observed	solid
2020-04-27	True	0	NA	Observed	solid
2020-04-28	True	0	NA	Observed	solid
2020-04-29	True	0	NA	Observed	solid
2020-04-30	True	0	NA	Observed	solid
2020-05-01	True	0	NA	Observed	solid
2020-05-02	True	0	NA	Observed	solid
2020-05-03	True	0	NA	Observed	solid
2020-05-04	True	1	NA	Observed	solid
2020-05-05	True	1	NA	Observed	solid
2020-05-06	True	1	NA	Observed	solid
2020-05-07	True	3	NA	Observed	solid
2020-05-08	True	4	NA	Observed	solid
2020-05-09	True	2	NA	Observed	solid
2020-05-10	True	6	NA	Observed	solid
2020-05-11	True	1	NA	Observed	solid
2020-05-12	mod_2	NA	NA	Soc. Dist. + Travel Ban	solid
2020-05-12	mod_3	NA	NA	No Intervention	solid
2020-05-12	mod_4	NA	NA	Moderate return	solid
2020-05-12	mod_5	NA	NA	Normal (pre-intervention)	solid
2020-05-12	mod_6	NA	NA	Cautious return	solid
2020-05-13	mod_2	7	39	Soc. Dist. + Travel Ban	solid
2020-05-13	mod_3	9	50	No Intervention	solid
2020-05-13	mod_4	4	25	Moderate return	solid
2020-05-13	mod_5	4	28	Normal (pre-intervention)	solid
2020-05-13	mod_6	4	30	Cautious return	solid
2020-05-14	mod_2	6	41	Soc. Dist. + Travel Ban	solid
2020-05-14	mod_3	10	55	No Intervention	solid
2020-05-14	mod_4	3	30	Moderate return	solid
2020-05-14	mod_5	4	28	Normal (pre-intervention)	solid
2020-05-14	mod_6	3	24	Cautious return	solid
2020-05-15	mod_2	8	41	Soc. Dist. + Travel Ban	solid
2020-05-15	mod_3	12	61	No Intervention	solid
2020-05-15	mod_4	4	26	Moderate return	solid
2020-05-15	mod_5	4	34	Normal (pre-intervention)	solid
2020-05-15	mod_6	3	27	Cautious return	solid
2020-05-16	mod_2	7	52	Soc. Dist. + Travel Ban	solid
2020-05-16	mod_3	14	81	No Intervention	solid
2020-05-16	mod_4	3	28	Moderate return	solid
2020-05-16	mod_5	4	30	Normal (pre-intervention)	solid
2020-05-16	mod_6	4	26	Cautious return	solid
2020-05-17	mod_2	9	51	Soc. Dist. + Travel Ban	solid
2020-05-17	mod_3	16	94	No Intervention	solid
2020-05-17	mod_4	4	28	Moderate return	solid
2020-05-17	mod_5	5	31	Normal (pre-intervention)	solid
2020-05-17	mod_6	3	25	Cautious return	solid
2020-05-18	mod_2	9	57	Soc. Dist. + Travel Ban	solid
2020-05-18	mod_3	20	118	No Intervention	solid
2020-05-18	mod_4	4	27	Moderate return	solid
2020-05-18	mod_5	5	36	Normal (pre-intervention)	solid
2020-05-18	mod_6	3	29	Cautious return	solid
2020-05-19	mod_2	9	65	Soc. Dist. + Travel Ban	solid
2020-05-19	mod_3	22	144	No Intervention	solid
2020-05-19	mod_4	4	33	Moderate return	solid
2020-05-19	mod_5	5	39	Normal (pre-intervention)	solid
2020-05-19	mod_6	3	26	Cautious return	solid
2020-05-20	mod_2	10	69	Soc. Dist. + Travel Ban	solid
2020-05-20	mod_3	27	178	No Intervention	solid
2020-05-20	mod_4	4	37	Moderate return	solid
2020-05-20	mod_5	5	41	Normal (pre-intervention)	solid
2020-05-20	mod_6	4	26	Cautious return	solid
2020-05-21	mod_2	11	74	Soc. Dist. + Travel Ban	solid
2020-05-21	mod_3	33	213	No Intervention	solid
2020-05-21	mod_4	4	31	Moderate return	solid
2020-05-21	mod_5	6	50	Normal (pre-intervention)	solid
2020-05-21	mod_6	3	31	Cautious return	solid
2020-05-22	mod_2	13	88	Soc. Dist. + Travel Ban	solid
2020-05-22	mod_3	40	279	No Intervention	solid
2020-05-22	mod_4	4	35	Moderate return	solid
2020-05-22	mod_5	7	50	Normal (pre-intervention)	solid
2020-05-22	mod_6	3	31	Cautious return	solid
2020-05-23	mod_2	13	105	Soc. Dist. + Travel Ban	solid
2020-05-23	mod_3	49	341	No Intervention	solid
2020-05-23	mod_4	5	41	Moderate return	solid
2020-05-23	mod_5	7	63	Normal (pre-intervention)	solid
2020-05-23	mod_6	4	33	Cautious return	solid
2020-05-24	mod_2	14	100	Soc. Dist. + Travel Ban	solid
2020-05-24	mod_3	61	432	No Intervention	solid
2020-05-24	mod_4	5	41	Moderate return	solid
2020-05-24	mod_5	9	67	Normal (pre-intervention)	solid
