Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,160183,947022,Soc. Dist. + Travel Ban,solid,Apr 30,"160,183","947,022","Apr 30: 160,183 projected total cases<br>Projection upper CI: 947,022 cases<br>"
2020-04-30,mod_4,10601,82966,Moderate return,solid,Apr 30,"10,601","82,966","Apr 30: 10,601 projected total cases<br>Projection upper CI: 82,966 cases<br>"
2020-04-30,mod_5,10983,85527,Normal (pre-intervention),solid,Apr 30,"10,983","85,527","Apr 30: 10,983 projected total cases<br>Projection upper CI: 85,527 cases<br>"
2020-04-30,mod_6,10333,80014,Cautious return,solid,Apr 30,"10,333","80,014","Apr 30: 10,333 projected total cases<br>Projection upper CI: 80,014 cases<br>"
2020-05-01,mod_2,197425,1165111,Soc. Dist. + Travel Ban,solid,May 01,"197,425","1,165,111","May 01: 197,425 projected total cases<br>Projection upper CI: 1,165,111 cases<br>"
2020-05-01,mod_4,10953,86508,Moderate return,solid,May 01,"10,953","86,508","May 01: 10,953 projected total cases<br>Projection upper CI: 86,508 cases<br>"
2020-05-01,mod_5,11478,90197,Normal (pre-intervention),solid,May 01,"11,478","90,197","May 01: 11,478 projected total cases<br>Projection upper CI: 90,197 cases<br>"
2020-05-01,mod_6,10615,82588,Cautious return,solid,May 01,"10,615","82,588","May 01: 10,615 projected total cases<br>Projection upper CI: 82,588 cases<br>"
2020-05-02,mod_2,242094,1434296,Soc. Dist. + Travel Ban,solid,May 02,"242,094","1,434,296","May 02: 242,094 projected total cases<br>Projection upper CI: 1,434,296 cases<br>"
2020-05-02,mod_4,11340,89629,Moderate return,solid,May 02,"11,340","89,629","May 02: 11,340 projected total cases<br>Projection upper CI: 89,629 cases<br>"
2020-05-02,mod_5,12062,95642,Normal (pre-intervention),solid,May 02,"12,062","95,642","May 02: 12,062 projected total cases<br>Projection upper CI: 95,642 cases<br>"
2020-05-02,mod_6,10900,85817,Cautious return,solid,May 02,"10,900","85,817","May 02: 10,900 projected total cases<br>Projection upper CI: 85,817 cases<br>"
2020-05-03,mod_2,295104,1763479,Soc. Dist. + Travel Ban,solid,May 03,"295,104","1,763,479","May 03: 295,104 projected total cases<br>Projection upper CI: 1,763,479 cases<br>"
2020-05-03,mod_4,11775,93590,Moderate return,solid,May 03,"11,775","93,590","May 03: 11,775 projected total cases<br>Projection upper CI: 93,590 cases<br>"
2020-05-03,mod_5,12769,101632,Normal (pre-intervention),solid,May 03,"12,769","101,632","May 03: 12,769 projected total cases<br>Projection upper CI: 101,632 cases<br>"
2020-05-03,mod_6,11212,88955,Cautious return,solid,May 03,"11,212","88,955","May 03: 11,212 projected total cases<br>Projection upper CI: 88,955 cases<br>"
2020-05-04,mod_2,357072,2171642,Soc. Dist. + Travel Ban,solid,May 04,"357,072","2,171,642","May 04: 357,072 projected total cases<br>Projection upper CI: 2,171,642 cases<br>"
2020-05-04,mod_4,12269,97699,Moderate return,solid,May 04,"12,269","97,699","May 04: 12,269 projected total cases<br>Projection upper CI: 97,699 cases<br>"
2020-05-04,mod_5,13639,108904,Normal (pre-intervention),solid,May 04,"13,639","108,904","May 04: 13,639 projected total cases<br>Projection upper CI: 108,904 cases<br>"
2020-05-04,mod_6,11545,91182,Cautious return,solid,May 04,"11,545","91,182","May 04: 11,545 projected total cases<br>Projection upper CI: 91,182 cases<br>"
2020-05-05,mod_2,428659,2674045,Soc. Dist. + Travel Ban,solid,May 05,"428,659","2,674,045","May 05: 428,659 projected total cases<br>Projection upper CI: 2,674,045 cases<br>"
2020-05-05,mod_4,12855,103224,Moderate return,solid,May 05,"12,855","103,224","May 05: 12,855 projected total cases<br>Projection upper CI: 103,224 cases<br>"
2020-05-05,mod_5,14733,117974,Normal (pre-intervention),solid,May 05,"14,733","117,974","May 05: 14,733 projected total cases<br>Projection upper CI: 117,974 cases<br>"
2020-05-05,mod_6,11908,94871,Cautious return,solid,May 05,"11,908","94,871","May 05: 11,908 projected total cases<br>Projection upper CI: 94,871 cases<br>"
2020-05-06,mod_2,510503,3288197,Soc. Dist. + Travel Ban,solid,May 06,"510,503","3,288,197","May 06: 510,503 projected total cases<br>Projection upper CI: 3,288,197 cases<br>"
2020-05-06,mod_4,13517,108201,Moderate return,solid,May 06,"13,517","108,201","May 06: 13,517 projected total cases<br>Projection upper CI: 108,201 cases<br>"
2020-05-06,mod_5,16133,126682,Normal (pre-intervention),solid,May 06,"16,133","126,682","May 06: 16,133 projected total cases<br>Projection upper CI: 126,682 cases<br>"
2020-05-06,mod_6,12305,98330,Cautious return,solid,May 06,"12,305","98,330","May 06: 12,305 projected total cases<br>Projection upper CI: 98,330 cases<br>"
2020-05-07,mod_2,602802,4053737,Soc. Dist. + Travel Ban,solid,May 07,"602,802","4,053,737","May 07: 602,802 projected total cases<br>Projection upper CI: 4,053,737 cases<br>"
2020-05-07,mod_4,14294,113503,Moderate return,solid,May 07,"14,294","113,503","May 07: 14,294 projected total cases<br>Projection upper CI: 113,503 cases<br>"
2020-05-07,mod_5,17982,138166,Normal (pre-intervention),solid,May 07,"17,982","138,166","May 07: 17,982 projected total cases<br>Projection upper CI: 138,166 cases<br>"
2020-05-07,mod_6,12737,102971,Cautious return,solid,May 07,"12,737","102,971","May 07: 12,737 projected total cases<br>Projection upper CI: 102,971 cases<br>"
2020-05-08,mod_2,706001,4961842,Soc. Dist. + Travel Ban,solid,May 08,"706,001","4,961,842","May 08: 706,001 projected total cases<br>Projection upper CI: 4,961,842 cases<br>"
