Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,56547,354704,Soc. Dist. + Travel Ban,solid,Apr 30,"56,547","354,704","Apr 30: 56,547 projected total cases<br>Projection upper CI: 354,704 cases<br>"
2020-04-30,mod_4,12330,89634,Moderate return,solid,Apr 30,"12,330","89,634","Apr 30: 12,330 projected total cases<br>Projection upper CI: 89,634 cases<br>"
2020-04-30,mod_5,12396,89324,Normal (pre-intervention),solid,Apr 30,"12,396","89,324","Apr 30: 12,396 projected total cases<br>Projection upper CI: 89,324 cases<br>"
2020-04-30,mod_6,12331,89566,Cautious return,solid,Apr 30,"12,331","89,566","Apr 30: 12,331 projected total cases<br>Projection upper CI: 89,566 cases<br>"
2020-05-01,mod_2,66189,407707,Soc. Dist. + Travel Ban,solid,May 01,"66,189","407,707","May 01: 66,189 projected total cases<br>Projection upper CI: 407,707 cases<br>"
2020-05-01,mod_4,12598,91586,Moderate return,solid,May 01,"12,598","91,586","May 01: 12,598 projected total cases<br>Projection upper CI: 91,586 cases<br>"
2020-05-01,mod_5,12681,92191,Normal (pre-intervention),solid,May 01,"12,681","92,191","May 01: 12,681 projected total cases<br>Projection upper CI: 92,191 cases<br>"
2020-05-01,mod_6,12597,91280,Cautious return,solid,May 01,"12,597","91,280","May 01: 12,597 projected total cases<br>Projection upper CI: 91,280 cases<br>"
2020-05-02,mod_2,77715,473255,Soc. Dist. + Travel Ban,solid,May 02,"77,715","473,255","May 02: 77,715 projected total cases<br>Projection upper CI: 473,255 cases<br>"
2020-05-02,mod_4,12885,94429,Moderate return,solid,May 02,"12,885","94,429","May 02: 12,885 projected total cases<br>Projection upper CI: 94,429 cases<br>"
2020-05-02,mod_5,12988,94710,Normal (pre-intervention),solid,May 02,"12,988","94,710","May 02: 12,988 projected total cases<br>Projection upper CI: 94,710 cases<br>"
2020-05-02,mod_6,12869,94764,Cautious return,solid,May 02,"12,869","94,764","May 02: 12,869 projected total cases<br>Projection upper CI: 94,764 cases<br>"
2020-05-03,mod_2,91389,543283,Soc. Dist. + Travel Ban,solid,May 03,"91,389","543,283","May 03: 91,389 projected total cases<br>Projection upper CI: 543,283 cases<br>"
2020-05-03,mod_4,13183,96996,Moderate return,solid,May 03,"13,183","96,996","May 03: 13,183 projected total cases<br>Projection upper CI: 96,996 cases<br>"
2020-05-03,mod_5,13348,98338,Normal (pre-intervention),solid,May 03,"13,348","98,338","May 03: 13,348 projected total cases<br>Projection upper CI: 98,338 cases<br>"
2020-05-03,mod_6,13148,97097,Cautious return,solid,May 03,"13,148","97,097","May 03: 13,148 projected total cases<br>Projection upper CI: 97,097 cases<br>"
2020-05-04,mod_2,107550,625886,Soc. Dist. + Travel Ban,solid,May 04,"107,550","625,886","May 04: 107,550 projected total cases<br>Projection upper CI: 625,886 cases<br>"
2020-05-04,mod_4,13505,100359,Moderate return,solid,May 04,"13,505","100,359","May 04: 13,505 projected total cases<br>Projection upper CI: 100,359 cases<br>"
2020-05-04,mod_5,13737,101106,Normal (pre-intervention),solid,May 04,"13,737","101,106","May 04: 13,737 projected total cases<br>Projection upper CI: 101,106 cases<br>"
