Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-03-01,True,3,NA,Observed,solid,Mar  1,3,"NA",FALSE,Mar  1: 3 observed cases
2020-03-02,True,5,NA,Observed,solid,Mar  2,5,"NA",FALSE,Mar  2: 5 observed cases
2020-03-03,True,5,NA,Observed,solid,Mar  3,5,"NA",FALSE,Mar  3: 5 observed cases
2020-03-04,True,28,NA,Observed,solid,Mar  4,28,"NA",FALSE,Mar  4: 28 observed cases
2020-03-05,True,30,NA,Observed,solid,Mar  5,30,"NA",FALSE,Mar  5: 30 observed cases
2020-03-06,True,31,NA,Observed,solid,Mar  6,31,"NA",FALSE,Mar  6: 31 observed cases
2020-03-07,True,34,NA,Observed,solid,Mar  7,34,"NA",FALSE,Mar  7: 34 observed cases
2020-03-08,True,39,NA,Observed,solid,Mar  8,39,"NA",FALSE,Mar  8: 39 observed cases
2020-03-09,True,43,NA,Observed,solid,Mar  9,43,"NA",FALSE,Mar  9: 43 observed cases
2020-03-10,True,56,NA,Observed,solid,Mar 10,56,"NA",FALSE,Mar 10: 56 observed cases
2020-03-11,True,62,NA,Observed,solid,Mar 11,62,"NA",FALSE,Mar 11: 62 observed cases
2020-03-12,True,73,NA,Observed,solid,Mar 12,73,"NA",FALSE,Mar 12: 73 observed cases
2020-03-13,True,82,NA,Observed,solid,Mar 13,82,"NA",FALSE,Mar 13: 82 observed cases
2020-03-14,True,102,NA,Observed,solid,Mar 14,102,"NA",FALSE,Mar 14: 102 observed cases
2020-03-15,True,113,NA,Observed,solid,Mar 15,113,"NA",FALSE,Mar 15: 113 observed cases
2020-03-16,True,119,NA,Observed,solid,Mar 16,119,"NA",FALSE,Mar 16: 119 observed cases
2020-03-17,True,142,NA,Observed,solid,Mar 17,142,"NA",FALSE,Mar 17: 142 observed cases
2020-03-18,True,156,NA,Observed,solid,Mar 18,156,"NA",FALSE,Mar 18: 156 observed cases
2020-03-19,True,194,NA,Observed,solid,Mar 19,194,"NA",FALSE,Mar 19: 194 observed cases
2020-03-20,True,244,NA,Observed,solid,Mar 20,244,"NA",FALSE,Mar 20: 244 observed cases
2020-03-21,True,330,NA,Observed,solid,Mar 21,330,"NA",FALSE,Mar 21: 330 observed cases
2020-03-22,True,396,NA,Observed,solid,Mar 22,396,"NA",FALSE,Mar 22: 396 observed cases
2020-03-23,True,499,NA,Observed,solid,Mar 23,499,"NA",FALSE,Mar 23: 499 observed cases
2020-03-24,True,536,NA,Observed,solid,Mar 24,536,"NA",FALSE,Mar 24: 536 observed cases
2020-03-25,True,657,NA,Observed,solid,Mar 25,657,"NA",FALSE,Mar 25: 657 observed cases
2020-03-26,True,727,NA,Observed,solid,Mar 26,727,"NA",FALSE,Mar 26: 727 observed cases
2020-03-27,True,887,NA,Observed,solid,Mar 27,887,"NA",FALSE,Mar 27: 887 observed cases
2020-03-28,True,987,NA,Observed,solid,Mar 28,987,"NA",FALSE,Mar 28: 987 observed cases
2020-03-29,True,1024,NA,Observed,solid,Mar 29,"1,024","NA",FALSE,"Mar 29: 1,024 observed cases"
2020-03-30,True,1251,NA,Observed,solid,Mar 30,"1,251","NA",FALSE,"Mar 30: 1,251 observed cases"
2020-03-31,True,1397,NA,Observed,solid,Mar 31,"1,397","NA",FALSE,"Mar 31: 1,397 observed cases"
2020-04-01,True,1998,NA,Observed,solid,Apr  1,"1,998","NA",FALSE,"Apr  1: 1,998 observed cases"
2020-04-02,mod_2,1729,13386,Social distancing,solid,Apr  2,"1,729","13,386",FALSE,"Apr  2: 1,729 projected cases<br>Projection upper CI: 13,386 cases<br>"
2020-04-02,mod_3,1819,13822,No intervention,solid,Apr  2,"1,819","13,822",FALSE,"Apr  2: 1,819 projected cases<br>Projection upper CI: 13,822 cases<br>"
2020-04-02,mod_4,1720,13155,Lockdown with moderate release,solid,Apr  2,"1,720","13,155",TRUE,"Apr  2: 1,720 projected cases<br>Projection upper CI: 13,155 cases<br>"
2020-04-03,mod_2,1873,14241,Social distancing,solid,Apr  3,"1,873","14,241",FALSE,"Apr  3: 1,873 projected cases<br>Projection upper CI: 14,241 cases<br>"
2020-04-03,mod_3,2049,15099,No intervention,solid,Apr  3,"2,049","15,099",FALSE,"Apr  3: 2,049 projected cases<br>Projection upper CI: 15,099 cases<br>"
2020-04-03,mod_4,1843,14180,Lockdown with moderate release,solid,Apr  3,"1,843","14,180",TRUE,"Apr  3: 1,843 projected cases<br>Projection upper CI: 14,180 cases<br>"
2020-04-04,mod_2,2025,15327,Social distancing,solid,Apr  4,"2,025","15,327",FALSE,"Apr  4: 2,025 projected cases<br>Projection upper CI: 15,327 cases<br>"
2020-04-04,mod_3,2311,16445,No intervention,solid,Apr  4,"2,311","16,445",FALSE,"Apr  4: 2,311 projected cases<br>Projection upper CI: 16,445 cases<br>"
2020-04-04,mod_4,1958,14946,Lockdown with moderate release,solid,Apr  4,"1,958","14,946",TRUE,"Apr  4: 1,958 projected cases<br>Projection upper CI: 14,946 cases<br>"
2020-04-05,mod_2,2189,16375,Social distancing,solid,Apr  5,"2,189","16,375",FALSE,"Apr  5: 2,189 projected cases<br>Projection upper CI: 16,375 cases<br>"
2020-04-05,mod_3,2616,18387,No intervention,solid,Apr  5,"2,616","18,387",FALSE,"Apr  5: 2,616 projected cases<br>Projection upper CI: 18,387 cases<br>"
2020-04-05,mod_4,2064,15619,Lockdown with moderate release,solid,Apr  5,"2,064","15,619",TRUE,"Apr  5: 2,064 projected cases<br>Projection upper CI: 15,619 cases<br>"
2020-04-06,mod_2,2365,17482,Social distancing,solid,Apr  6,"2,365","17,482",FALSE,"Apr  6: 2,365 projected cases<br>Projection upper CI: 17,482 cases<br>"
2020-04-06,mod_3,2976,20484,No intervention,solid,Apr  6,"2,976","20,484",FALSE,"Apr  6: 2,976 projected cases<br>Projection upper CI: 20,484 cases<br>"
2020-04-06,mod_4,2162,16381,Lockdown with moderate release,solid,Apr  6,"2,162","16,381",TRUE,"Apr  6: 2,162 projected cases<br>Projection upper CI: 16,381 cases<br>"
2020-04-07,mod_2,2555,18780,Social distancing,solid,Apr  7,"2,555","18,780",FALSE,"Apr  7: 2,555 projected cases<br>Projection upper CI: 18,780 cases<br>"
2020-04-07,mod_3,3411,23269,No intervention,solid,Apr  7,"3,411","23,269",FALSE,"Apr  7: 3,411 projected cases<br>Projection upper CI: 23,269 cases<br>"
2020-04-07,mod_4,2249,17014,Lockdown with moderate release,solid,Apr  7,"2,249","17,014",TRUE,"Apr  7: 2,249 projected cases<br>Projection upper CI: 17,014 cases<br>"
2020-04-08,mod_2,2759,20003,Social distancing,solid,Apr  8,"2,759","20,003",FALSE,"Apr  8: 2,759 projected cases<br>Projection upper CI: 20,003 cases<br>"
2020-04-08,mod_3,3939,26654,No intervention,solid,Apr  8,"3,939","26,654",FALSE,"Apr  8: 3,939 projected cases<br>Projection upper CI: 26,654 cases<br>"
2020-04-08,mod_4,2328,17523,Lockdown with moderate release,solid,Apr  8,"2,328","17,523",TRUE,"Apr  8: 2,328 projected cases<br>Projection upper CI: 17,523 cases<br>"
2020-04-09,mod_2,2980,21763,Social distancing,solid,Apr  9,"2,980","21,763",FALSE,"Apr  9: 2,980 projected cases<br>Projection upper CI: 21,763 cases<br>"
2020-04-09,mod_3,4598,31142,No intervention,solid,Apr  9,"4,598","31,142",FALSE,"Apr  9: 4,598 projected cases<br>Projection upper CI: 31,142 cases<br>"
2020-04-09,mod_4,2403,18223,Lockdown with moderate release,solid,Apr  9,"2,403","18,223",TRUE,"Apr  9: 2,403 projected cases<br>Projection upper CI: 18,223 cases<br>"
