Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-04-30,mod_2,35796,192985,Soc. Dist. + Travel Ban,solid,Apr 30,"35,796","192,985","Apr 30: 35,796 projected total cases<br>Projection upper CI: 192,985 cases<br>"
2020-04-30,mod_4,3951,31979,Moderate return,solid,Apr 30,"3,951","31,979","Apr 30: 3,951 projected total cases<br>Projection upper CI: 31,979 cases<br>"
2020-04-30,mod_5,4048,33289,Normal (pre-intervention),solid,Apr 30,"4,048","33,289","Apr 30: 4,048 projected total cases<br>Projection upper CI: 33,289 cases<br>"
2020-04-30,mod_6,3848,31423,Cautious return,solid,Apr 30,"3,848","31,423","Apr 30: 3,848 projected total cases<br>Projection upper CI: 31,423 cases<br>"
2020-05-01,mod_2,41324,219146,Soc. Dist. + Travel Ban,solid,May 01,"41,324","219,146","May 01: 41,324 projected total cases<br>Projection upper CI: 219,146 cases<br>"
2020-05-01,mod_4,4070,33226,Moderate return,solid,May 01,"4,070","33,226","May 01: 4,070 projected total cases<br>Projection upper CI: 33,226 cases<br>"
2020-05-01,mod_5,4216,34636,Normal (pre-intervention),solid,May 01,"4,216","34,636","May 01: 4,216 projected total cases<br>Projection upper CI: 34,636 cases<br>"
2020-05-01,mod_6,3941,32361,Cautious return,solid,May 01,"3,941","32,361","May 01: 3,941 projected total cases<br>Projection upper CI: 32,361 cases<br>"
2020-05-02,mod_2,47556,249276,Soc. Dist. + Travel Ban,solid,May 02,"47,556","249,276","May 02: 47,556 projected total cases<br>Projection upper CI: 249,276 cases<br>"
2020-05-02,mod_4,4205,34396,Moderate return,solid,May 02,"4,205","34,396","May 02: 4,205 projected total cases<br>Projection upper CI: 34,396 cases<br>"
2020-05-02,mod_5,4412,36124,Normal (pre-intervention),solid,May 02,"4,412","36,124","May 02: 4,412 projected total cases<br>Projection upper CI: 36,124 cases<br>"
2020-05-02,mod_6,4037,32874,Cautious return,solid,May 02,"4,037","32,874","May 02: 4,037 projected total cases<br>Projection upper CI: 32,874 cases<br>"
