Date	dateymd	State	Cases	Deaths	Recovered	Name
2020-06-09	2020-06-09	an	34	0	33	Andaman and Nicobar Islands
2020-06-10	2020-06-10	an	35	0	33	Andaman and Nicobar Islands
2020-06-11	2020-06-11	an	38	0	33	Andaman and Nicobar Islands
2020-06-12	2020-06-12	an	38	0	33	Andaman and Nicobar Islands
2020-06-13	2020-06-13	an	38	0	33	Andaman and Nicobar Islands
2020-06-14	2020-06-14	an	40	0	33	Andaman and Nicobar Islands
2020-06-15	2020-06-15	an	41	0	33	Andaman and Nicobar Islands
2020-06-16	2020-06-16	an	44	0	33	Andaman and Nicobar Islands
2020-06-17	2020-06-17	an	44	0	33	Andaman and Nicobar Islands
2020-06-18	2020-06-18	an	45	0	35	Andaman and Nicobar Islands
2020-06-19	2020-06-19	an	47	0	35	Andaman and Nicobar Islands
2020-06-20	2020-06-20	an	47	0	35	Andaman and Nicobar Islands
2020-06-21	2020-06-21	an	48	0	37	Andaman and Nicobar Islands
2020-06-22	2020-06-22	an	48	0	37	Andaman and Nicobar Islands
2020-06-23	2020-06-23	an	50	0	40	Andaman and Nicobar Islands
2020-06-24	2020-06-24	an	56	0	41	Andaman and Nicobar Islands
2020-06-25	2020-06-25	an	58	0	41	Andaman and Nicobar Islands
2020-06-26	2020-06-26	an	72	0	43	Andaman and Nicobar Islands
2020-06-27	2020-06-27	an	72	0	43	Andaman and Nicobar Islands
2020-06-28	2020-06-28	an	83	0	45	Andaman and Nicobar Islands
2020-06-29	2020-06-29	an	90	0	45	Andaman and Nicobar Islands
2020-06-30	2020-06-30	an	97	0	45	Andaman and Nicobar Islands
2020-07-01	2020-07-01	an	100	0	50	Andaman and Nicobar Islands
2020-07-02	2020-07-02	an	109	0	51	Andaman and Nicobar Islands
2020-07-03	2020-07-03	an	116	0	54	Andaman and Nicobar Islands
2020-07-04	2020-07-04	an	119	0	66	Andaman and Nicobar Islands
2020-07-05	2020-07-05	an	125	0	72	Andaman and Nicobar Islands
2020-07-06	2020-07-06	an	141	0	74	Andaman and Nicobar Islands
2020-07-07	2020-07-07	an	147	0	74	Andaman and Nicobar Islands
2020-07-08	2020-07-08	an	149	0	74	Andaman and Nicobar Islands
2020-07-09	2020-07-09	an	156	0	83	Andaman and Nicobar Islands
2020-07-10	2020-07-10	an	156	0	92	Andaman and Nicobar Islands
2020-07-11	2020-07-11	an	156	0	92	Andaman and Nicobar Islands
2020-07-12	2020-07-12	an	163	0	100	Andaman and Nicobar Islands
2020-07-13	2020-07-13	an	166	0	109	Andaman and Nicobar Islands
2020-07-14	2020-07-14	an	171	0	129	Andaman and Nicobar Islands
2020-07-15	2020-07-15	an	176	0	130	Andaman and Nicobar Islands
2020-07-16	2020-07-16	an	180	0	133	Andaman and Nicobar Islands
2020-07-17	2020-07-17	an	180	0	133	Andaman and Nicobar Islands
2020-07-18	2020-07-18	an	184	0	136	Andaman and Nicobar Islands
2020-07-19	2020-07-19	an	199	0	136	Andaman and Nicobar Islands
2020-07-20	2020-07-20	an	203	0	142	Andaman and Nicobar Islands
2020-07-21	2020-07-21	an	208	0	150	Andaman and Nicobar Islands
2020-07-22	2020-07-22	an	217	0	154	Andaman and Nicobar Islands
2020-07-23	2020-07-23	an	236	0	161	Andaman and Nicobar Islands
2020-07-24	2020-07-24	an	255	0	165	Andaman and Nicobar Islands
2020-07-25	2020-07-25	an	286	0	167	Andaman and Nicobar Islands
2020-07-26	2020-07-26	an	314	0	171	Andaman and Nicobar Islands
2020-07-27	2020-07-27	an	334	1	183	Andaman and Nicobar Islands
2020-07-28	2020-07-28	an	359	1	187	Andaman and Nicobar Islands
2020-07-29	2020-07-29	an	424	2	192	Andaman and Nicobar Islands
2020-07-30	2020-07-30	an	466	3	192	Andaman and Nicobar Islands
2020-07-31	2020-07-31	an	544	5	205	Andaman and Nicobar Islands
2020-08-01	2020-08-01	an	632	7	217	Andaman and Nicobar Islands
2020-08-02	2020-08-02	an	730	8	233	Andaman and Nicobar Islands
2020-08-03	2020-08-03	an	826	10	254	Andaman and Nicobar Islands
2020-08-04	2020-08-04	an	924	12	268	Andaman and Nicobar Islands
2020-08-05	2020-08-05	an	1023	14	317	Andaman and Nicobar Islands
2020-08-06	2020-08-06	an	1119	16	346	Andaman and Nicobar Islands
2020-08-07	2020-08-07	an	1218	19	416	Andaman and Nicobar Islands
2020-08-08	2020-08-08	an	1347	20	491	Andaman and Nicobar Islands
2020-08-09	2020-08-09	an	1486	20	639	Andaman and Nicobar Islands
2020-08-10	2020-08-10	an	1621	20	700	Andaman and Nicobar Islands
2020-08-11	2020-08-11	an	1760	21	740	Andaman and Nicobar Islands
2020-08-12	2020-08-12	an	1896	21	820	Andaman and Nicobar Islands
2020-08-13	2020-08-13	an	2033	22	915	Andaman and Nicobar Islands
2020-08-14	2020-08-14	an	2182	24	1023	Andaman and Nicobar Islands
2020-08-15	2020-08-15	an	2302	24	1119	Andaman and Nicobar Islands
2020-08-16	2020-08-16	an	2395	28	1217	Andaman and Nicobar Islands
2020-08-17	2020-08-17	an	2441	29	1316	Andaman and Nicobar Islands
2020-08-18	2020-08-18	an	2525	30	1412	Andaman and Nicobar Islands
2020-08-19	2020-08-19	an	2600	30	1520	Andaman and Nicobar Islands
2020-08-20	2020-08-20	an	2676	31	1629	Andaman and Nicobar Islands
2020-08-21	2020-08-21	an	2743	32	1735	Andaman and Nicobar Islands
2020-08-22	2020-08-22	an	2804	32	1844	Andaman and Nicobar Islands
2020-08-23	2020-08-23	an	2856	33	1954	Andaman and Nicobar Islands
2020-08-24	2020-08-24	an	2900	35	2083	Andaman and Nicobar Islands
2020-08-25	2020-08-25	an	2941	37	2222	Andaman and Nicobar Islands
2020-08-26	2020-08-26	an	2981	41	2300	Andaman and Nicobar Islands
2020-08-27	2020-08-27	an	3014	42	2365	Andaman and Nicobar Islands
2020-08-28	2020-08-28	an	3046	42	2435	Andaman and Nicobar Islands
2020-08-29	2020-08-29	an	3077	44	2510	Andaman and Nicobar Islands
2020-08-30	2020-08-30	an	3100	45	2577	Andaman and Nicobar Islands
2020-08-31	2020-08-31	an	3128	46	2638	Andaman and Nicobar Islands
2020-10-01	2020-10-01	an	3141	46	2653	Andaman and Nicobar Islands
2020-10-02	2020-10-02	an	3151	46	2661	Andaman and Nicobar Islands
2020-10-03	2020-10-03	an	3161	46	2672	Andaman and Nicobar Islands
2020-10-04	2020-10-04	an	3177	46	2679	Andaman and Nicobar Islands
2020-10-05	2020-10-05	an	3192	47	2689	Andaman and Nicobar Islands
2020-10-06	2020-10-06	an	3205	47	2708	Andaman and Nicobar Islands
2020-10-07	2020-10-07	an	3228	47	2726	Andaman and Nicobar Islands
2020-10-08	2020-10-08	an	3245	48	2737	Andaman and Nicobar Islands
2020-10-09	2020-10-09	an	3269	48	2754	Andaman and Nicobar Islands
2020-10-10	2020-10-10	an	3285	48	2774	Andaman and Nicobar Islands
2020-10-11	2020-10-11	an	3298	48	2794	Andaman and Nicobar Islands
2020-10-12	2020-10-12	an	3316	48	2800	Andaman and Nicobar Islands
2020-10-13	2020-10-13	an	3329	48	2812	Andaman and Nicobar Islands
2020-10-14	2020-10-14	an	3339	48	2826	Andaman and Nicobar Islands
2020-10-15	2020-10-15	an	3355	48	2847	Andaman and Nicobar Islands
2020-10-16	2020-10-16	an	3365	49	2861	Andaman and Nicobar Islands
2020-10-17	2020-10-17	an	3376	49	2878	Andaman and Nicobar Islands
2020-10-18	2020-10-18	an	3401	49	2898	Andaman and Nicobar Islands
2020-10-19	2020-10-19	an	3419	49	2922	Andaman and Nicobar Islands
2020-10-20	2020-10-20	an	3434	49	2932	Andaman and Nicobar Islands
2020-10-21	2020-10-21	an	3461	49	2943	Andaman and Nicobar Islands
2020-10-22	2020-10-22	an	3477	50	2967	Andaman and Nicobar Islands
2020-10-23	2020-10-23	an	3500	51	2975	Andaman and Nicobar Islands
2020-10-24	2020-10-24	an	3518	51	2998	Andaman and Nicobar Islands
2020-10-25	2020-10-25	an	3538	51	3013	Andaman and Nicobar Islands
2020-10-26	2020-10-26	an	3546	51	3027	Andaman and Nicobar Islands
2020-10-27	2020-10-27	an	3567	51	3049	Andaman and Nicobar Islands
2020-10-28	2020-10-28	an	3582	51	3069	Andaman and Nicobar Islands
2020-10-29	2020-10-29	an	3598	52	3084	Andaman and Nicobar Islands
2020-10-30	2020-10-30	an	3610	52	3106	Andaman and Nicobar Islands
2020-10-31	2020-10-31	an	3625	52	3130	Andaman and Nicobar Islands
2020-11-01	2020-11-01	an	3633	53	3142	Andaman and Nicobar Islands
2020-11-02	2020-11-02	an	3645	53	3162	Andaman and Nicobar Islands
2020-11-03	2020-11-03	an	3665	53	3183	Andaman and Nicobar Islands
2020-11-04	2020-11-04	an	3682	53	3193	Andaman and Nicobar Islands
2020-11-05	2020-11-05	an	3696	53	3205	Andaman and Nicobar Islands
2020-11-06	2020-11-06	an	3713	53	3224	Andaman and Nicobar Islands
2020-11-07	2020-11-07	an	3734	53	3236	Andaman and Nicobar Islands
2020-11-08	2020-11-08	an	3743	53	3251	Andaman and Nicobar Islands
2020-11-09	2020-11-09	an	3756	53	3269	Andaman and Nicobar Islands
2020-11-10	2020-11-10	an	3770	53	3285	Andaman and Nicobar Islands
2020-11-11	2020-11-11	an	3787	53	3297	Andaman and Nicobar Islands
2020-11-12	2020-11-12	an	3800	54	3312	Andaman and Nicobar Islands
2020-11-13	2020-11-13	an	3811	54	3334	Andaman and Nicobar Islands
2020-11-14	2020-11-14	an	3820	54	3345	Andaman and Nicobar Islands
2020-11-15	2020-11-15	an	3829	54	3360	Andaman and Nicobar Islands
2020-11-16	2020-11-16	an	3850	54	3376	Andaman and Nicobar Islands
2020-11-17	2020-11-17	an	3867	54	3393	Andaman and Nicobar Islands
2020-11-18	2020-11-18	an	3886	54	3408	Andaman and Nicobar Islands
2020-11-19	2020-11-19	an	3897	54	3428	Andaman and Nicobar Islands
2020-11-20	2020-11-20	an	3910	54	3438	Andaman and Nicobar Islands
2020-11-21	2020-11-21	an	3924	54	3458	Andaman and Nicobar Islands
2020-11-22	2020-11-22	an	3934	54	3470	Andaman and Nicobar Islands
2020-11-23	2020-11-23	an	3949	54	3483	Andaman and Nicobar Islands
2020-11-24	2020-11-24	an	3960	54	3494	Andaman and Nicobar Islands
2020-11-25	2020-11-25	an	3970	54	3509	Andaman and Nicobar Islands
2020-11-26	2020-11-26	an	3975	54	3521	Andaman and Nicobar Islands
2020-11-27	2020-11-27	an	3982	54	3538	Andaman and Nicobar Islands
2020-11-28	2020-11-28	an	3991	54	3548	Andaman and Nicobar Islands
2020-11-29	2020-11-29	an	3997	54	3567	Andaman and Nicobar Islands
2020-11-30	2020-11-30	an	4003	54	3580	Andaman and Nicobar Islands
2020-12-01	2020-12-01	an	4011	54	3596	Andaman and Nicobar Islands
2020-12-02	2020-12-02	an	4016	54	3613	Andaman and Nicobar Islands
2020-12-03	2020-12-03	an	4022	54	3627	Andaman and Nicobar Islands
2020-12-04	2020-12-04	an	4035	54	3641	Andaman and Nicobar Islands
2020-12-05	2020-12-05	an	4040	54	3646	Andaman and Nicobar Islands
2020-12-06	2020-12-06	an	4051	54	3654	Andaman and Nicobar Islands
2020-12-07	2020-12-07	an	4066	54	3661	Andaman and Nicobar Islands
2020-12-08	2020-12-08	an	4071	54	3677	Andaman and Nicobar Islands
2020-12-09	2020-12-09	an	4076	54	3677	Andaman and Nicobar Islands
2020-12-10	2020-12-10	an	4084	54	3682	Andaman and Nicobar Islands
2020-12-11	2020-12-11	an	4091	54	3689	Andaman and Nicobar Islands
2020-12-12	2020-12-12	an	4098	54	3695	Andaman and Nicobar Islands
2020-12-13	2020-12-13	an	4111	54	3703	Andaman and Nicobar Islands
2020-12-14	2020-12-14	an	4127	54	3711	Andaman and Nicobar Islands
2020-12-15	2020-12-15	an	4135	54	3718	Andaman and Nicobar Islands
2020-12-16	2020-12-16	an	4143	54	3728	Andaman and Nicobar Islands
2020-12-17	2020-12-17	an	4153	54	3737	Andaman and Nicobar Islands
2020-12-18	2020-12-18	an	4162	54	3742	Andaman and Nicobar Islands
2020-12-19	2020-12-19	an	4168	54	3749	Andaman and Nicobar Islands
2020-12-20	2020-12-20	an	4174	54	3762	Andaman and Nicobar Islands
2020-12-21	2020-12-21	an	4181	55	3770	Andaman and Nicobar Islands
2020-12-22	2020-12-22	an	4186	55	3779	Andaman and Nicobar Islands
2020-12-23	2020-12-23	an	4189	55	3791	Andaman and Nicobar Islands
2020-12-24	2020-12-24	an	4194	55	3805	Andaman and Nicobar Islands
2020-12-25	2020-12-25	an	4205	55	3811	Andaman and Nicobar Islands
2020-12-26	2020-12-26	an	4205	55	3819	Andaman and Nicobar Islands
2020-12-27	2020-12-27	an	4217	55	3828	Andaman and Nicobar Islands
2020-12-28	2020-12-28	an	4222	55	3833	Andaman and Nicobar Islands
2020-03-15	2020-03-15	ap	1	0	0	Andhra Pradesh
2020-03-16	2020-03-16	ap	1	0	0	Andhra Pradesh
2020-03-17	2020-03-17	ap	1	0	0	Andhra Pradesh
2020-03-18	2020-03-18	ap	1	0	0	Andhra Pradesh
2020-03-19	2020-03-19	ap	3	0	0	Andhra Pradesh
2020-03-20	2020-03-20	ap	3	0	0	Andhra Pradesh
2020-03-21	2020-03-21	ap	5	0	0	Andhra Pradesh
2020-03-22	2020-03-22	ap	6	0	0	Andhra Pradesh
2020-03-23	2020-03-23	ap	7	0	0	Andhra Pradesh
2020-03-24	2020-03-24	ap	8	0	0	Andhra Pradesh
2020-03-25	2020-03-25	ap	10	0	1	Andhra Pradesh
2020-03-26	2020-03-26	ap	11	0	1	Andhra Pradesh
2020-03-27	2020-03-27	ap	13	0	1	Andhra Pradesh
2020-03-28	2020-03-28	ap	19	0	1	Andhra Pradesh
2020-03-29	2020-03-29	ap	21	0	1	Andhra Pradesh
2020-03-30	2020-03-30	ap	23	0	1	Andhra Pradesh
2020-03-31	2020-03-31	ap	44	0	1	Andhra Pradesh
2020-04-01	2020-04-01	ap	111	0	2	Andhra Pradesh
2020-04-02	2020-04-02	ap	149	0	2	Andhra Pradesh
2020-04-03	2020-04-03	ap	164	1	2	Andhra Pradesh
2020-04-04	2020-04-04	ap	192	1	2	Andhra Pradesh
2020-04-05	2020-04-05	ap	256	1	5	Andhra Pradesh
2020-04-06	2020-04-06	ap	303	3	5	Andhra Pradesh
2020-04-07	2020-04-07	ap	314	4	5	Andhra Pradesh
2020-04-08	2020-04-08	ap	348	4	6	Andhra Pradesh
2020-04-09	2020-04-09	ap	363	6	10	Andhra Pradesh
2020-04-10	2020-04-10	ap	381	6	10	Andhra Pradesh
2020-04-11	2020-04-11	ap	405	6	10	Andhra Pradesh
2020-04-12	2020-04-12	ap	420	7	12	Andhra Pradesh
2020-04-13	2020-04-13	ap	439	7	12	Andhra Pradesh
2020-04-14	2020-04-14	ap	484	11	16	Andhra Pradesh
2020-04-15	2020-04-15	ap	525	14	20	Andhra Pradesh
2020-04-16	2020-04-16	ap	534	14	20	Andhra Pradesh
2020-04-17	2020-04-17	ap	572	14	35	Andhra Pradesh
2020-04-18	2020-04-18	ap	603	16	42	Andhra Pradesh
2020-04-19	2020-04-19	ap	647	17	65	Andhra Pradesh
2020-04-20	2020-04-20	ap	722	20	92	Andhra Pradesh
2020-04-21	2020-04-21	ap	757	22	96	Andhra Pradesh
2020-04-22	2020-04-22	ap	813	24	120	Andhra Pradesh
2020-04-23	2020-04-23	ap	893	27	141	Andhra Pradesh
2020-04-24	2020-04-24	ap	955	29	145	Andhra Pradesh
2020-04-25	2020-04-25	ap	1016	31	171	Andhra Pradesh
2020-04-26	2020-04-26	ap	1097	31	231	Andhra Pradesh
2020-04-27	2020-04-27	ap	1177	31	235	Andhra Pradesh
2020-04-28	2020-04-28	ap	1259	31	258	Andhra Pradesh
2020-04-29	2020-04-29	ap	1332	31	287	Andhra Pradesh
2020-04-30	2020-04-30	ap	1403	31	321	Andhra Pradesh
2020-05-01	2020-05-01	ap	1463	33	403	Andhra Pradesh
2020-05-02	2020-05-02	ap	1525	33	441	Andhra Pradesh
2020-05-03	2020-05-03	ap	1583	33	488	Andhra Pradesh
2020-05-04	2020-05-04	ap	1650	33	524	Andhra Pradesh
2020-05-05	2020-05-05	ap	1717	34	589	Andhra Pradesh
2020-05-06	2020-05-06	ap	1777	36	729	Andhra Pradesh
2020-05-07	2020-05-07	ap	1833	38	780	Andhra Pradesh
2020-05-08	2020-05-08	ap	1887	41	842	Andhra Pradesh
2020-05-09	2020-05-09	ap	1930	44	887	Andhra Pradesh
2020-05-10	2020-05-10	ap	1980	45	925	Andhra Pradesh
2020-05-11	2020-05-11	ap	2018	45	998	Andhra Pradesh
2020-05-12	2020-05-12	ap	2089	46	1056	Andhra Pradesh
2020-05-13	2020-05-13	ap	2137	47	1142	Andhra Pradesh
2020-05-14	2020-05-14	ap	2205	48	1192	Andhra Pradesh
2020-05-15	2020-05-15	ap	2307	48	1252	Andhra Pradesh
2020-05-16	2020-05-16	ap	2355	49	1353	Andhra Pradesh
2020-05-17	2020-05-17	ap	2380	50	1456	Andhra Pradesh
2020-05-18	2020-05-18	ap	2432	50	1552	Andhra Pradesh
2020-05-19	2020-05-19	ap	2489	52	1621	Andhra Pradesh
2020-05-20	2020-05-20	ap	2560	53	1664	Andhra Pradesh
2020-05-21	2020-05-21	ap	2605	54	1705	Andhra Pradesh
2020-05-22	2020-05-22	ap	2667	55	1731	Andhra Pradesh
2020-05-23	2020-05-23	ap	2714	56	1779	Andhra Pradesh
2020-05-24	2020-05-24	ap	2780	56	1841	Andhra Pradesh
2020-05-25	2020-05-25	ap	2886	56	1892	Andhra Pradesh
2020-05-26	2020-05-26	ap	2983	57	2017	Andhra Pradesh
2020-05-27	2020-05-27	ap	3117	58	2065	Andhra Pradesh
2020-05-28	2020-05-28	ap	3245	59	2133	Andhra Pradesh
2020-05-29	2020-05-29	ap	3330	60	2234	Andhra Pradesh
2020-05-30	2020-05-30	ap	3461	60	2289	Andhra Pradesh
2020-05-31	2020-05-31	ap	3571	62	2340	Andhra Pradesh
2020-06-01	2020-06-01	ap	3676	64	2374	Andhra Pradesh
2020-06-02	2020-06-02	ap	3791	64	2414	Andhra Pradesh
2020-06-03	2020-06-03	ap	3971	68	2464	Andhra Pradesh
2020-06-04	2020-06-04	ap	4112	71	2529	Andhra Pradesh
2020-06-05	2020-06-05	ap	4250	73	2565	Andhra Pradesh
2020-06-06	2020-06-06	ap	4460	73	2640	Andhra Pradesh
2020-06-07	2020-06-07	ap	4659	75	2669	Andhra Pradesh
2020-06-08	2020-06-08	ap	4813	75	2711	Andhra Pradesh
2020-06-09	2020-06-09	ap	4882	77	2759	Andhra Pradesh
2020-06-10	2020-06-10	ap	5247	78	2869	Andhra Pradesh
2020-06-11	2020-06-11	ap	5429	80	2968	Andhra Pradesh
2020-06-12	2020-06-12	ap	5636	80	3091	Andhra Pradesh
2020-06-13	2020-06-13	ap	5858	82	3185	Andhra Pradesh
2020-06-14	2020-06-14	ap	6152	84	3316	Andhra Pradesh
2020-06-15	2020-06-15	ap	6456	86	3385	Andhra Pradesh
2020-06-16	2020-06-16	ap	6720	88	3513	Andhra Pradesh
2020-06-17	2020-06-17	ap	7071	90	3641	Andhra Pradesh
2020-06-18	2020-06-18	ap	7496	92	3772	Andhra Pradesh
2020-06-19	2020-06-19	ap	7961	96	3905	Andhra Pradesh
2020-06-20	2020-06-20	ap	8452	101	4111	Andhra Pradesh
2020-06-21	2020-06-21	ap	8929	106	4307	Andhra Pradesh
2020-06-22	2020-06-22	ap	9372	111	4435	Andhra Pradesh
2020-06-23	2020-06-23	ap	9834	119	4592	Andhra Pradesh
2020-06-24	2020-06-24	ap	10331	129	4779	Andhra Pradesh
2020-06-25	2020-06-25	ap	10884	136	4988	Andhra Pradesh
2020-06-26	2020-06-26	ap	11489	146	5196	Andhra Pradesh
2020-06-27	2020-06-27	ap	12285	157	5480	Andhra Pradesh
2020-06-28	2020-06-28	ap	13098	169	5908	Andhra Pradesh
2020-06-29	2020-06-29	ap	13891	180	6232	Andhra Pradesh
2020-06-30	2020-06-30	ap	14595	187	6511	Andhra Pradesh
2020-07-01	2020-07-01	ap	15252	193	6988	Andhra Pradesh
2020-07-02	2020-07-02	ap	16097	198	7313	Andhra Pradesh
2020-07-03	2020-07-03	ap	16934	206	7632	Andhra Pradesh
2020-07-04	2020-07-04	ap	17699	218	8008	Andhra Pradesh
2020-07-05	2020-07-05	ap	18697	232	8422	Andhra Pradesh
2020-07-06	2020-07-06	ap	20019	239	8920	Andhra Pradesh
2020-07-07	2020-07-07	ap	21197	252	9745	Andhra Pradesh
2020-07-08	2020-07-08	ap	22259	264	11101	Andhra Pradesh
2020-07-09	2020-07-09	ap	23814	277	12154	Andhra Pradesh
2020-07-10	2020-07-10	ap	25422	292	13194	Andhra Pradesh
2020-07-11	2020-07-11	ap	27235	309	14393	Andhra Pradesh
2020-07-12	2020-07-12	ap	29168	328	15412	Andhra Pradesh
2020-07-13	2020-07-13	ap	31103	365	16464	Andhra Pradesh
2020-07-14	2020-07-14	ap	33019	408	17467	Andhra Pradesh
2020-07-15	2020-07-15	ap	35451	452	18378	Andhra Pradesh
2020-07-16	2020-07-16	ap	38044	492	19393	Andhra Pradesh
2020-07-17	2020-07-17	ap	40646	534	20298	Andhra Pradesh
2020-07-18	2020-07-18	ap	44609	586	21763	Andhra Pradesh
2020-07-19	2020-07-19	ap	49650	642	22890	Andhra Pradesh
2020-07-20	2020-07-20	ap	53724	696	24228	Andhra Pradesh
