Date	State	Cases	Deaths	Recovered	Name
2020-04-28	an	33	0	15	Andaman and Nicobar Islands
2020-04-29	an	33	0	15	Andaman and Nicobar Islands
2020-04-30	an	33	0	16	Andaman and Nicobar Islands
2020-05-01	an	33	0	16	Andaman and Nicobar Islands
2020-05-02	an	33	0	26	Andaman and Nicobar Islands
2020-05-03	an	33	0	32	Andaman and Nicobar Islands
2020-05-04	an	33	0	32	Andaman and Nicobar Islands
2020-05-05	an	33	0	32	Andaman and Nicobar Islands
2020-05-06	an	33	0	32	Andaman and Nicobar Islands
2020-05-07	an	33	0	33	Andaman and Nicobar Islands
2020-05-08	an	33	0	33	Andaman and Nicobar Islands
2020-05-09	an	33	0	33	Andaman and Nicobar Islands
2020-05-10	an	33	0	33	Andaman and Nicobar Islands
2020-05-11	an	33	0	33	Andaman and Nicobar Islands
2020-05-12	an	33	0	33	Andaman and Nicobar Islands
2020-05-13	an	33	0	33	Andaman and Nicobar Islands
2020-05-14	an	33	0	33	Andaman and Nicobar Islands
2020-05-15	an	33	0	33	Andaman and Nicobar Islands
2020-05-16	an	33	0	33	Andaman and Nicobar Islands
2020-05-17	an	33	0	33	Andaman and Nicobar Islands
2020-05-18	an	33	0	33	Andaman and Nicobar Islands
2020-05-19	an	33	0	33	Andaman and Nicobar Islands
2020-05-20	an	33	0	33	Andaman and Nicobar Islands
2020-05-21	an	33	0	33	Andaman and Nicobar Islands
2020-05-22	an	33	0	33	Andaman and Nicobar Islands
2020-05-23	an	33	0	33	Andaman and Nicobar Islands
2020-05-24	an	33	0	33	Andaman and Nicobar Islands
2020-05-25	an	33	0	33	Andaman and Nicobar Islands
2020-05-26	an	33	0	33	Andaman and Nicobar Islands
2020-05-27	an	33	0	33	Andaman and Nicobar Islands
2020-05-28	an	33	0	33	Andaman and Nicobar Islands
2020-05-29	an	33	0	33	Andaman and Nicobar Islands
2020-05-30	an	33	0	33	Andaman and Nicobar Islands
2020-05-31	an	33	0	33	Andaman and Nicobar Islands
2020-06-01	an	33	0	33	Andaman and Nicobar Islands
2020-06-02	an	33	0	33	Andaman and Nicobar Islands
2020-06-03	an	33	0	33	Andaman and Nicobar Islands
2020-06-04	an	33	0	33	Andaman and Nicobar Islands
2020-06-05	an	33	0	33	Andaman and Nicobar Islands
2020-06-06	an	33	0	33	Andaman and Nicobar Islands
2020-06-07	an	33	0	33	Andaman and Nicobar Islands
2020-06-08	an	33	0	33	Andaman and Nicobar Islands
2020-06-09	an	34	0	33	Andaman and Nicobar Islands
2020-06-10	an	35	0	33	Andaman and Nicobar Islands
2020-06-11	an	38	0	33	Andaman and Nicobar Islands
2020-06-12	an	38	0	33	Andaman and Nicobar Islands
2020-06-13	an	38	0	33	Andaman and Nicobar Islands
2020-06-14	an	40	0	33	Andaman and Nicobar Islands
2020-06-15	an	41	0	33	Andaman and Nicobar Islands
2020-06-16	an	44	0	33	Andaman and Nicobar Islands
2020-06-17	an	44	0	33	Andaman and Nicobar Islands
2020-06-18	an	45	0	35	Andaman and Nicobar Islands
2020-06-19	an	47	0	35	Andaman and Nicobar Islands
2020-06-20	an	47	0	35	Andaman and Nicobar Islands
2020-06-21	an	48	0	37	Andaman and Nicobar Islands
2020-06-22	an	48	0	37	Andaman and Nicobar Islands
2020-06-23	an	50	0	40	Andaman and Nicobar Islands
2020-06-24	an	56	0	41	Andaman and Nicobar Islands
2020-06-25	an	58	0	41	Andaman and Nicobar Islands
2020-06-26	an	72	0	43	Andaman and Nicobar Islands
2020-06-27	an	72	0	43	Andaman and Nicobar Islands
2020-06-28	an	83	0	45	Andaman and Nicobar Islands
2020-06-29	an	90	0	45	Andaman and Nicobar Islands
2020-06-30	an	97	0	45	Andaman and Nicobar Islands
2020-07-01	an	100	0	50	Andaman and Nicobar Islands
2020-07-02	an	109	0	51	Andaman and Nicobar Islands
2020-07-03	an	116	0	54	Andaman and Nicobar Islands
2020-07-04	an	119	0	66	Andaman and Nicobar Islands
2020-07-05	an	125	0	72	Andaman and Nicobar Islands
2020-07-06	an	141	0	74	Andaman and Nicobar Islands
2020-07-07	an	147	0	74	Andaman and Nicobar Islands
2020-03-15	ap	1	0	0	Andhra Pradesh
2020-03-16	ap	1	0	0	Andhra Pradesh
2020-03-17	ap	1	0	0	Andhra Pradesh
2020-03-18	ap	1	0	0	Andhra Pradesh
2020-03-19	ap	3	0	0	Andhra Pradesh
2020-03-20	ap	3	0	0	Andhra Pradesh
2020-03-21	ap	5	0	0	Andhra Pradesh
2020-03-22	ap	6	0	0	Andhra Pradesh
2020-03-23	ap	7	0	0	Andhra Pradesh
2020-03-24	ap	8	0	0	Andhra Pradesh
2020-03-25	ap	10	0	1	Andhra Pradesh
2020-03-26	ap	11	0	1	Andhra Pradesh
2020-03-27	ap	13	0	1	Andhra Pradesh
2020-03-28	ap	19	0	1	Andhra Pradesh
2020-03-29	ap	21	0	1	Andhra Pradesh
2020-03-30	ap	23	0	1	Andhra Pradesh
2020-03-31	ap	44	0	1	Andhra Pradesh
2020-04-01	ap	111	0	2	Andhra Pradesh
2020-04-02	ap	149	0	2	Andhra Pradesh
2020-04-03	ap	164	1	2	Andhra Pradesh
2020-04-04	ap	192	1	2	Andhra Pradesh
2020-04-05	ap	256	1	5	Andhra Pradesh
2020-04-06	ap	303	3	5	Andhra Pradesh
2020-04-07	ap	314	4	5	Andhra Pradesh
2020-04-08	ap	348	4	6	Andhra Pradesh
2020-04-09	ap	363	6	10	Andhra Pradesh
2020-04-10	ap	381	6	10	Andhra Pradesh
2020-04-11	ap	405	6	10	Andhra Pradesh
2020-04-12	ap	420	7	12	Andhra Pradesh
2020-04-13	ap	439	7	12	Andhra Pradesh
2020-04-14	ap	484	11	16	Andhra Pradesh
2020-04-15	ap	525	14	20	Andhra Pradesh
2020-04-16	ap	534	14	20	Andhra Pradesh
2020-04-17	ap	572	14	35	Andhra Pradesh
2020-04-18	ap	603	16	42	Andhra Pradesh
2020-04-19	ap	647	17	65	Andhra Pradesh
2020-04-20	ap	722	20	92	Andhra Pradesh
2020-04-21	ap	757	22	96	Andhra Pradesh
2020-04-22	ap	813	24	120	Andhra Pradesh
2020-04-23	ap	893	27	141	Andhra Pradesh
2020-04-24	ap	955	29	145	Andhra Pradesh
2020-04-25	ap	1016	31	171	Andhra Pradesh
2020-04-26	ap	1097	31	231	Andhra Pradesh
2020-04-27	ap	1177	31	235	Andhra Pradesh
2020-04-28	ap	1259	31	258	Andhra Pradesh
2020-04-29	ap	1332	31	287	Andhra Pradesh
2020-04-30	ap	1403	31	321	Andhra Pradesh
2020-05-01	ap	1463	33	403	Andhra Pradesh
2020-05-02	ap	1525	33	441	Andhra Pradesh
2020-05-03	ap	1583	33	488	Andhra Pradesh
2020-05-04	ap	1650	33	524	Andhra Pradesh
2020-05-05	ap	1717	34	589	Andhra Pradesh
2020-05-06	ap	1777	36	729	Andhra Pradesh
2020-05-07	ap	1833	38	780	Andhra Pradesh
2020-05-08	ap	1887	41	842	Andhra Pradesh
2020-05-09	ap	1930	44	887	Andhra Pradesh
2020-05-10	ap	1980	45	925	Andhra Pradesh
2020-05-11	ap	2018	45	998	Andhra Pradesh
2020-05-12	ap	2089	46	1056	Andhra Pradesh
2020-05-13	ap	2137	47	1142	Andhra Pradesh
2020-05-14	ap	2205	48	1192	Andhra Pradesh
2020-05-15	ap	2307	48	1252	Andhra Pradesh
2020-05-16	ap	2355	49	1353	Andhra Pradesh
2020-05-17	ap	2380	50	1456	Andhra Pradesh
2020-05-18	ap	2432	50	1552	Andhra Pradesh
2020-05-19	ap	2489	52	1621	Andhra Pradesh
2020-05-20	ap	2560	53	1664	Andhra Pradesh
2020-05-21	ap	2605	54	1705	Andhra Pradesh
2020-05-22	ap	2667	55	1731	Andhra Pradesh
2020-05-23	ap	2714	56	1779	Andhra Pradesh
2020-05-24	ap	2780	56	1841	Andhra Pradesh
2020-05-25	ap	2886	56	1892	Andhra Pradesh
2020-05-26	ap	2983	57	2017	Andhra Pradesh
2020-05-27	ap	3117	58	2065	Andhra Pradesh
2020-05-28	ap	3245	59	2133	Andhra Pradesh
2020-05-29	ap	3330	60	2234	Andhra Pradesh
2020-05-30	ap	3461	60	2289	Andhra Pradesh
2020-05-31	ap	3571	62	2340	Andhra Pradesh
2020-06-01	ap	3676	64	2374	Andhra Pradesh
2020-06-02	ap	3791	64	2414	Andhra Pradesh
2020-06-03	ap	3971	68	2464	Andhra Pradesh
2020-06-04	ap	4112	71	2529	Andhra Pradesh
2020-06-05	ap	4250	73	2565	Andhra Pradesh
2020-06-06	ap	4460	73	2640	Andhra Pradesh
2020-06-07	ap	4659	75	2669	Andhra Pradesh
2020-06-08	ap	4813	75	2711	Andhra Pradesh
2020-06-09	ap	4882	77	2759	Andhra Pradesh
2020-06-10	ap	5247	78	2869	Andhra Pradesh
2020-06-11	ap	5429	80	2968	Andhra Pradesh
2020-06-12	ap	5636	80	3091	Andhra Pradesh
2020-06-13	ap	5858	82	3185	Andhra Pradesh
2020-06-14	ap	6152	84	3316	Andhra Pradesh
2020-06-15	ap	6456	86	3385	Andhra Pradesh
2020-06-16	ap	6720	88	3513	Andhra Pradesh
2020-06-17	ap	7071	90	3641	Andhra Pradesh
2020-06-18	ap	7496	92	3772	Andhra Pradesh
2020-06-19	ap	7961	96	3905	Andhra Pradesh
2020-06-20	ap	8452	101	4111	Andhra Pradesh
2020-06-21	ap	8929	106	4307	Andhra Pradesh
2020-06-22	ap	9372	111	4435	Andhra Pradesh
2020-06-23	ap	9834	119	4592	Andhra Pradesh
2020-06-24	ap	10331	129	4779	Andhra Pradesh
2020-06-25	ap	10884	136	4988	Andhra Pradesh
2020-06-26	ap	11489	146	5196	Andhra Pradesh
2020-06-27	ap	12285	157	5480	Andhra Pradesh
2020-06-28	ap	13098	169	5908	Andhra Pradesh
2020-06-29	ap	13891	180	6232	Andhra Pradesh
2020-06-30	ap	14595	187	6511	Andhra Pradesh
2020-07-01	ap	15252	193	6988	Andhra Pradesh
2020-07-02	ap	16097	198	7313	Andhra Pradesh
2020-07-03	ap	16934	206	7632	Andhra Pradesh
2020-07-04	ap	17699	218	8008	Andhra Pradesh
2020-07-05	ap	18697	232	8422	Andhra Pradesh
2020-07-06	ap	20019	239	8920	Andhra Pradesh
2020-07-07	ap	21197	252	9745	Andhra Pradesh
2020-03-15	ar	0	0	0	Arunachal Pradesh
2020-03-16	ar	0	0	0	Arunachal Pradesh
2020-03-17	ar	0	0	0	Arunachal Pradesh
2020-03-18	ar	0	0	0	Arunachal Pradesh
2020-03-19	ar	0	0	0	Arunachal Pradesh
2020-03-20	ar	0	0	0	Arunachal Pradesh
2020-03-21	ar	0	0	0	Arunachal Pradesh
2020-03-22	ar	0	0	0	Arunachal Pradesh
2020-03-23	ar	0	0	0	Arunachal Pradesh
2020-03-24	ar	0	0	0	Arunachal Pradesh
2020-03-25	ar	0	0	0	Arunachal Pradesh
2020-03-26	ar	0	0	0	Arunachal Pradesh
2020-03-27	ar	0	0	0	Arunachal Pradesh
2020-03-28	ar	0	0	0	Arunachal Pradesh
2020-03-29	ar	0	0	0	Arunachal Pradesh
2020-03-30	ar	0	0	0	Arunachal Pradesh
2020-03-31	ar	0	0	0	Arunachal Pradesh
2020-04-01	ar	0	0	0	Arunachal Pradesh
2020-04-02	ar	1	0	0	Arunachal Pradesh
2020-04-03	ar	1	0	0	Arunachal Pradesh
2020-04-04	ar	1	0	0	Arunachal Pradesh
2020-04-05	ar	1	0	0	Arunachal Pradesh
2020-04-06	ar	1	0	0	Arunachal Pradesh
2020-04-07	ar	1	0	0	Arunachal Pradesh
2020-04-08	ar	1	0	0	Arunachal Pradesh
2020-04-09	ar	1	0	0	Arunachal Pradesh
2020-04-10	ar	1	0	0	Arunachal Pradesh
2020-04-11	ar	1	0	0	Arunachal Pradesh
2020-04-12	ar	1	0	0	Arunachal Pradesh
2020-04-13	ar	1	0	0	Arunachal Pradesh
2020-04-14	ar	1	0	0	Arunachal Pradesh
2020-04-15	ar	1	0	1	Arunachal Pradesh
2020-04-16	ar	1	0	1	Arunachal Pradesh
2020-04-17	ar	1	0	1	Arunachal Pradesh
2020-04-18	ar	1	0	1	Arunachal Pradesh
2020-04-19	ar	1	0	1	Arunachal Pradesh
2020-04-20	ar	1	0	1	Arunachal Pradesh
2020-04-21	ar	1	0	1	Arunachal Pradesh
2020-04-22	ar	1	0	1	Arunachal Pradesh
2020-04-23	ar	1	0	1	Arunachal Pradesh
2020-04-24	ar	1	0	1	Arunachal Pradesh
2020-04-25	ar	1	0	1	Arunachal Pradesh
2020-04-26	ar	1	0	1	Arunachal Pradesh
2020-04-27	ar	1	0	1	Arunachal Pradesh
2020-04-28	ar	1	0	1	Arunachal Pradesh
2020-04-29	ar	1	0	1	Arunachal Pradesh
2020-04-30	ar	1	0	1	Arunachal Pradesh
2020-05-01	ar	1	0	1	Arunachal Pradesh
2020-05-02	ar	1	0	1	Arunachal Pradesh
2020-05-03	ar	1	0	1	Arunachal Pradesh
2020-05-04	ar	1	0	1	Arunachal Pradesh
2020-05-05	ar	1	0	1	Arunachal Pradesh
2020-05-06	ar	1	0	1	Arunachal Pradesh
2020-05-07	ar	1	0	1	Arunachal Pradesh
2020-05-08	ar	1	0	1	Arunachal Pradesh
2020-05-09	ar	1	0	1	Arunachal Pradesh
2020-05-10	ar	1	0	1	Arunachal Pradesh
2020-05-11	ar	1	0	1	Arunachal Pradesh
2020-05-12	ar	1	0	1	Arunachal Pradesh
2020-05-13	ar	1	0	1	Arunachal Pradesh
2020-05-14	ar	1	0	1	Arunachal Pradesh
2020-05-15	ar	1	0	1	Arunachal Pradesh
2020-05-16	ar	1	0	1	Arunachal Pradesh
2020-05-17	ar	1	0	1	Arunachal Pradesh
2020-05-18	ar	1	0	1	Arunachal Pradesh
2020-05-19	ar	1	0	1	Arunachal Pradesh
2020-05-20	ar	1	0	1	Arunachal Pradesh
2020-05-21	ar	1	0	1	Arunachal Pradesh
2020-05-22	ar	1	0	1	Arunachal Pradesh
2020-05-23	ar	1	0	1	Arunachal Pradesh
2020-05-24	ar	2	0	1	Arunachal Pradesh
2020-05-25	ar	2	0	1	Arunachal Pradesh
2020-05-26	ar	2	0	1	Arunachal Pradesh
2020-05-27	ar	2	0	1	Arunachal Pradesh
2020-05-28	ar	3	0	1	Arunachal Pradesh
2020-05-29	ar	3	0	1	Arunachal Pradesh
2020-05-30	ar	4	0	1	Arunachal Pradesh
2020-05-31	ar	4	0	1	Arunachal Pradesh
2020-06-01	ar	22	0	1	Arunachal Pradesh
2020-06-02	ar	24	0	1	Arunachal Pradesh
2020-06-03	ar	34	0	1	Arunachal Pradesh
2020-06-04	ar	39	0	1	Arunachal Pradesh
2020-06-05	ar	43	0	1	Arunachal Pradesh
2020-06-06	ar	45	0	1	Arunachal Pradesh
2020-06-07	ar	48	0	1	Arunachal Pradesh
2020-06-08	ar	54	0	1	Arunachal Pradesh
2020-06-09	ar	54	0	2	Arunachal Pradesh
2020-06-10	ar	58	0	4	Arunachal Pradesh
2020-06-11	ar	64	0	4	Arunachal Pradesh
2020-06-12	ar	83	0	4	Arunachal Pradesh
2020-06-13	ar	88	0	6	Arunachal Pradesh
2020-06-14	ar	91	0	7	Arunachal Pradesh
2020-06-15	ar	95	0	7	Arunachal Pradesh
2020-06-16	ar	99	0	7	Arunachal Pradesh
2020-06-17	ar	103	0	10	Arunachal Pradesh
2020-06-18	ar	103	0	11	Arunachal Pradesh
2020-06-19	ar	135	0	14	Arunachal Pradesh
2020-06-20	ar	135	0	15	Arunachal Pradesh
2020-06-21	ar	139	0	21	Arunachal Pradesh
2020-06-22	ar	148	0	22	Arunachal Pradesh
2020-06-23	ar	158	0	38	Arunachal Pradesh
2020-06-24	ar	160	1	38	Arunachal Pradesh
2020-06-25	ar	172	1	42	Arunachal Pradesh
2020-06-26	ar	174	1	49	Arunachal Pradesh
2020-06-27	ar	177	1	54	Arunachal Pradesh
2020-06-28	ar	182	1	60	Arunachal Pradesh
2020-06-29	ar	187	1	61	Arunachal Pradesh
2020-06-30	ar	191	1	62	Arunachal Pradesh
2020-07-01	ar	195	1	66	Arunachal Pradesh
2020-07-02	ar	232	1	71	Arunachal Pradesh
2020-07-03	ar	252	1	75	Arunachal Pradesh
2020-07-04	ar	259	1	76	Arunachal Pradesh
2020-07-05	ar	269	1	78	Arunachal Pradesh
2020-07-06	ar	270	2	92	Arunachal Pradesh
2020-07-07	ar	276	2	105	Arunachal Pradesh
2020-03-15	as	0	0	0	Assam
2020-03-16	as	0	0	0	Assam
2020-03-17	as	0	0	0	Assam
2020-03-18	as	0	0	0	Assam
2020-03-19	as	0	0	0	Assam
2020-03-20	as	0	0	0	Assam
2020-03-21	as	0	0	0	Assam
2020-03-22	as	0	0	0	Assam
2020-03-23	as	0	0	0	Assam
2020-03-24	as	0	0	0	Assam
2020-03-25	as	0	0	0	Assam
2020-03-26	as	0	0	0	Assam
2020-03-27	as	0	0	0	Assam
2020-03-28	as	0	0	0	Assam
2020-03-29	as	0	0	0	Assam
2020-03-30	as	0	0	0	Assam
2020-03-31	as	1	0	0	Assam
2020-04-01	as	16	0	0	Assam
2020-04-02	as	16	0	0	Assam
2020-04-03	as	23	0	0	Assam
2020-04-04	as	26	0	0	Assam
2020-04-05	as	26	0	0	Assam
2020-04-06	as	26	0	0	Assam
2020-04-07	as	28	0	0	Assam
2020-04-08	as	28	0	0	Assam
2020-04-09	as	29	0	0	Assam
2020-04-10	as	29	1	0	Assam
2020-04-11	as	29	1	0	Assam
2020-04-12	as	30	1	0	Assam
2020-04-13	as	32	1	0	Assam
2020-04-14	as	33	1	0	Assam
2020-04-15	as	33	1	2	Assam
2020-04-16	as	35	1	5	Assam
2020-04-17	as	35	1	9	Assam
2020-04-18	as	35	1	12	Assam
2020-04-19	as	35	1	17	Assam
2020-04-20	as	35	1	19	Assam
2020-04-21	as	35	1	19	Assam
2020-04-22	as	35	1	19	Assam
2020-04-23	as	36	1	19	Assam
2020-04-24	as	36	1	19	Assam
2020-04-25	as	36	1	19	Assam
2020-04-26	as	36	1	27	Assam
2020-04-27	as	36	1	27	Assam
2020-04-28	as	38	1	27	Assam
2020-04-29	as	38	1	29	Assam
2020-04-30	as	43	1	29	Assam
2020-05-01	as	43	1	33	Assam
2020-05-02	as	43	1	33	Assam
2020-05-03	as	43	1	33	Assam
2020-05-04	as	43	1	33	Assam
2020-05-05	as	45	1	33	Assam
2020-05-06	as	46	1	35	Assam
2020-05-07	as	54	1	35	Assam
2020-05-08	as	60	2	35	Assam
2020-05-09	as	62	1	35	Assam
2020-05-10	as	63	1	35	Assam
2020-05-11	as	65	1	40	Assam
2020-05-12	as	65	1	40	Assam
2020-05-13	as	80	1	40	Assam
2020-05-14	as	87	1	40	Assam
2020-05-15	as	90	1	41	Assam
2020-05-16	as	93	1	41	Assam
2020-05-17	as	101	1	42	Assam
2020-05-18	as	116	3	42	Assam
2020-05-19	as	158	3	42	Assam
2020-05-20	as	189	3	49	Assam
2020-05-21	as	211	3	55	Assam
2020-05-22	as	226	3	55	Assam
2020-05-23	as	347	3	57	Assam
2020-05-24	as	393	3	58	Assam
2020-05-25	as	549	3	63	Assam
2020-05-26	as	683	3	63	Assam
2020-05-27	as	784	3	88	Assam
2020-05-28	as	881	3	104	Assam
2020-05-29	as	1058	3	126	Assam
2020-05-30	as	1217	3	164	Assam
2020-05-31	as	1340	3	186	Assam
2020-06-01	as	1486	3	285	Assam
2020-06-02	as	1560	3	338	Assam
2020-06-03	as	1831	3	414	Assam
2020-06-04	as	2116	3	460	Assam
2020-06-05	as	2244	3	510	Assam
2020-06-06	as	2474	3	589	Assam
2020-06-07	as	2682	3	637	Assam
2020-06-08	as	2836	3	785	Assam
2020-06-09	as	3051	4	1097	Assam
2020-06-10	as	3286	5	1249	Assam
2020-06-11	as	3431	5	1433	Assam
2020-06-12	as	3694	7	1585	Assam
2020-06-13	as	3901	7	1806	Assam
2020-06-14	as	4119	7	1961	Assam
2020-06-15	as	4310	7	2206	Assam
2020-06-16	as	4511	7	2412	Assam
2020-06-17	as	4695	7	2643	Assam
2020-06-18	as	4904	8	2849	Assam
2020-06-19	as	4904	8	3067	Assam
2020-06-20	as	5153	8	3203	Assam
2020-06-21	as	5485	8	3405	Assam
2020-06-22	as	5752	8	3566	Assam
2020-06-23	as	5955	8	3763	Assam
2020-06-24	as	6181	8	3959	Assam
2020-06-25	as	6545	8	4034	Assam
2020-06-26	as	6818	8	4248	Assam
2020-06-27	as	7064	9	4815	Assam
2020-06-28	as	7391	10	5089	Assam
2020-06-29	as	7693	10	5334	Assam
2020-06-30	as	8306	11	5648	Assam
2020-07-01	as	8854	11	5832	Assam
2020-07-02	as	9333	13	6107	Assam
2020-07-03	as	9698	13	6328	Assam
2020-07-04	as	10900	13	6744	Assam
2020-07-05	as	11635	13	7434	Assam
2020-07-06	as	12421	13	7942	Assam
2020-07-07	as	13235	15	8330	Assam
2020-03-15	br	0	0	0	Bihar
2020-03-16	br	0	0	0	Bihar
2020-03-17	br	0	0	0	Bihar
2020-03-18	br	0	0	0	Bihar
2020-03-19	br	0	0	0	Bihar
2020-03-20	br	0	0	0	Bihar
2020-03-21	br	0	0	0	Bihar
2020-03-22	br	2	1	0	Bihar
2020-03-23	br	3	1	0	Bihar
2020-03-24	br	3	1	0	Bihar
2020-03-25	br	4	1	0	Bihar
2020-03-26	br	7	1	0	Bihar
2020-03-27	br	9	1	0	Bihar
2020-03-28	br	11	1	0	Bihar
2020-03-29	br	15	1	0	Bihar
2020-03-30	br	15	1	0	Bihar
2020-03-31	br	21	1	0	Bihar
2020-04-01	br	24	1	0	Bihar
2020-04-02	br	29	1	3	Bihar
2020-04-03	br	31	1	3	Bihar
2020-04-04	br	32	1	3	Bihar
2020-04-05	br	32	1	3	Bihar
2020-04-06	br	32	1	9	Bihar
2020-04-07	br	38	1	15	Bihar
2020-04-08	br	39	1	15	Bihar
2020-04-09	br	58	1	15	Bihar
2020-04-10	br	60	1	15	Bihar
2020-04-11	br	64	1	15	Bihar
2020-04-12	br	64	1	26	Bihar
2020-04-13	br	66	1	28	Bihar
2020-04-14	br	66	1	29	Bihar
2020-04-15	br	72	1	29	Bihar
2020-04-16	br	83	1	37	Bihar
2020-04-17	br	85	1	37	Bihar
2020-04-18	br	86	2	42	Bihar
2020-04-19	br	96	2	42	Bihar
2020-04-20	br	113	2	42	Bihar
2020-04-21	br	126	2	42	Bihar
2020-04-22	br	143	2	42	Bihar
2020-04-23	br	170	2	44	Bihar
2020-04-24	br	223	2	44	Bihar
2020-04-25	br	251	2	45	Bihar
2020-04-26	br	277	2	56	Bihar
2020-04-27	br	346	2	56	Bihar
2020-04-28	br	366	2	64	Bihar
2020-04-29	br	403	2	64	Bihar
2020-04-30	br	425	2	84	Bihar
2020-05-01	br	466	3	98	Bihar
2020-05-02	br	481	4	117	Bihar
2020-05-03	br	517	4	124	Bihar
2020-05-04	br	528	4	127	Bihar
2020-05-05	br	535	4	158	Bihar
2020-05-06	br	542	4	158	Bihar
2020-05-07	br	550	5	218	Bihar
2020-05-08	br	579	5	267	Bihar
2020-05-09	br	611	5	318	Bihar
2020-05-10	br	707	6	354	Bihar
2020-05-11	br	749	6	377	Bihar
2020-05-12	br	879	6	382	Bihar
2020-05-13	br	953	7	400	Bihar
2020-05-14	br	999	7	412	Bihar
2020-05-15	br	1033	7	440	Bihar
2020-05-16	br	1178	8	473	Bihar
2020-05-17	br	1320	8	473	Bihar
2020-05-18	br	1423	9	517	Bihar
2020-05-19	br	1519	9	517	Bihar
2020-05-20	br	1776	9	571	Bihar
2020-05-21	br	1987	9	571	Bihar
2020-05-22	br	2166	11	629	Bihar
2020-05-23	br	2394	11	653	Bihar
2020-05-24	br	2574	11	702	Bihar
2020-05-25	br	2737	13	733	Bihar
2020-05-26	br	2968	14	800	Bihar
2020-05-27	br	3036	15	918	Bihar
2020-05-28	br	3185	15	1050	Bihar
2020-05-29	br	3359	15	1209	Bihar
2020-05-30	br	3565	21	1311	Bihar
2020-05-31	br	3807	23	1520	Bihar
2020-06-01	br	3945	23	1741	Bihar
2020-06-02	br	4096	24	1803	Bihar
2020-06-03	br	4326	25	2025	Bihar
2020-06-04	br	4452	28	2120	Bihar
2020-06-05	br	4598	29	2233	Bihar
2020-06-06	br	4831	29	2298	Bihar
2020-06-07	br	5070	30	2405	Bihar
2020-06-08	br	5247	31	2542	Bihar
2020-06-09	br	5455	33	2770	Bihar
2020-06-10	br	5698	34	2934	Bihar
2020-06-11	br	5948	34	3086	Bihar
2020-06-12	br	6096	35	3316	Bihar
2020-06-13	br	6289	35	3686	Bihar
2020-06-14	br	6475	36	3975	Bihar
2020-06-15	br	6662	38	4226	Bihar
2020-06-16	br	6810	39	4571	Bihar
2020-06-17	br	6940	39	4776	Bihar
2020-06-18	br	7040	44	4961	Bihar
2020-06-19	br	7290	49	5098	Bihar
2020-06-20	br	7503	49	5367	Bihar
2020-06-21	br	7665	51	5631	Bihar
2020-06-22	br	7893	52	5767	Bihar
2020-06-23	br	8050	54	6027	Bihar
2020-06-24	br	8273	55	6106	Bihar
2020-06-25	br	8488	56	6480	Bihar
